,tradedate,ICmIH,signal_x,signal_y,signal,ret,cum,fee_cum,fee,fee_ret
180,2016-01-12,0.017126066340642287,-1.0,1.0,0.0,0.0,1.3091721420882705,1.2660218849403757,0.0,0.0
181,2016-01-13,-0.017490245839717918,-1.0,1.0,0.0,-0.0,1.3091721420882705,1.2660218849403757,0.0,-0.0
182,2016-01-14,0.015012627279398671,-1.0,-1.0,-1.0,-0.015012627279398671,1.2895180286745274,1.246509161500228,0.0004,-0.01541262727939867
183,2016-01-15,-0.01254269875983649,0.0,1.0,0.0,-0.0,1.2895180286745274,1.246010557835628,0.0004,-0.0004
184,2016-01-18,0.023954663222740424,-1.0,-1.0,-1.0,-0.023954663222740424,1.258628058577977,1.2156643903275623,0.0004,-0.024354663222740425
185,2016-01-19,0.01291048789346938,0.0,1.0,0.0,0.0,1.258628058577977,1.2151781245714315,0.0004,-0.0004
186,2016-01-20,0.0061453500807503465,1.0,1.0,1.0,0.0061453500807503465,1.266362768619394,1.222159748307564,0.0004,0.005745350080750346
187,2016-01-21,-0.007511993714960473,0.0,1.0,0.0,-0.0,1.266362768619394,1.221670884408241,0.0004,-0.0004
188,2016-01-22,0.002949603803486633,-1.0,-1.0,-1.0,-0.002949603803486633,1.2626275001804803,1.2175787709672183,0.0004,-0.003349603803486633
189,2016-01-25,0.005367220726861466,1.0,1.0,1.0,0.005367220726861466,1.2694043006697542,1.2231397219665663,0.0008,0.004567220726861465
190,2016-01-26,-0.019000500440864654,0.0,1.0,0.0,-0.0,1.2694043006697542,1.2226504660777797,0.0004,-0.0004
191,2016-01-27,-0.023404361320379933,-1.0,-1.0,-1.0,0.023404361320379933,1.2991138975842735,1.2507767591679637,0.0004,0.023004361320379932
192,2016-01-28,-0.009425419368184085,-1.0,1.0,0.0,-0.0,1.2991138975842735,1.2502764484642965,0.0004,-0.0004
193,2016-01-29,0.004425831752270071,-1.0,-1.0,-1.0,-0.004425831752270071,1.2933642380465298,1.2442428246801822,0.0004,-0.004825831752270071
194,2016-02-01,0.01386172251359552,0.0,1.0,0.0,0.0,1.2933642380465298,1.2437451275503102,0.0004,-0.0004
195,2016-02-02,0.019615103390454358,1.0,-1.0,0.0,0.0,1.2933642380465298,1.2437451275503102,0.0,0.0
196,2016-02-03,0.016415550882769248,1.0,-1.0,0.0,0.0,1.2933642380465298,1.2437451275503102,0.0,0.0
197,2016-02-04,0.010129680647442685,0.0,-1.0,0.0,0.0,1.2933642380465298,1.2437451275503102,0.0,0.0
198,2016-02-05,-0.004147260922721108,1.0,-1.0,0.0,-0.0,1.2933642380465298,1.2437451275503102,0.0,-0.0
199,2016-02-15,0.012790932288884949,-1.0,-1.0,-1.0,-0.012790932288884949,1.2768209036528113,1.2273389697881636,0.0004,-0.013190932288884948
200,2016-02-16,0.013987968569846965,0.0,-1.0,0.0,0.0,1.2768209036528113,1.2268480342002483,0.0004,-0.0004
201,2016-02-17,0.005087611868521247,0.0,-1.0,0.0,0.0,1.2768209036528113,1.2268480342002483,0.0,0.0
202,2016-02-18,-0.0024607140496752944,1.0,-1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
203,2016-02-19,0.004806294291223146,0.0,1.0,0.0,0.0,1.2768209036528113,1.2268480342002483,0.0,0.0
204,2016-02-22,-0.004409911655658627,0.0,1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
205,2016-02-23,0.0051975539070359105,0.0,1.0,0.0,0.0,1.2768209036528113,1.2268480342002483,0.0,0.0
206,2016-02-24,-9.6956379644908e-06,1.0,-1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
207,2016-02-25,-0.03761931819323261,0.0,-1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
208,2016-02-26,-0.0014569424776964546,-1.0,1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
209,2016-02-29,-0.04967071042498017,-1.0,1.0,0.0,-0.0,1.2768209036528113,1.2268480342002483,0.0,-0.0
210,2016-03-01,0.007524132863691023,-1.0,1.0,0.0,0.0,1.2768209036528113,1.2268480342002483,0.0,0.0
211,2016-03-02,0.027979315907594504,1.0,1.0,1.0,0.027979315907594504,1.3125454790735336,1.2606836637060683,0.0004,0.027579315907594503
212,2016-03-03,0.0028633809370413052,0.0,-1.0,0.0,0.0,1.3125454790735336,1.260179390240586,0.0004,-0.0004
213,2016-03-04,-0.06318699573765417,-1.0,1.0,0.0,-0.0,1.3125454790735336,1.260179390240586,0.0,-0.0
214,2016-03-07,0.024325051516187468,-1.0,1.0,0.0,0.0,1.3125454790735336,1.260179390240586,0.0,0.0
215,2016-03-08,0.01379149605496921,1.0,1.0,1.0,0.01379149605496921,1.330647444870144,1.2770550775735463,0.0004,0.01339149605496921
216,2016-03-09,-0.017301591049406984,0.0,-1.0,0.0,-0.0,1.330647444870144,1.276544255542517,0.0004,-0.0004
217,2016-03-10,-0.0036977690644773853,-1.0,-1.0,-1.0,0.0036977690644773853,1.3355678718275106,1.2807540036978813,0.0004,0.003297769064477385
218,2016-03-11,-0.00023409801389551177,0.0,1.0,0.0,-0.0,1.3355678718275106,1.280241702096402,0.0004,-0.0004
219,2016-03-14,0.03286411715273063,-1.0,1.0,0.0,0.0,1.3355678718275106,1.280241702096402,0.0,0.0
220,2016-03-15,-0.010028213755210236,1.0,1.0,1.0,-0.010028213755210236,1.3221745117242332,1.2668910679686067,0.0004,-0.010428213755210235
221,2016-03-16,-0.01971051079939801,-1.0,-1.0,-1.0,0.01971051079939801,1.3482352467162624,1.290848625191088,0.0008,0.01891051079939801
222,2016-03-17,0.02328179965244104,-1.0,-1.0,-1.0,-0.02328179965244104,1.316845903817855,1.2607953461177601,0.0,-0.02328179965244104
223,2016-03-18,0.03047050951035968,1.0,1.0,1.0,0.03047050951035968,1.3569708694538152,1.2982037864253644,0.0008,0.029670509510359683
224,2016-03-21,-0.0044369683270284455,1.0,1.0,1.0,-0.0044369683270284455,1.3509500326853483,1.2924436973429667,0.0,-0.0044369683270284455
225,2016-03-22,0.00541550038373495,1.0,1.0,1.0,0.00541550038373495,1.3582661031057628,1.2994429266818834,0.0,0.00541550038373495
226,2016-03-23,0.005308391127743062,1.0,1.0,1.0,0.005308391127743062,1.3654763108366035,1.30634087798489,0.0,0.005308391127743062
227,2016-03-24,-0.0007531743586504103,1.0,1.0,1.0,-0.0007531743586504103,1.3644478690919368,1.305356975531935,0.0,-0.0007531743586504103
228,2016-03-25,0.006663667484045455,0.0,1.0,0.0,0.0,1.3644478690919368,1.3048348327417223,0.0004,-0.0004
229,2016-03-28,0.0019293742605344109,1.0,1.0,1.0,0.0019293742605344109,1.3670803996904037,1.3068304135491662,0.0004,0.001529374260534411
230,2016-03-29,-0.007948905033679732,0.0,1.0,0.0,-0.0,1.3670803996904037,1.3063076813837466,0.0004,-0.0004
231,2016-03-30,0.01554101421880949,-1.0,-1.0,-1.0,-0.01554101421880949,1.3458345837605594,1.2854838120606684,0.0004,-0.01594101421880949
232,2016-03-31,-0.0018965411382810824,1.0,-1.0,0.0,-0.0,1.3458345837605594,1.2849696185358441,0.0004,-0.0004
233,2016-04-01,-0.0015435944922903564,0.0,1.0,0.0,-0.0,1.3458345837605594,1.2849696185358441,0.0,-0.0
234,2016-04-05,0.023060317673641032,-1.0,-1.0,-1.0,-0.023060317673641032,1.3147992107228685,1.2548238230840159,0.0004,-0.023460317673641033
235,2016-04-06,0.00938053571541142,1.0,1.0,1.0,0.00938053571541142,1.3271327316776491,1.2655908837145373,0.0008,0.00858053571541142
236,2016-04-07,-1.7783476885302466e-05,1.0,1.0,1.0,-1.7783476885302466e-05,1.3271091306433915,1.2655683771083106,0.0,-1.7783476885302466e-05
237,2016-04-08,0.0009639871560649382,-1.0,-1.0,-1.0,-0.0009639871560649382,1.3258298144867549,1.2633359307459695,0.0008,-0.0017639871560649382
238,2016-04-11,0.01029247204182715,-1.0,-1.0,-1.0,-0.01029247204182715,1.3121837481889291,1.250333080999331,0.0,-0.01029247204182715
239,2016-04-12,0.0010083743417075297,1.0,1.0,1.0,0.0010083743417075297,1.3135069206122085,1.2505936183319994,0.0008,0.00020837434170752967
240,2016-04-13,-0.0011455134746320985,-1.0,-1.0,-1.0,0.0011455134746320985,1.3150115604887924,1.251025715278422,0.0008,0.00034551347463209847
241,2016-04-14,0.00768356466584974,0.0,1.0,0.0,0.0,1.3150115604887924,1.2505253049923108,0.0004,-0.0004
242,2016-04-15,-0.0003682902126875831,1.0,-1.0,0.0,-0.0,1.3150115604887924,1.2505253049923108,0.0,-0.0
243,2016-04-18,-0.008858160101558155,-1.0,-1.0,-1.0,0.008858160101558155,1.326660143427002,1.2611024482329856,0.0004,0.008458160101558155
244,2016-04-19,-0.0008761263171428446,-1.0,-1.0,-1.0,0.0008761263171428446,1.327822465292563,1.2622073332764958,0.0,0.0008761263171428446
245,2016-04-20,-0.036178242996043886,1.0,-1.0,0.0,-0.0,1.327822465292563,1.2617024503431853,0.0004,-0.0004
246,2016-04-21,-0.006795315087188336,-1.0,1.0,0.0,-0.0,1.327822465292563,1.2617024503431853,0.0,-0.0
247,2016-04-22,0.005305894216494522,-1.0,-1.0,-1.0,-0.005305894216494522,1.3207771797534358,1.2545033096288352,0.0004,-0.005705894216494522
248,2016-04-25,-0.0007930102199588117,1.0,-1.0,0.0,-0.0,1.3207771797534358,1.2540015083049836,0.0004,-0.0004
249,2016-04-26,0.00981547052793008,0.0,-1.0,0.0,0.0,1.3207771797534358,1.2540015083049836,0.0,0.0
250,2016-04-27,0.0013139134554857046,1.0,-1.0,0.0,0.0,1.3207771797534358,1.2540015083049836,0.0,0.0
251,2016-04-28,-0.002307816959167375,-1.0,-1.0,-1.0,0.002307816959167375,1.323825291728152,1.2563939136493492,0.0004,0.0019078169591673752
252,2016-04-29,0.002022972741299478,0.0,-1.0,0.0,0.0,1.323825291728152,1.2558913560838896,0.0004,-0.0004
253,2016-05-03,0.026787783424954803,0.0,1.0,0.0,0.0,1.323825291728152,1.2558913560838896,0.0,0.0
254,2016-05-04,-0.0009569002167666427,1.0,-1.0,0.0,-0.0,1.323825291728152,1.2558913560838896,0.0,-0.0
255,2016-05-05,0.012941688643049676,0.0,1.0,0.0,0.0,1.323825291728152,1.2558913560838896,0.0,0.0
256,2016-05-06,-0.01432243697918034,1.0,-1.0,0.0,-0.0,1.323825291728152,1.2558913560838896,0.0,-0.0
257,2016-05-09,-0.02508901604092417,-1.0,-1.0,-1.0,0.02508901604092417,1.3570387657077008,1.2868980779199026,0.0004,0.024689016040924168
258,2016-05-10,-0.0025339667736211657,-1.0,1.0,0.0,-0.0,1.3570387657077008,1.2863833186887348,0.0004,-0.0004
259,2016-05-11,-0.004799289429056941,0.0,1.0,0.0,-0.0,1.3570387657077008,1.2863833186887348,0.0,-0.0
260,2016-05-12,0.0027367479434528,-1.0,1.0,0.0,0.0,1.3570387657077008,1.2863833186887348,0.0,0.0
261,2016-05-13,-0.0005560143132397055,0.0,1.0,0.0,-0.0,1.3570387657077008,1.2863833186887348,0.0,-0.0
262,2016-05-16,0.01774869436525317,0.0,1.0,0.0,0.0,1.3570387657077008,1.2863833186887348,0.0,0.0
263,2016-05-17,0.0022715213975529336,1.0,1.0,1.0,0.0022715213975529336,1.3601213083013148,1.2887908125951157,0.0004,0.0018715213975529336
264,2016-05-18,-0.0220560648035808,-1.0,-1.0,-1.0,0.0220560648035808,1.3901202320179398,1.3161854336258971,0.0008,0.0212560648035808
265,2016-05-19,0.00265135825267393,-1.0,-1.0,-1.0,-0.00265135825267393,1.38643452526857,1.3126957545144038,0.0,-0.00265135825267393
266,2016-05-20,0.011981492963532236,0.0,1.0,0.0,0.0,1.38643452526857,1.3121706762125982,0.0004,-0.0004
267,2016-05-23,0.011462384055558328,1.0,1.0,1.0,0.011462384055558328,1.4023263702650839,1.3266864121793036,0.0004,0.011062384055558329
268,2016-05-24,-0.0009721686008596908,1.0,1.0,1.0,-0.0009721686008596908,1.4009630725997546,1.3253966493061957,0.0,-0.0009721686008596908
269,2016-05-25,-0.009655031088804387,-1.0,-1.0,-1.0,0.009655031088804387,1.4144894146199722,1.3371330778407993,0.0008,0.008855031088804387
270,2016-05-26,0.012825737188472795,-1.0,1.0,0.0,0.0,1.4144894146199722,1.336598224609663,0.0004,-0.0004
271,2016-05-27,-0.0019329579236575523,1.0,-1.0,0.0,-0.0,1.4144894146199722,1.336598224609663,0.0,-0.0
272,2016-05-30,-0.009687942373631464,-1.0,-1.0,-1.0,0.009687942373631464,1.4281929065569223,1.3490124718965357,0.0004,0.009287942373631465
273,2016-05-31,0.02238769370835669,-1.0,-1.0,-1.0,-0.02238769370835669,1.3962189612084783,1.3188111938669629,0.0,-0.02238769370835669
274,2016-06-01,0.004258387962940535,1.0,-1.0,0.0,0.0,1.3962189612084783,1.3182836693894162,0.0004,-0.0004
275,2016-06-02,0.006346840620606642,1.0,1.0,1.0,0.006346840620606642,1.4050805404267375,1.3261232922640236,0.0004,0.005946840620606642
276,2016-06-03,0.003463751692254657,1.0,1.0,1.0,0.003463751692254657,1.4099473905263946,1.3307166540617414,0.0,0.003463751692254657
277,2016-06-06,0.0011364533404901733,-1.0,-1.0,-1.0,-0.0011364533404901733,1.4083450511045155,1.3281397833517377,0.0008,-0.0019364533404901733
278,2016-06-07,0.005816223134632148,1.0,1.0,1.0,0.005816223134632148,1.4165363001722941,1.3348020288590121,0.0008,0.005016223134632148
279,2016-06-08,-0.0010187638390021236,0.0,-1.0,0.0,-0.0,1.4165363001722941,1.3342681080474685,0.0004,-0.0004
280,2016-06-13,-0.012597634112735956,-1.0,-1.0,-1.0,0.012597634112735956,1.4343813061892736,1.350543022237724,0.0004,0.012197634112735957
281,2016-06-14,-0.011355915752693456,-1.0,-1.0,-1.0,0.011355915752693456,1.4506700194595974,1.3658796750186435,0.0,0.011355915752693456
282,2016-06-15,0.028671645729333232,-1.0,1.0,0.0,0.0,1.4506700194595974,1.3653333231486362,0.0004,-0.0004
283,2016-06-16,-0.0012162162162161485,1.0,1.0,1.0,-0.0012162162162161485,1.448905691057552,1.363126649291223,0.0004,-0.0016162162162161485
284,2016-06-17,-0.001785334354931889,0.0,1.0,0.0,-0.0,1.448905691057552,1.3625813986315067,0.0004,-0.0004
285,2016-06-20,0.004533886428985001,0.0,1.0,0.0,0.0,1.448905691057552,1.3625813986315067,0.0,0.0
286,2016-06-21,-0.011975425502195993,1.0,-1.0,0.0,-0.0,1.448905691057552,1.3625813986315067,0.0,-0.0
287,2016-06-22,0.01957931027540449,-1.0,1.0,0.0,0.0,1.448905691057552,1.3625813986315067,0.0,0.0
288,2016-06-23,-0.002952842075182427,1.0,-1.0,0.0,-0.0,1.448905691057552,1.3625813986315067,0.0,-0.0
289,2016-06-24,-0.004040043070560606,-1.0,-1.0,-1.0,0.004040043070560606,1.454759332454605,1.36754125360967,0.0004,0.003640043070560606
290,2016-06-27,0.018287050578892128,0.0,1.0,0.0,0.0,1.454759332454605,1.3669942371082262,0.0004,-0.0004
291,2016-06-28,0.009141563640442165,1.0,-1.0,0.0,0.0,1.454759332454605,1.3669942371082262,0.0,0.0
292,2016-06-29,-0.007979527000667952,1.0,-1.0,0.0,-0.0,1.454759332454605,1.3669942371082262,0.0,-0.0
293,2016-06-30,-0.0002779018375373976,-1.0,-1.0,-1.0,0.0002779018375373976,1.4551636127462688,1.3668273296237783,0.0004,-0.0001220981624626024
294,2016-07-01,-0.0039491359331328395,1.0,-1.0,0.0,-0.0,1.4551636127462688,1.3662805986919289,0.0004,-0.0004
295,2016-07-04,0.0037780867513899094,-1.0,-1.0,-1.0,-0.0037780867513899094,1.4496658783798475,1.3605721598238532,0.0004,-0.00417808675138991
296,2016-07-05,0.003769150241382357,1.0,1.0,1.0,0.003769150241382357,1.4551298868752667,1.3646119029806123,0.0008,0.002969150241382357
297,2016-07-06,0.0045542136007010745,1.0,1.0,1.0,0.0045542136007010745,1.4617568591968606,1.370826637068845,0.0,0.0045542136007010745
298,2016-07-07,0.007733549128578819,1.0,1.0,1.0,0.007733549128578819,1.4730614276814966,1.3814279922133814,0.0,0.007733549128578819
299,2016-07-08,0.0014350005264675005,0.0,-1.0,0.0,0.0,1.4730614276814966,1.3808754210164962,0.0004,-0.0004
300,2016-07-11,-0.006549206593108869,0.0,-1.0,0.0,-0.0,1.4730614276814966,1.3808754210164962,0.0,-0.0
301,2016-07-12,-0.002785428149682634,-1.0,1.0,0.0,-0.0,1.4730614276814966,1.3808754210164962,0.0,-0.0
302,2016-07-13,0.008143852695313147,0.0,1.0,0.0,0.0,1.4730614276814966,1.3808754210164962,0.0,0.0
303,2016-07-14,0.003838464573217237,1.0,1.0,1.0,0.003838464573217237,1.4787157217858249,1.385623512231688,0.0004,0.0034384645732172367
304,2016-07-15,-0.002808988764045005,1.0,-1.0,0.0,-0.0,1.4787157217858249,1.3850692628267953,0.0004,-0.0004
305,2016-07-18,-0.004088884687080574,-1.0,1.0,0.0,-0.0,1.4787157217858249,1.3850692628267953,0.0,-0.0
306,2016-07-19,0.009076403975951108,0.0,1.0,0.0,0.0,1.4787157217858249,1.3850692628267953,0.0,0.0
307,2016-07-20,0.0018758590882680395,1.0,1.0,1.0,0.0018758590882680395,1.481489584111502,1.3871134298862189,0.0004,0.0014758590882680395
308,2016-07-21,0.0006171134067460838,0.0,1.0,0.0,0.0,1.481489584111502,1.3865585845142645,0.0004,-0.0004
309,2016-07-22,0.004223310788726953,-1.0,1.0,0.0,0.0,1.481489584111502,1.3865585845142645,0.0,0.0
310,2016-07-25,0.001439398100948841,1.0,-1.0,0.0,0.0,1.481489584111502,1.3865585845142645,0.0,0.0
311,2016-07-26,0.0037135728251540545,0.0,1.0,0.0,0.0,1.481489584111502,1.3865585845142645,0.0,0.0
312,2016-07-27,-0.034846208755463404,1.0,-1.0,0.0,-0.0,1.481489584111502,1.3865585845142645,0.0,-0.0
313,2016-07-28,0.00034739925285465217,-1.0,-1.0,-1.0,-0.00034739925285465217,1.4809749157368697,1.3855222716641593,0.0004,-0.0007473992528546522
314,2016-07-29,-7.7989000161649e-05,0.0,1.0,0.0,-0.0,1.4809749157368697,1.3849680627554937,0.0004,-0.0004
315,2016-08-01,-0.005657754398318504,-1.0,1.0,0.0,-0.0,1.4809749157368697,1.3849680627554937,0.0,-0.0
316,2016-08-02,0.008529282751831735,-1.0,1.0,0.0,0.0,1.4809749157368697,1.3849680627554937,0.0,0.0
317,2016-08-03,0.004250612360399919,1.0,1.0,1.0,0.004250612360399919,1.4872699660191433,1.390301037896699,0.0004,0.003850612360399919
318,2016-08-04,0.010285974923038177,1.0,1.0,1.0,0.010285974923038177,1.5025679875934042,1.4046016395079783,0.0,0.010285974923038177
319,2016-08-05,-0.005663118189359051,1.0,-1.0,0.0,-0.0,1.5025679875934042,1.4040397988521751,0.0004,-0.0004
320,2016-08-08,0.012043051534395222,-1.0,-1.0,-1.0,-0.012043051534395222,1.4844724838848842,1.3865692592787155,0.0004,-0.012443051534395221
321,2016-08-09,0.0012437455593159452,1.0,-1.0,0.0,0.0,1.4844724838848842,1.3860146315750042,0.0004,-0.0004
322,2016-08-10,-0.0021161184181800463,1.0,1.0,1.0,-0.0021161184181800463,1.4813311643204539,1.3825272546326313,0.0004,-0.0025161184181800465
323,2016-08-11,-0.01702540252799489,-1.0,-1.0,-1.0,0.01702540252799489,1.5065514236702728,1.4049593158449694,0.0008,0.01622540252799489
324,2016-08-12,-0.008936094454020882,-1.0,1.0,0.0,-0.0,1.5065514236702728,1.4043973321186314,0.0004,-0.0004
