,instrumentID_IC,tradedate,instrumentID_IH,ICprice,IHprice,ICpreclose,IHpreclose,ICpre2close,IHpre2close,ICreturn,IHreturn,ICpreret,IHpreret,ICmIH,dret
15,IC1505.CCFX,2015-05-08,IH1505.CCFX,8171.2,3099.8,7911.4,3111.2,8040.8,3153.0,0.032838688474859046,-0.00366418102339916,-0.016092926077007297,-0.013257215350459983,0.036502869498258206,-0.0028357107265473136
16,IC1505.CCFX,2015-05-11,IH1505.CCFX,8489.8,3160.0,8171.2,3099.8,7911.4,3111.2,0.03899060113569597,0.01942060778114718,0.032838688474859046,-0.00366418102339916,0.019569993354548787,0.036502869498258206
17,IC1505.CCFX,2015-05-12,IH1505.CCFX,8647.8,3175.0,8489.8,3160.0,8171.2,3099.8,0.018610567975688497,0.004746835443038,0.03899060113569597,0.01942060778114718,0.013863732532650497,0.019569993354548787
18,IC1505.CCFX,2015-05-13,IH1505.CCFX,8695.8,3125.4,8647.8,3175.0,8489.8,3160.0,0.005550544647193512,-0.015622047244094439,0.018610567975688497,0.004746835443038,0.02117259189128795,0.013863732532650497
19,IC1505.CCFX,2015-05-14,IH1505.CCFX,8760.4,3129.4,8695.8,3125.4,8647.8,3175.0,0.007428873709147021,0.0012798361809689407,0.005550544647193512,-0.015622047244094439,0.006149037528178081,0.02117259189128795
20,IC1505.CCFX,2015-05-15,IH1505.CCFX,8755.2,3073.2,8760.4,3129.4,8695.8,3125.4,-0.000593580201817101,-0.017958714130504316,0.007428873709147021,0.0012798361809689407,0.017365133928687215,0.006149037528178081
21,IC1506.CCFX,2015-05-18,IH1506.CCFX,8798.4,2969.4,8579.8,3041.4,8603.0,3113.4,0.02547844938110444,-0.02367330834484116,-0.0026967336975474154,-0.023125843129697454,0.0491517577259456,0.02042910943215004
22,IC1506.CCFX,2015-05-19,IH1506.CCFX,9120.8,3143.0,8798.4,2969.4,8579.8,3041.4,0.03664302600472813,0.05846298915605841,0.02547844938110444,-0.02367330834484116,-0.02181996315133028,0.0491517577259456
23,IC1506.CCFX,2015-05-20,IH1506.CCFX,9286.8,3145.2,9120.8,3143.0,8798.4,2969.4,0.01820015788088769,0.0006999681832642324,0.03664302600472813,0.05846298915605841,0.01750018969762346,-0.02181996315133028
24,IC1506.CCFX,2015-05-21,IH1506.CCFX,9734.6,3191.4,9286.8,3145.2,9120.8,3143.0,0.0482189774734032,0.014689049980923352,0.01820015788088769,0.0006999681832642324,0.03352992749247985,0.01750018969762346
25,IC1506.CCFX,2015-05-22,IH1506.CCFX,9741.2,3303.0,9734.6,3191.4,9286.8,3145.2,0.0006779939596901485,0.03496897913141561,0.0482189774734032,0.014689049980923352,-0.03429098517172546,0.03352992749247985
26,IC1506.CCFX,2015-05-25,IH1506.CCFX,9966.6,3413.6,9741.2,3303.0,9734.6,3191.4,0.0231388329979878,0.03348471086890692,0.0006779939596901485,0.03496897913141561,-0.010345877870919118,-0.03429098517172546
27,IC1506.CCFX,2015-05-26,IH1506.CCFX,10532.2,3417.8,9966.6,3413.6,9741.2,3303.0,0.05674954347520722,0.001230372627138543,0.0231388329979878,0.03348471086890692,0.05551917084806868,-0.010345877870919118
28,IC1506.CCFX,2015-05-27,IH1506.CCFX,10552.0,3396.8,10532.2,3417.8,9966.6,3413.6,0.0018799491084482423,-0.006144303353034064,0.05674954347520722,0.001230372627138543,0.008024252461482306,0.05551917084806868
29,IC1506.CCFX,2015-05-28,IH1506.CCFX,9977.2,3164.6,10552.0,3396.8,10532.2,3417.8,-0.05447308567096276,-0.06835845501648619,0.0018799491084482423,-0.006144303353034064,0.013885369345523424,0.008024252461482306
30,IC1506.CCFX,2015-05-29,IH1506.CCFX,10121.0,3118.6,9977.2,3164.6,10552.0,3396.8,0.014412861323818138,-0.014535802313088597,-0.05447308567096276,-0.06835845501648619,0.028948663636906735,0.013885369345523424
31,IC1506.CCFX,2015-06-01,IH1506.CCFX,11025.6,3336.0,10121.0,3118.6,9977.2,3164.6,0.08937851990909995,0.06971076765215156,0.014412861323818138,-0.014535802313088597,0.01966775225694839,0.028948663636906735
32,IC1506.CCFX,2015-06-02,IH1506.CCFX,11250.4,3295.6,11025.6,3336.0,10121.0,3118.6,0.02038891307502544,-0.012110311750599512,0.08937851990909995,0.06971076765215156,0.03249922482562495,0.01966775225694839
33,IC1506.CCFX,2015-06-03,IH1506.CCFX,11103.2,3244.8,11250.4,3295.6,11025.6,3336.0,-0.013083979236293675,-0.015414492050006001,0.02038891307502544,-0.012110311750599512,0.0023305128137123265,0.03249922482562495
34,IC1506.CCFX,2015-06-04,IH1506.CCFX,10869.2,3373.2,11103.2,3244.8,11250.4,3295.6,-0.021075005403847547,0.039571005917159674,-0.013083979236293675,-0.015414492050006001,-0.06064601132100722,0.0023305128137123265
35,IC1506.CCFX,2015-06-05,IH1506.CCFX,10949.0,3304.8,10869.2,3373.2,11103.2,3244.8,0.0073418466860486475,-0.02027748132337237,-0.021075005403847547,0.039571005917159674,0.027619328009421018,-0.06064601132100722
36,IC1506.CCFX,2015-06-08,IH1506.CCFX,10602.6,3535.0,10949.0,3304.8,10869.2,3373.2,-0.031637592474198506,0.06965625756475413,0.0073418466860486475,-0.02027748132337237,-0.10129385003895264,0.027619328009421018
37,IC1506.CCFX,2015-06-09,IH1506.CCFX,10700.4,3415.8,10602.6,3535.0,10949.0,3304.8,0.009224152566351673,-0.03371994342291362,-0.031637592474198506,0.06965625756475413,0.042944095989265296,-0.10129385003895264
38,IC1506.CCFX,2015-06-10,IH1506.CCFX,10987.8,3365.0,10700.4,3415.8,10602.6,3535.0,0.026858809016485408,-0.014872065109198473,0.009224152566351673,-0.03371994342291362,0.04173087412568388,0.042944095989265296
39,IC1506.CCFX,2015-06-11,IH1506.CCFX,11258.8,3361.0,10987.8,3365.0,10700.4,3415.8,0.02466371794171729,-0.0011887072808320909,0.026858809016485408,-0.014872065109198473,0.02585242522254938,0.04173087412568388
40,IC1506.CCFX,2015-06-12,IH1506.CCFX,11427.8,3405.2,11258.8,3361.0,10987.8,3365.0,0.015010480690659689,0.013150847961916012,0.02466371794171729,-0.0011887072808320909,0.0018596327287436765,0.02585242522254938
41,IC1506.CCFX,2015-06-15,IH1506.CCFX,11228.6,3263.8,11427.8,3405.2,11258.8,3361.0,-0.01743117660442073,-0.041524726888288344,0.015010480690659689,0.013150847961916012,0.024093550283867615,0.0018596327287436765
42,IC1506.CCFX,2015-06-16,IH1506.CCFX,10839.0,3193.4,11228.6,3263.8,11427.8,3405.2,-0.034697112729993096,-0.021569949139040423,-0.01743117660442073,-0.041524726888288344,-0.013127163590952673,0.024093550283867615
43,IC1506.CCFX,2015-06-17,IH1506.CCFX,11033.4,3205.4,10839.0,3193.4,11228.6,3263.8,0.017935233877663936,0.0037577503601178286,-0.034697112729993096,-0.021569949139040423,0.014177483517546108,-0.013127163590952673
44,IC1506.CCFX,2015-06-18,IH1506.CCFX,10672.6,3085.4,11033.4,3205.4,10839.0,3193.4,-0.03270070875704667,-0.03743682535720971,0.017935233877663936,0.0037577503601178286,0.004736116600163043,0.014177483517546108
45,IC1507.CCFX,2015-06-19,IH1507.CCFX,9990.0,2860.0,10585.0,3103.6,10988.8,3221.6,-0.05621162021728865,-0.07848949606908107,-0.03674650553290615,-0.03662776260243361,0.022277875851792417,-0.00011874293047253737
46,IC1507.CCFX,2015-06-23,IH1507.CCFX,9862.6,2982.6,9990.0,2860.0,10585.0,3103.6,-0.012752752752752672,0.04286713286713284,-0.05621162021728865,-0.07848949606908107,-0.05561988561988551,0.022277875851792417
47,IC1507.CCFX,2015-06-24,IH1507.CCFX,10058.0,3044.2,9862.6,2982.6,9990.0,2860.0,0.019812219901445882,0.02065312143767173,-0.012752752752752672,0.04286713286713284,-0.0008409015362258465,-0.05561988561988551
48,IC1507.CCFX,2015-06-25,IH1507.CCFX,9381.6,2919.2,10058.0,3044.2,9862.6,2982.6,-0.0672499502883277,-0.0410616910846856,0.019812219901445882,0.02065312143767173,-0.026188259203642095,-0.0008409015362258465
49,IC1507.CCFX,2015-06-26,IH1507.CCFX,8629.0,2690.0,9381.6,2919.2,10058.0,3044.2,-0.08022085784940736,-0.07851466155110987,-0.0672499502883277,-0.0410616910846856,-0.001706196298297491,-0.026188259203642095
50,IC1507.CCFX,2015-06-29,IH1507.CCFX,7768.4,2654.8,8629.0,2690.0,9381.6,2919.2,-0.09973345694750269,-0.013085501858736026,-0.08022085784940736,-0.07851466155110987,-0.08664795508876666,-0.001706196298297491
51,IC1507.CCFX,2015-06-30,IH1507.CCFX,8346.0,2847.8,7768.4,2654.8,8629.0,2690.0,0.07435250502033885,0.07269850836221181,-0.09973345694750269,-0.013085501858736026,0.0016539966581270438,-0.08664795508876666
52,IC1507.CCFX,2015-07-01,IH1507.CCFX,7509.4,2696.2,8346.0,2847.8,7768.4,2654.8,-0.10023963575365447,-0.053234075426645266,0.07435250502033885,0.07269850836221181,-0.0470055603270092,0.0016539966581270438
53,IC1507.CCFX,2015-07-02,IH1507.CCFX,7667.8,2740.4,7509.4,2696.2,8346.0,2847.8,0.021093562734705973,0.016393442622950838,-0.10023963575365447,-0.053234075426645266,0.004700120111755135,-0.0470055603270092
54,IC1507.CCFX,2015-07-03,IH1507.CCFX,7404.8,2596.0,7667.8,2740.4,7509.4,2696.2,-0.034299277498109015,-0.05269303751277188,0.021093562734705973,0.016393442622950838,0.018393760014662863,0.004700120111755135
55,IC1507.CCFX,2015-07-06,IH1507.CCFX,7440.0,2756.8,7404.8,2596.0,7667.8,2740.4,0.004753673292999139,0.06194144838212634,-0.034299277498109015,-0.05269303751277188,-0.0571877750891272,0.018393760014662863
56,IC1507.CCFX,2015-07-07,IH1507.CCFX,6516.2,2747.0,7440.0,2756.8,7404.8,2596.0,-0.12416666666666665,-0.003554846198491113,0.004753673292999139,0.06194144838212634,-0.12061182046817553,-0.0571877750891272
57,IC1507.CCFX,2015-07-08,IH1507.CCFX,5956.6,2500.2,6516.2,2747.0,7440.0,2756.8,-0.0858782726128724,-0.08984346559883516,-0.12416666666666665,-0.003554846198491113,0.003965192985962762,-0.12061182046817553
58,IC1507.CCFX,2015-07-09,IH1507.CCFX,6552.2,2751.4,5956.6,2500.2,6516.2,2747.0,0.09998992713964339,0.10047196224302057,-0.0858782726128724,-0.08984346559883516,-0.00048203510337718747,0.003965192985962762
59,IC1507.CCFX,2015-07-10,IH1507.CCFX,7207.4,2853.0,6552.2,2751.4,5956.6,2500.2,0.09999694759012234,0.036926655520825635,0.09998992713964339,0.10047196224302057,0.06307029206929671,-0.00048203510337718747
60,IC1507.CCFX,2015-07-13,IH1507.CCFX,7569.6,2799.0,7207.4,2853.0,6552.2,2751.4,0.05025390570802246,-0.018927444794952675,0.09999694759012234,0.036926655520825635,0.06918135050297514,0.06307029206929671
61,IC1507.CCFX,2015-07-14,IH1507.CCFX,7645.0,2712.6,7569.6,2799.0,7207.4,2853.0,0.009960896216444581,-0.03086816720257235,0.05025390570802246,-0.018927444794952675,0.04082906341901693,0.06918135050297514
62,IC1507.CCFX,2015-07-15,IH1507.CCFX,7136.0,2708.0,7645.0,2712.6,7569.6,2799.0,-0.06657946370176582,-0.0016957900169578544,0.009960896216444581,-0.03086816720257235,-0.06488367368480796,0.04082906341901693
63,IC1507.CCFX,2015-07-16,IH1507.CCFX,7531.8,2760.6,7136.0,2708.0,7645.0,2712.6,0.055465246636771326,0.019423929098965953,-0.06657946370176582,-0.0016957900169578544,0.03604131753780537,-0.06488367368480796
64,IC1508.CCFX,2015-07-17,IH1508.CCFX,7857.6,2742.0,7226.6,2692.4,6836.4,2614.8,0.08731630365593768,0.018422225523696323,0.057076824059446585,0.02967722196726319,0.06889407813224135,0.027399602092183395
65,IC1508.CCFX,2015-07-20,IH1508.CCFX,7589.0,2690.4,7857.6,2742.0,7226.6,2692.4,-0.034183465689269,-0.018818380743982455,0.08731630365593768,0.018422225523696323,-0.015365084945286545,0.06889407813224135
66,IC1508.CCFX,2015-07-21,IH1508.CCFX,7715.0,2666.0,7589.0,2690.4,7857.6,2742.0,0.01660297799446564,-0.009069283377936443,-0.034183465689269,-0.018818380743982455,0.025672261372402083,-0.015365084945286545
67,IC1508.CCFX,2015-07-22,IH1508.CCFX,7773.0,2632.6,7715.0,2666.0,7589.0,2690.4,0.007517822423849685,-0.012528132033008288,0.01660297799446564,-0.009069283377936443,0.020045954456857973,0.025672261372402083
68,IC1508.CCFX,2015-07-23,IH1508.CCFX,8386.0,2745.8,7773.0,2632.6,7715.0,2666.0,0.07886272996269139,0.04299931626528908,0.007517822423849685,-0.012528132033008288,0.03586341369740231,0.020045954456857973
69,IC1508.CCFX,2015-07-24,IH1508.CCFX,7980.0,2666.2,8386.0,2745.8,7773.0,2632.6,-0.048414023372287174,-0.02898972976910208,0.07886272996269139,0.04299931626528908,-0.019424293603185094,0.03586341369740231
70,IC1508.CCFX,2015-07-27,IH1508.CCFX,7341.4,2435.0,7980.0,2666.2,8386.0,2745.8,-0.08002506265664167,-0.08671517515565219,-0.048414023372287174,-0.02898972976910208,0.006690112499010525,-0.019424293603185094
71,IC1508.CCFX,2015-07-28,IH1508.CCFX,7221.0,2422.4,7341.4,2435.0,7980.0,2666.2,-0.01640014166235315,-0.005174537987679639,-0.08002506265664167,-0.08671517515565219,-0.011225603674673512,0.006690112499010525
72,IC1508.CCFX,2015-07-29,IH1508.CCFX,7702.8,2478.4,7221.0,2422.4,7341.4,2435.0,0.06672206065641872,0.023117569352708145,-0.01640014166235315,-0.005174537987679639,0.04360449130371058,-0.011225603674673512
73,IC1508.CCFX,2015-07-30,IH1508.CCFX,7232.0,2410.4,7702.8,2478.4,7221.0,2422.4,-0.0611206314586904,-0.027437056165267926,0.06672206065641872,0.023117569352708145,-0.033683575293422474,0.04360449130371058
74,IC1508.CCFX,2015-07-31,IH1508.CCFX,7399.0,2412.2,7232.0,2410.4,7702.8,2478.4,0.023091814159291957,0.00074676402256868,-0.0611206314586904,-0.027437056165267926,0.022345050136723277,-0.033683575293422474
75,IC1508.CCFX,2015-08-03,IH1508.CCFX,7065.2,2405.2,7399.0,2412.2,7232.0,2410.4,-0.045114204622246246,-0.0029019152640742396,0.023091814159291957,0.00074676402256868,-0.042212289358172006,0.022345050136723277
76,IC1508.CCFX,2015-08-04,IH1508.CCFX,7657.6,2483.6,7065.2,2405.2,7399.0,2412.2,0.08384759100945494,0.03259604190919685,-0.045114204622246246,-0.0029019152640742396,0.05125154910025809,-0.042212289358172006
77,IC1508.CCFX,2015-08-05,IH1508.CCFX,7486.4,2448.8,7657.6,2483.6,7065.2,2405.2,-0.022356874216464817,-0.01401191818328218,0.08384759100945494,0.03259604190919685,-0.008344956033182638,0.05125154910025809
78,IC1508.CCFX,2015-08-06,IH1508.CCFX,7545.4,2439.6,7486.4,2448.8,7657.6,2483.6,0.00788095746954487,-0.0037569421757596144,-0.022356874216464817,-0.01401191818328218,0.011637899645304484,-0.008344956033182638
79,IC1508.CCFX,2015-08-07,IH1508.CCFX,7851.2,2464.8,7545.4,2439.6,7486.4,2448.8,0.04052800381689514,0.010329562223315492,0.00788095746954487,-0.0037569421757596144,0.03019844159357965,0.011637899645304484
80,IC1508.CCFX,2015-08-10,IH1508.CCFX,8330.0,2575.4,7851.2,2464.8,7545.4,2439.6,0.060984308131241116,0.044871794871794934,0.04052800381689514,0.010329562223315492,0.016112513259446182,0.03019844159357965
81,IC1508.CCFX,2015-08-11,IH1508.CCFX,8200.6,2562.4,8330.0,2575.4,7851.2,2464.8,-0.01553421368547414,-0.005047759571328747,0.060984308131241116,0.044871794871794934,-0.010486454114145394,0.016112513259446182
82,IC1508.CCFX,2015-08-12,IH1508.CCFX,8082.2,2548.0,8200.6,2562.4,8330.0,2575.4,-0.014437967953564446,-0.005619731501717129,-0.01553421368547414,-0.005047759571328747,-0.008818236451847317,-0.010486454114145394
83,IC1508.CCFX,2015-08-13,IH1508.CCFX,8345.8,2553.2,8082.2,2548.0,8200.6,2562.4,0.032614882086560604,0.0020408163265306367,-0.014437967953564446,-0.005619731501717129,0.030574065760029967,-0.008818236451847317
84,IC1508.CCFX,2015-08-14,IH1508.CCFX,8397.0,2549.2,8345.8,2553.2,8082.2,2548.0,0.006134822305830623,-0.0015666614444618254,0.032614882086560604,0.0020408163265306367,0.007701483750292448,0.030574065760029967
85,IC1508.CCFX,2015-08-17,IH1508.CCFX,8659.0,2502.6,8397.0,2549.2,8345.8,2553.2,0.031201619626056942,-0.01828024478267687,0.006134822305830623,-0.0015666614444618254,0.04948186440873381,0.007701483750292448
86,IC1508.CCFX,2015-08-18,IH1508.CCFX,7802.0,2402.6,8659.0,2502.6,8397.0,2549.2,-0.09897216768679984,-0.039958443219052175,0.031201619626056942,-0.01828024478267687,-0.059013724467747664,0.04948186440873381
87,IC1508.CCFX,2015-08-19,IH1508.CCFX,8151.2,2391.0,7802.0,2402.6,8659.0,2502.6,0.044757754421943075,-0.004828102888537411,-0.09897216768679984,-0.039958443219052175,0.049585857310480486,-0.059013724467747664
88,IC1508.CCFX,2015-08-20,IH1508.CCFX,8003.0,2357.0,8151.2,2391.0,7802.0,2402.6,-0.018181372067916368,-0.014219991635299079,0.044757754421943075,-0.004828102888537411,-0.00396138043261729,0.049585857310480486
89,IC1509.CCFX,2015-08-21,IH1509.CCFX,7207.4,2224.4,7557.0,2283.0,7710.6,2340.6,-0.04626174407833805,-0.025667980727113404,-0.019920628744844793,-0.024609074596257385,-0.020593763351224648,0.004688445851412593
90,IC1509.CCFX,2015-08-24,IH1509.CCFX,6523.6,2005.2,7207.4,2224.4,7557.0,2283.0,-0.09487471210145115,-0.09854342744110778,-0.04626174407833805,-0.025667980727113404,0.0036687153396566252,-0.020593763351224648
91,IC1509.CCFX,2015-08-25,IH1509.CCFX,5871.4,1809.8,6523.6,2005.2,7207.4,2224.4,-0.09997547366484771,-0.09744663873927795,-0.09487471210145115,-0.09854342744110778,-0.0025288349255697673,0.0036687153396566252
92,IC1509.CCFX,2015-08-26,IH1509.CCFX,5400.2,1829.6,5871.4,1809.8,6523.6,2005.2,-0.08025343189017953,0.010940435407227334,-0.09997547366484771,-0.09744663873927795,-0.09119386729740686,-0.0025288349255697673
93,IC1509.CCFX,2015-08-27,IH1509.CCFX,5928.2,2034.2,5400.2,1829.6,5871.4,1809.8,0.0977741565127217,0.11182772190642765,-0.08025343189017953,0.010940435407227334,-0.014053565393705947,-0.09119386729740686
94,IC1509.CCFX,2015-08-28,IH1509.CCFX,6402.6,2073.0,5928.2,2034.2,5400.2,1829.6,0.08002429067845229,0.019073837380788383,0.0977741565127217,0.11182772190642765,0.06095045329766391,-0.014053565393705947
95,IC1509.CCFX,2015-08-31,IH1509.CCFX,5961.4,2052.8,6402.6,2073.0,5928.2,2034.2,-0.06890950551338526,-0.0097443318861552,0.08002429067845229,0.019073837380788383,-0.05916517362723006,0.06095045329766391
96,IC1509.CCFX,2015-09-01,IH1509.CCFX,5373.0,2036.0,5961.4,2052.8,6402.6,2073.0,-0.09870164726406538,-0.008183943881527767,-0.06890950551338526,-0.0097443318861552,-0.09051770338253762,-0.05916517362723006
97,IC1509.CCFX,2015-09-02,IH1509.CCFX,5377.0,2007.8,5373.0,2036.0,5961.4,2052.8,0.0007444630560209387,-0.013850687622789848,-0.09870164726406538,-0.008183943881527767,0.014595150678810787,-0.09051770338253762
98,IC1509.CCFX,2015-09-07,IH1509.CCFX,5795.0,2052.4,5377.0,2007.8,5373.0,2036.0,0.07773851590106018,0.02221336786532535,0.0007444630560209387,-0.013850687622789848,0.05552514803573483,0.014595150678810787
99,IC1509.CCFX,2015-09-08,IH1509.CCFX,6383.0,2170.4,5795.0,2052.4,5377.0,2007.8,0.1014667817083692,0.05749366595205618,0.07773851590106018,0.02221336786532535,0.04397311575631302,0.05552514803573483
100,IC1509.CCFX,2015-09-09,IH1509.CCFX,6369.0,2177.8,6383.0,2170.4,5795.0,2052.4,-0.0021933260222466444,0.0034095097677848685,0.1014667817083692,0.05749366595205618,-0.005602835790031513,0.04397311575631302
101,IC1509.CCFX,2015-09-10,IH1509.CCFX,6319.0,2181.6,6369.0,2177.8,6383.0,2170.4,-0.007850525985241052,0.0017448801542840897,-0.0021933260222466444,0.0034095097677848685,-0.009595406139525142,-0.005602835790031513
102,IC1509.CCFX,2015-09-11,IH1509.CCFX,6420.0,2176.2,6319.0,2181.6,6369.0,2177.8,0.015983541699636117,-0.0024752475247524774,-0.007850525985241052,0.0017448801542840897,0.018458789224388594,-0.009595406139525142
103,IC1509.CCFX,2015-09-14,IH1509.CCFX,5758.2,2134.0,6420.0,2176.2,6319.0,2181.6,-0.10308411214953273,-0.019391600036761214,0.015983541699636117,-0.0024752475247524774,-0.08369251211277151,0.018458789224388594
104,IC1509.CCFX,2015-09-15,IH1509.CCFX,5663.6,2160.0,5758.2,2134.0,6420.0,2176.2,-0.016428745093952868,0.012183692596063667,-0.10308411214953273,-0.019391600036761214,-0.028612437690016534,-0.08369251211277151
105,IC1509.CCFX,2015-09-16,IH1509.CCFX,6050.8,2243.6,5663.6,2160.0,5758.2,2134.0,0.06836641005720745,0.038703703703703685,-0.016428745093952868,0.012183692596063667,0.029662706353503765,-0.028612437690016534
106,IC1509.CCFX,2015-09-17,IH1509.CCFX,5955.0,2195.2,6050.8,2243.6,5663.6,2160.0,-0.015832617174588504,-0.021572472811552945,0.06836641005720745,0.038703703703703685,0.0057398556369644416,0.029662706353503765
107,IC1510.CCFX,2015-09-18,IH1510.CCFX,5830.0,2151.0,5699.0,2155.0,5804.6,2200.4,0.022986488857694276,-0.001856148491879317,-0.018192468042587007,-0.020632612252317828,0.024842637349573593,0.0024401442097308212
108,IC1510.CCFX,2015-09-21,IH1510.CCFX,6170.2,2185.6,5830.0,2151.0,5699.0,2155.0,0.05835334476843901,0.016085541608554133,0.022986488857694276,-0.001856148491879317,0.042267803159884876,0.024842637349573593
109,IC1510.CCFX,2015-09-22,IH1510.CCFX,6077.8,2194.2,6170.2,2185.6,5830.0,2151.0,-0.014975203396972447,0.003934846266471448,0.05835334476843901,0.016085541608554133,-0.018910049663443895,0.042267803159884876
110,IC1510.CCFX,2015-09-23,IH1510.CCFX,5980.4,2139.2,6077.8,2194.2,6170.2,2185.6,-0.0160255355556288,-0.02506608331054594,-0.014975203396972447,0.003934846266471448,0.009040547754917139,-0.018910049663443895
111,IC1510.CCFX,2015-09-24,IH1510.CCFX,6100.0,2153.0,5980.4,2139.2,6077.8,2194.2,0.019998662296836445,0.00645100972326107,-0.0160255355556288,-0.02506608331054594,0.013547652573575375,0.009040547754917139
112,IC1510.CCFX,2015-09-25,IH1510.CCFX,5787.4,2131.0,6100.0,2153.0,5980.4,2139.2,-0.05124590163934428,-0.01021830004644686,0.019998662296836445,0.00645100972326107,-0.04102760159289742,0.013547652573575375
113,IC1510.CCFX,2015-09-28,IH1510.CCFX,5994.4,2136.2,5787.4,2131.0,6100.0,2153.0,0.03576735667138964,0.002440168934772391,-0.05124590163934428,-0.01021830004644686,0.03332718773661725,-0.04102760159289742
114,IC1510.CCFX,2015-09-29,IH1510.CCFX,5914.0,2094.2,5994.4,2136.2,5787.4,2131.0,-0.013412518350460423,-0.019661080423181376,0.03576735667138964,0.002440168934772391,0.006248562072720953,0.03332718773661725
115,IC1510.CCFX,2015-09-30,IH1510.CCFX,5917.8,2112.6,5914.0,2094.2,5994.4,2136.2,0.0006425431180250296,0.008786171330340986,-0.013412518350460423,-0.019661080423181376,-0.008143628212315956,0.006248562072720953
116,IC1510.CCFX,2015-10-08,IH1510.CCFX,6195.2,2171.0,5917.8,2112.6,5914.0,2094.2,0.04687552806786299,0.027643661838492983,0.0006425431180250296,0.008786171330340986,0.01923186622937001,-0.008143628212315956
117,IC1510.CCFX,2015-10-09,IH1510.CCFX,6406.8,2207.4,6195.2,2171.0,5917.8,2112.6,0.03415547520661155,0.016766467065868262,0.04687552806786299,0.027643661838492983,0.01738900814074329,0.01923186622937001
118,IC1510.CCFX,2015-10-12,IH1510.CCFX,6642.6,2276.2,6406.8,2207.4,6195.2,2171.0,0.03680464506461889,0.03116788982513352,0.03415547520661155,0.016766467065868262,0.005636755239485369,0.01738900814074329
119,IC1510.CCFX,2015-10-13,IH1510.CCFX,6688.6,2262.0,6642.6,2276.2,6406.8,2207.4,0.006924999247282626,-0.006238467621474286,0.03680464506461889,0.03116788982513352,0.013163466868756912,0.005636755239485369
