,tradedate,ICopen_f,ICopen2_f,IHopen_f,IHopen2_f,drest,ICopen_i,ICopen2_i,IHopen_i,IHopen2_i,ICbasis2,ICbasis,ICdbasis,IHbasis2,IHbasis,IHdbasis,ddbasis,signal,ret,fee,fee_ret,cum,fee_cum
0,2015-04-16,7527.4,7527.8,3112.8,3094.0,-0.037433169287800716,7705.46,7609.52,3045.85,3055.54,81.72000000000025,178.0600000000004,-96.34000000000015,-38.460000000000036,-66.95000000000027,28.490000000000236,-124.83000000000038,-1.0,0.037433169287800716,0.0004,0.03703316928780072,1.0374331692878007,1.0
1,2015-04-17,7663.0,7673.6,3340.4,3313.0,0.028833445002840907,7979.35,8013.18,3251.98,3246.09,339.5799999999999,316.35000000000036,23.229999999999563,-66.90999999999985,-88.42000000000007,21.51000000000022,1.7199999999993452,1.0,0.028833445002840907,0.0004,0.028433445002840906,1.0673459415185835,1.028433445002841
2,2015-04-20,7677.4,7711.4,3273.0,3252.0,0.020782033506980716,7960.26,7870.04,3267.85,3226.64,158.64000000000033,282.8600000000006,-124.22000000000025,-25.360000000000127,-5.150000000000091,-20.210000000000036,-104.01000000000022,-1.0,-0.020782033506980716,0.0004,-0.021182033506980717,1.0451643223984044,1.0066491333110912
3,2015-04-21,7655.0,7682.8,3191.2,3207.4,0.05126829646646214,7850.03,7917.02,3163.29,3179.44,234.22000000000025,195.02999999999975,39.19000000000051,-27.960000000000036,-27.909999999999854,-0.0500000000001819,39.24000000000069,1.0,0.05126829646646214,0.0004,0.05086829646646214,1.0987481167352948,1.057855659862067
4,2015-04-22,8127.6,8124.6,3267.4,3251.0,-0.00950805628663942,8180.12,8210.74,3219.7,3216.84,86.13999999999942,52.51999999999953,33.61999999999989,-34.159999999999854,-47.70000000000027,13.540000000000418,20.079999999999472,1.0,-0.00950805628663942,0.0004,-0.009908056286639419,1.0883011577965365,1.0473743664410136
5,2015-04-23,8196.0,8213.0,3339.2,3332.8,0.0259076012006072,8371.07,8364.62,3311.07,3300.6,151.6200000000008,175.0699999999997,-23.44999999999891,-32.20000000000027,-28.129999999999654,-4.0700000000006185,-19.37999999999829,-1.0,-0.0259076012006072,0.0004,-0.0263076012006072,1.0601058854141847,1.0198204593009448
6,2015-04-24,8169.0,8171.6,3253.0,3255.2,0.025861416027536444,8321.33,8287.3799,3226.38,3237.15,115.77989999999954,152.32999999999993,-36.550100000000384,-18.049999999999727,-26.61999999999989,8.570000000000164,-45.12010000000055,-1.0,-0.025861416027536444,0.0004,-0.026261416027536445,1.0326900460782487,0.9930385299458494
7,2015-04-27,8460.2,8458.4,3274.4,3274.8,-0.038430681218644784,8509.05,8548.44,3257.9699,3266.15,90.04000000000087,48.849999999998545,41.19000000000233,-8.650000000000091,-16.43010000000004,7.780099999999948,33.40990000000238,1.0,-0.038430681218644784,0.0004,-0.03883068121864478,0.9930030641197479,0.9544781673516906
8,2015-04-28,8409.0,8410.0,3324.8,3335.4,-0.016701328885959876,8533.67,8513.93,3309.53,3312.14,103.93000000000029,124.67000000000007,-20.73999999999978,-23.26000000000022,-15.269999999999982,-7.9900000000002365,-12.749999999999545,-1.0,0.016701328885959876,0.0004,0.016301328885959875,1.0095875348783778,0.9700374298721588
9,2015-04-29,8120.0,8135.0,3291.2,3289.6,0.018850830704622238,8242.11,8221.07,3268.52,3270.89,86.06999999999971,122.11000000000058,-36.04000000000087,-18.710000000000036,-22.679999999999836,3.9699999999998,-40.01000000000067,-1.0,-0.018850830704622238,0.0004,-0.01925083070462224,0.9905559711768886,0.951363403532543
10,2015-04-30,8369.6,8387.8,3319.2,3320.0,0.009399145977074476,8460.39,8482.51,3290.58,3294.45,94.71000000000095,90.78999999999905,3.9200000000018917,-25.550000000000182,-28.61999999999989,3.069999999999709,0.8500000000021828,1.0,0.009399145977074476,0.0004,0.008999145977074477,0.9998663513484431,0.9599248616781787
11,2015-05-04,8338.0,8347.0,3276.4,3277.6,0.001366406396414499,8495.22,8501.26,3250.12,3253.7,154.26000000000022,157.21999999999935,-2.959999999999127,-23.90000000000009,-26.2800000000002,2.380000000000109,-5.339999999999236,-1.0,-0.001366406396414499,0.0004,-0.001766406396414499,0.998500127570401,0.958229244262433
12,2015-05-05,8317.8,8314.4,3269.6,3267.4,0.011577720385330779,8501.12,8474.44,3266.81,3254.25,160.04000000000087,183.32000000000153,-23.280000000000655,-13.150000000000091,-2.7899999999999636,-10.360000000000127,-12.920000000000528,-1.0,-0.011577720385330779,0.0004,-0.011977720385330778,0.9869397722886738,0.9467518423096108
13,2015-05-06,8200.2,8204.4,3186.6,3182.6,-0.010639947861639243,8220.6,8271.17,3175.89,3170.38,66.77000000000044,20.399999999999636,46.3700000000008,-12.2199999999998,-10.710000000000036,-1.5099999999997635,47.880000000000564,1.0,-0.010639947861639243,0.0004,-0.011039947861639242,0.9764387845689442,0.9362997513326019
14,2015-05-07,8013.6,8013.2,3139.2,3150.0,-0.00038657801928398966,8043.01,8044.48,3116.79,3134.02,31.279999999999745,29.409999999999854,1.8699999999998909,-15.980000000000018,-22.409999999999854,6.429999999999836,-4.559999999999945,-1.0,0.00038657801928398966,0.0004,-1.342198071601036e-05,0.9768162543402349,0.9362871843353952
15,2015-05-08,7991.4,7990.4,3138.2,3140.4,0.035555441972986324,7989.34,8038.81,3126.0,3126.59,48.410000000000764,-2.0599999999994907,50.470000000000255,-13.809999999999945,-12.199999999999818,-1.6100000000001273,52.08000000000038,1.0,0.035555441972986324,0.0004,0.035155441972986326,1.0115473879896988,0.9692027741143489
16,2015-05-11,8194.4,8200.4,3097.2,3102.4,0.016724690142663645,8291.62,8274.87,3112.2399,3097.58,74.47000000000116,97.22000000000116,-22.75,-4.820000000000164,15.039900000000216,-19.85990000000038,-2.89009999999962,-1.0,-0.016724690142663645,0.0004,-0.017124690142663646,0.9946295713609503,0.9526054769222306
17,2015-05-12,8496.6,8492.6,3152.4,3148.0,0.009697859091378323,8595.08,8568.3,3162.67,3148.58,75.69999999999891,98.47999999999956,-22.780000000000655,0.5799999999999272,10.269999999999982,-9.690000000000055,-13.0900000000006,-1.0,-0.009697859091378323,0.0004,-0.010097859091378322,0.9849837939297738,0.9429862010465947
18,2015-05-13,8521.8,8527.2,3191.2,3190.8,0.04026845087027386,8719.58,8647.17,3188.06,3181.67,119.96999999999935,197.78000000000065,-77.81000000000131,-9.13000000000011,-3.1399999999998727,-5.9900000000002365,-71.82000000000107,-1.0,-0.04026845087027386,0.0004,-0.040668450870273855,0.9453200224158967,0.9046364130579851
19,2015-05-14,8737.8,8766.8,3123.6,3129.0,-0.0008578632891899085,8829.83,8838.3,3136.13,3140.11,71.5,92.03000000000065,-20.530000000000655,11.110000000000127,12.5300000000002,-1.4200000000000728,-19.110000000000582,-1.0,0.0008578632891899085,0.0004,0.0004578632891899085,0.9461309777596634,0.9050506128615887
20,2015-05-15,8744.2,8729.6,3124.0,3129.2,0.02082849916574292,8783.23,8743.43,3122.89,3121.81,13.829999999999927,39.029999999998836,-25.19999999999891,-7.389999999999873,-1.1100000000001273,-6.279999999999745,-18.919999999999163,-1.0,-0.02082849916574292,0.0004,-0.02122849916574292,0.9264244894787127,0.8858377466815014
21,2015-05-18,8611.6,8644.6,3020.2,3028.0,0.03714416168235202,8723.06,8714.82,3032.71,3030.87,70.21999999999935,111.45999999999913,-41.23999999999978,2.869999999999891,12.510000000000218,-9.640000000000327,-31.599999999999454,-1.0,-0.03714416168235202,0.0004,-0.037544161682352015,0.892013228455025,0.8525797110957608
22,2015-05-19,8870.8,8866.4,2976.0,2978.0,-0.026713720703305462,8929.76,8951.4599,2996.84,3002.27,85.0599000000002,58.960000000000946,26.099899999999252,24.269999999999982,20.840000000000146,3.4299999999998363,22.669899999999416,1.0,-0.026713720703305462,0.0004,-0.027113720703305463,0.8681842362064236,0.8294631029318055
23,2015-05-20,9194.6,9213.6,3151.4,3141.2,0.006671378584617971,9176.03,9194.5,3127.57,3127.57,-19.100000000000364,-18.56999999999971,-0.5300000000006548,-13.629999999999654,-23.829999999999927,10.200000000000273,-10.730000000000928,-1.0,-0.006671378584617971,0.0004,-0.007071378584617971,0.8623922504854932,0.8235976553090028
24,2015-05-21,9375.6,9364.0,3170.6,3161.0,0.02995989405804234,9320.84,9352.32,3132.34,3130.4,-11.680000000000291,-54.76000000000022,43.07999999999993,-30.59999999999991,-38.25999999999976,7.6599999999998545,35.42000000000007,1.0,0.02995989405804234,0.0004,0.029559894058042338,0.8882294309465153,0.847943114746389
25,2015-05-22,9812.4,9824.4,3210.8,3216.4,-0.03539322243401977,9756.53,9807.39,3180.39,3185.79,-17.01000000000022,-55.86999999999898,38.85999999999876,-30.610000000000127,-30.41000000000031,-0.1999999999998181,39.05999999999858,1.0,-0.03539322243401977,0.0004,-0.035793222434019764,0.8567921291245825,0.8175924982288759
26,2015-05-25,9541.6,9562.4,3338.0,3335.4,0.01882425926963527,9709.62,9677.12,3263.96,3280.31,114.72000000000116,168.02000000000044,-53.29999999999927,-55.090000000000146,-74.03999999999996,18.949999999999818,-72.24999999999909,-1.0,-0.01882425926963527,0.0004,-0.01922425926963527,0.8406636519457585,0.8018748880660153
27,2015-05-26,10102.0,10130.0,3451.4,3438.4,0.04569500862909681,10120.59,10149.82,3382.76,3381.28,19.81999999999971,18.590000000000146,1.2299999999995634,-57.11999999999989,-68.63999999999987,11.519999999999982,-10.290000000000418,-1.0,-0.04569500862909681,0.0004,-0.04609500862909681,0.802249519115929,0.7649124581811563
28,2015-05-27,10662.6,10630.0,3453.6,3457.6,0.010246728218486932,10421.3,10418.55,3390.98,3381.38,-211.45000000000073,-241.3000000000011,29.850000000000364,-76.2199999999998,-62.61999999999989,-13.599999999999909,43.45000000000027,1.0,0.010246728218486932,0.0004,0.009846728218486932,0.8104699519017217,0.7724443432678009
29,2015-05-28,10603.6,10567.2,3371.4,3358.4,0.0018729064318000481,10501.36,10427.39,3336.7,3320.23,-139.8100000000013,-102.23999999999978,-37.57000000000153,-38.17000000000007,-34.70000000000027,-3.4699999999998,-34.10000000000173,-1.0,-0.0018729064318000481,0.0004,-0.0022729064318000483,0.8089520175160243,0.77068864955178
30,2015-05-29,10237.6,10283.6,3157.6,3163.0,-0.0017742771374357202,9860.04,10018.67,3127.64,3147.83,-264.9300000000003,-377.5599999999995,112.6299999999992,-15.170000000000073,-29.960000000000036,14.789999999999964,97.83999999999924,1.0,-0.0017742771374357202,0.0004,-0.0021742771374357204,0.8075167124460632,0.7690129588409783
31,2015-06-01,10210.4,10239.8,3110.2,3109.6,0.003932988203492639,10067.91,10142.2,3114.79,3107.93,-97.59999999999854,-142.48999999999978,44.89000000000124,-1.6700000000000728,4.5900000000001455,-6.260000000000218,51.150000000001455,1.0,0.003932988203492639,0.0004,0.0035329882034926385,0.8106926661502367,0.7717298725528965
32,2015-06-02,11098.6,11109.8,3293.6,3294.8,0.012412686501062087,10591.83,10615.7099,3240.8,3231.82,-494.09009999999944,-506.77000000000044,12.679900000000998,-62.98000000000002,-52.79999999999973,-10.180000000000291,22.85990000000129,1.0,0.012412686501062087,0.0004,0.012012686501062088,0.8207555400638697,0.7810004215753791
33,2015-06-03,11415.2,11341.8,3295.0,3296.2,-0.005443511158146674,10973.9599,10930.14,3251.91,3235.02,-411.65999999999985,-441.2401000000009,29.58010000000104,-61.179999999999836,-43.090000000000146,-18.08999999999969,47.67010000000073,1.0,-0.005443511158146674,0.0004,-0.005843511158146675,0.8162877481234214,0.7764366368973862
34,2015-06-04,11117.8,10994.0,3279.4,3243.8,-0.051243131647580216,10984.02,10894.19,3244.46,3222.39,-99.80999999999949,-133.77999999999884,33.969999999999345,-21.41000000000031,-34.940000000000055,13.529999999999745,20.4399999999996,1.0,-0.051243131647580216,0.0004,-0.051643131647580214,0.7744586075840262,0.7363390174420901
35,2015-06-05,11033.4,11024.2,3409.8,3390.2,0.018368897610555383,11117.36,11171.95,3349.57,3345.07,147.75,83.96000000000095,63.789999999999054,-45.129999999999654,-60.23000000000002,15.100000000000364,48.68999999999869,1.0,0.018368897610555383,0.0004,0.01796889761055538,0.7886845584503505,0.749570217853164
36,2015-06-08,10826.0,10826.8,3333.8,3333.6,-0.08112303984240743,11157.18,11079.12,3333.83,3318.9,252.32000000000153,331.1800000000003,-78.85999999999876,-14.699999999999818,0.02999999999974534,-14.729999999999563,-64.1299999999992,-1.0,0.08112303984240743,0.0004,0.08072303984240743,0.8526650473086097,0.810077804413607
37,2015-06-09,10777.6,10770.0,3541.0,3525.4,0.02462627524595473,11003.16,10920.82,3494.82,3458.71,150.8199999999997,225.5599999999995,-74.73999999999978,-66.69000000000005,-46.179999999999836,-20.51000000000022,-54.22999999999956,-1.0,-0.02462627524595473,0.0004,-0.02502627524595473,0.8316670831609828,0.7898045743097134
38,2015-06-10,10720.4,10783.0,3365.6,3376.6,0.022428267529093212,10944.32,10844.49,3362.81,3355.59,61.48999999999978,223.92000000000007,-162.4300000000003,-21.009999999999764,-2.7899999999999636,-18.2199999999998,-144.2100000000005,-1.0,-0.022428267529093212,0.0004,-0.022828267529093213,0.8130142313247076,0.7717747041916697
39,2015-06-11,11021.0,11064.6,3408.4,3408.0,0.03134255026753252,11220.07,11260.05,3369.0,3382.36,195.4499999999989,199.0699999999997,-3.6200000000008004,-25.639999999999873,-39.40000000000009,13.760000000000218,-17.38000000000102,-1.0,-0.03134255026753252,0.0004,-0.03174255026753252,0.7875322919111937,0.7472766068486556
40,2015-06-12,11356.8,11341.0,3390.8,3386.6,0.002161411963860882,11424.33,11438.89,3364.44,3356.41,97.88999999999942,67.53000000000065,30.359999999998763,-30.190000000000055,-26.360000000000127,-3.8299999999999272,34.18999999999869,1.0,0.002161411963860882,0.0004,0.001761411963860882,0.7892344736288573,0.7485928688042722
41,2015-06-15,11494.6,11518.0,3411.0,3392.8,0.012895803085491764,11589.95,11565.99,3359.71,3351.18,47.98999999999978,95.35000000000036,-47.36000000000058,-41.620000000000346,-51.289999999999964,9.669999999999618,-57.0300000000002,-1.0,-0.012895803085491764,0.0004,-0.013295803085491763,0.7790566612686579,0.7386397254294473
42,2015-06-16,11095.2,11073.8,3237.0,3247.0,-0.004695654920216841,11205.75,11064.2,3233.15,3240.59,-9.599999999998545,110.54999999999927,-120.14999999999782,-6.4099999999998545,-3.849999999999909,-2.5599999999999454,-117.58999999999787,-1.0,0.004695654920216841,0.0004,0.0042956549202168405,0.7827148425132718,0.741812666800256
43,2015-06-17,10763.8,10780.0,3216.2,3223.8,0.02921404360265334,10865.39,10945.82,3198.14,3213.86,165.8199999999997,101.59000000000015,64.22999999999956,-9.940000000000055,-18.059999999999945,8.11999999999989,56.10999999999967,1.0,0.02921404360265334,0.0004,0.028814043602653338,0.8055811080508986,0.7631872893264392
44,2015-06-18,10981.4,10974.2,3183.6,3179.0,0.001960580035043291,11081.57,11029.59,3183.23,3172.86,55.38999999999942,100.17000000000007,-44.780000000000655,-6.139999999999873,-0.36999999999989086,-5.769999999999982,-39.01000000000067,-1.0,-0.001960580035043291,0.0004,-0.0023605800350432913,0.8040017018138459,0.7613857246482564
45,2015-06-19,10500.0,10530.4,3076.2,3082.6,0.02089368070403763,10475.92,10493.1299,3030.2199,3049.76,-37.27009999999973,-24.079999999999927,-13.190099999999802,-32.83999999999969,-45.980099999999766,13.140100000000075,-26.330199999999877,-1.0,-0.02089368070403763,0.0004,-0.021293680704037633,0.7872031469706445,0.7451730201349841
46,2015-06-23,10000.0,10010.6,2922.2,2922.2,-0.03545368731401932,9951.78,10063.42,2907.07,2916.9,52.81999999999971,-48.219999999999345,101.03999999999905,-5.299999999999727,-15.129999999999654,9.829999999999927,91.20999999999913,1.0,-0.03545368731401932,0.0004,-0.03585368731401932,0.7592938927453353,0.718455819676221
47,2015-06-24,10003.0,10032.8,2989.8,2995.8,-0.013644190243131016,10136.25,10107.37,3009.77,2993.94,74.57000000000153,133.25,-58.67999999999847,-1.8600000000001273,19.9699999999998,-21.829999999999927,-36.849999999998545,-1.0,0.013644190243131016,0.0004,0.013244190243131016,0.7696538430684002,0.7279711852332975
48,2015-06-25,10003.8,9957.0,3090.0,3074.0,-0.007430650561238815,10298.56,10195.4,3069.4,3048.0,238.39999999999964,294.7600000000002,-56.36000000000058,-26.0,-20.59999999999991,-5.400000000000091,-50.96000000000049,-1.0,0.007430650561238815,0.0004,0.007030650561238815,0.775372871829356,0.7330892962553236
49,2015-06-26,9267.6,9360.0,2872.0,2893.0,-0.007928916246406681,9571.56,9538.41,2875.12,2882.11,178.40999999999985,303.9599999999991,-125.54999999999927,-10.889999999999873,3.119999999999891,-14.009999999999764,-111.53999999999951,-1.0,0.007928916246406681,0.0004,0.007528916246406681,0.7815207383898268,0.7386086641679672
50,2015-06-29,8624.6,8576.0,2786.8,2766.6,-0.053759163815492166,9267.03,9168.97,2802.77,2776.37,592.9699999999993,642.4300000000003,-49.460000000000946,9.769999999999982,15.9699999999998,-6.199999999999818,-43.26000000000113,-1.0,0.053759163815492166,0.0004,0.05335916381549217,0.82353463979013,0.7780202048748477
