,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee,fee_cum,fee_ret
0,IC1505.CCFX,2015-04-16,IH1505.CCFX,7705.46,7611.4,-0.012206928593490929,7707.8,0.023585030942073315,3045.85,3067.26,0.007029236502125835,3283.8,0.05894872621734937,-0.019236165095616764,-1.0,-0.03536369527527605,0.03536369527527605,1.0,0.0,1.0,0.03536369527527605
1,IC1505.CCFX,2015-04-17,IH1505.CCFX,7979.35,8001.17,0.002734558579332802,7758.2,0.008239330456931926,3251.98,3247.93,-0.0012453951131311536,3254.0,-0.021000060172092216,0.003979953692463956,1.0,0.029239390629024142,0.029239390629024142,1.0292393906290243,0.0004,1.028839390629024,0.02883939062902414
2,IC1505.CCFX,2015-04-20,IH1505.CCFX,7960.26,7848.62,-0.01402466753598508,7622.2,-0.010438033910627698,3267.85,3225.23,-0.013042214299921917,3146.8,-0.030680137999014256,-0.0009824532360631633,-1.0,0.02024210408838656,-0.02024210408838656,1.008405419752044,0.0004,1.0076019808374277,-0.02064210408838656
3,IC1505.CCFX,2015-04-21,IH1505.CCFX,7850.03,7930.16,0.010207604302149287,8140.4,0.06091489638993863,3163.29,3184.31,0.006644980384346688,3234.0,0.008859495882206136,0.0035626239178025987,1.0,0.0520554005077325,0.0520554005077325,1.0608983677514048,0.0004,1.0596500647099696,0.0516554005077325
4,IC1505.CCFX,2015-04-22,IH1505.CCFX,8180.12,8211.43,0.0038275722116547506,8189.8,0.0071820350739111305,3219.7,3216.81,-0.0008975991552007123,3308.0,0.016969995081160816,0.004725171366855463,1.0,-0.009787960007249685,-0.009787960007249685,1.0505143369560976,0.0,1.049278252254909,-0.009787960007249685
5,IC1505.CCFX,2015-04-23,IH1505.CCFX,8371.07,8360.86,-0.001219676815508497,8265.6,0.004862867146469663,3311.07,3310.4,-0.00020235150570668825,3267.8,-0.02103055721989211,-0.0010173253098018087,-1.0,0.025893424366361772,-0.025893424366361772,1.0233129234263463,0.0004,1.0216891338899763,-0.026293424366361774
6,IC1505.CCFX,2015-04-24,IH1505.CCFX,8321.33,8313.3799,-0.0009553881410784282,8327.2,0.01799511002444998,3226.38,3242.1,0.004872333699068143,3233.0,-0.008464699748512494,-0.005827721840146571,-1.0,0.026459809772962473,-0.026459809772962473,0.9962362581342711,0.0,0.9946554337601448,-0.026459809772962473
7,IC1505.CCFX,2015-04-27,IH1505.CCFX,8509.05,8533.59,0.0028839882243023585,8347.2,-0.01314669441029026,3257.9699,3260.21,0.0006875754131430156,3357.6,0.024658203125,0.002196412811159343,1.0,-0.03780489753529026,-0.03780489753529026,0.9585736484745639,0.0004,0.9566547248304188,-0.03820489753529026
8,IC1505.CCFX,2015-04-28,IH1505.CCFX,8533.67,8523.98,-0.0011355020758947454,8147.0,-0.0308804986558181,3309.53,3313.55,0.0012146739869407508,3286.8,-0.01451187335092341,-0.002350176062835496,-1.0,-0.01636862530489469,0.01636862530489469,0.9742641813535899,0.0004,0.9719311856773929,0.01596862530489469
9,IC1505.CCFX,2015-04-29,IH1505.CCFX,8242.11,8234.69,-0.0009002549104537572,8302.2,0.020804131316857433,3268.52,3277.2,0.002655636190079802,3295.2,-0.0005459508644222177,-0.003555891100533559,-1.0,0.02135008218127965,-0.02135008218127965,0.9534635610154136,0.0,0.951180374988632,-0.02135008218127965
