,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,fee_ret,cum,fee_cum
903,IC1901.CCFX,2018-12-24,IH1901.CCFX,4193.4,4189.4,-0.000953879906519739,4255.0,0.015658566859216183,2301.6,2296.2,-0.002346193952033393,2312.2,0.00696803414336733,0.001392314045513654,1.0,0.008690532715848853,0.008690532715848853,0.008290532715848854,3.124720245285605,2.178173234291804
904,IC1901.CCFX,2018-12-25,IH1901.CCFX,4209.8,4183.8,-0.006176065371276573,4195.2,0.0027247956403269047,2286.4,2281.0,-0.0023617914625613246,2303.0,0.009644892590968901,-0.003814273908715249,-1.0,-0.006920096950641996,0.006920096950641996,0.006520096950641996,3.1463436123266155,2.19237513495468
905,IC1901.CCFX,2018-12-26,IH1901.CCFX,4198.8,4193.4,-0.001286081737639444,4189.0,-0.0010492678971716352,2300.0,2303.0,0.0013043478260870156,2284.6,-0.007989578810247533,-0.0025904295637264596,-1.0,0.006940310913075898,-0.006940310913075898,-0.007340310913075898,3.1245070094176985,2.1762824198260162
906,IC1901.CCFX,2018-12-27,IH1901.CCFX,4258.2,4230.4,-0.006528580151237695,4131.0,-0.023496596066565734,2313.0,2312.2,-0.00034587116299189535,2287.6,-0.010639218060721323,-0.0061827089882458,-1.0,-0.012857378005844411,0.012857378005844411,0.012457378005844412,3.164679977119692,2.2033931925772627
907,IC1901.CCFX,2018-12-28,IH1901.CCFX,4143.0,4150.4,0.0017861453053342746,4120.4,-0.007228218966846556,2291.4,2296.6,0.002269354979488547,2286.6,-0.004354262823303978,-0.0004832096741542724,-1.0,-0.0028739561435425776,0.0028739561435425776,0.0024739561435425774,3.1737751285822817,2.208844290702679
908,IC1901.CCFX,2019-01-02,IH1901.CCFX,4135.0,4127.4,-0.0018379685610642182,4096.8,-0.007413868294810166,2297.8,2294.6,-0.0013926364348508802,2261.4,-0.014468752723786227,-0.00044533212621333806,-1.0,0.00705488442897606,-0.00705488442897606,-0.0074548844289760606,3.151384511846575,2.1923776117938867
909,IC1901.CCFX,2019-01-03,IH1901.CCFX,4100.0,4102.0,0.0004878048780487809,4086.6,-0.003754266211604129,2259.6,2267.6,0.0035404496371038707,2268.0,0.00017639795378388,-0.00305264475905509,-1.0,-0.003930664165388009,0.003930664165388009,0.003530664165388009,3.163771546018649,2.2001181608648466
910,IC1901.CCFX,2019-01-04,IH1901.CCFX,4062.0,4063.6,0.0003938946331856208,4207.8,0.03548577615907078,2263.0,2259.2,-0.0016791869200177834,2316.2,0.02523016997167149,0.002073081553203404,1.0,0.010255606187399291,0.010255606187399291,0.009855606187399292,3.1962179410615157,2.221801659024076
911,IC1901.CCFX,2019-01-07,IH1901.CCFX,4210.0,4217.4,0.001757719714964301,4268.6,0.01214018115426585,2325.8,2333.6,0.0033536847536330683,2313.4,-0.008656153582447645,-0.0015959650386687674,-1.0,0.020796334736713495,-0.020796334736713495,-0.021196334736713496,3.129748322867711,2.1747076073408165
912,IC1901.CCFX,2019-01-08,IH1901.CCFX,4260.0,4266.2,0.0014553990610328693,4270.8,0.0010782429328208831,2315.2,2310.0,-0.0022460262612300497,2308.2,-0.0007792207792208794,0.003701425322262919,1.0,0.0018574637120417625,0.0018574637120417625,0.0014574637120417626,3.135561716805262,2.177877164762817
913,IC1901.CCFX,2019-01-09,IH1901.CCFX,4288.6,4284.4,-0.0009793405773447228,4273.8,-0.0024740920548966816,2323.2,2328.8,0.002410468319559378,2332.0,0.0013740982480245911,-0.0033898088969041007,-1.0,-0.0038481903029212727,0.0038481903029212727,0.0034481903029212726,3.1476279549980832,2.185386899683306
914,IC1901.CCFX,2019-01-10,IH1901.CCFX,4271.4,4274.6,0.0007491688907619309,4277.4,0.0006550320497822337,2328.0,2330.0,0.0008591065292096189,2335.4,0.0023175965665236387,-0.000109937638447688,-1.0,-0.001662564516741405,0.001662564516741405,0.001262564516741405,3.1528610895479665,2.1881460916381976
915,IC1901.CCFX,2019-01-11,IH1901.CCFX,4292.4,4301.6,0.0021433230826579663,4312.0,0.002417705039984952,2346.6,2342.6,-0.0017045938805079208,2355.8,0.005634764791257796,0.003847916963165887,1.0,-0.003217059751272844,-0.003217059751272844,-0.003617059751272844,3.1427181470354273,2.180231436480228
916,IC1901.CCFX,2019-01-14,IH1901.CCFX,4312.0,4316.6,0.0010667903525047873,4290.2,-0.0061159245702637755,2350.2,2349.4,-0.00034039656199458257,2332.8,-0.007065633778837066,0.0014071869144993698,1.0,0.0009497092085732906,0.0009497092085732906,0.0005497092085732906,3.145702815399617,2.181429929777682
917,IC1901.CCFX,2019-01-15,IH1901.CCFX,4291.4,4286.2,-0.001211725777135575,4351.4,0.015211609350940236,2337.4,2338.2,0.0003422606314706922,2375.8,0.016080745872893765,-0.0015539864086062671,-1.0,-0.0008691365219535285,0.0008691365219535285,0.0004691365219535285,3.148436860603693,2.1824533182278234
918,IC1901.CCFX,2019-01-16,IH1901.CCFX,4346.8,4347.8,0.00023005429281308665,4341.0,-0.0015640093840563196,2371.0,2369.2,-0.0007591733445804216,2380.2,0.004642917440486283,0.0009892276373935083,1.0,-0.006206926824542602,-0.006206926824542602,-0.0066069268245426025,3.128894743398233,2.168034008856312
