,Unnamed: 0,Unnamed: 0.1,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee_cum,fee_ret
229,229,229,IC1604.CCFX,2016/3/23,IH1604.CCFX,5920,5952.2,0.005439189,5949.2,-0.000504015,2170,2172,0.000921659,2160.8,-0.005156538,0.00451753,1,0.004652522,0.004652522,2.37759371,2.170134241,0.004252522
230,230,230,IC1604.CCFX,2016/3/24,IH1604.CCFX,5900.8,5871.2,-0.005016269,5843.4,-0.004734978,2149.8,2132,-0.00827984,2124,-0.003752345,0.003263571,1,-0.000982632,-0.000982632,2.37525741,2.167133743,-0.001382632
231,231,231,IC1604.CCFX,2016/3/25,IH1604.CCFX,5860,5886,0.00443686,5910.4,0.00414543,2126.2,2134.8,0.004044775,2134.2,-0.000281057,0.000392085,1,0.004426487,0.004426487,2.385771455,2.175859678,0.004026487
232,232,232,IC1604.CCFX,2016/3/28,IH1604.CCFX,5965.6,6001.4,0.006001073,5857,-0.024061052,2141.4,2150.8,0.004389652,2110.8,-0.018597731,0.001611421,1,-0.005463321,-0.005463321,2.372737219,2.163101914,-0.005863321
233,233,233,IC1604.CCFX,2016/3/29,IH1604.CCFX,5860.2,5859.2,-0.000170643,5788.8,-0.012015292,2123.4,2121.4,-0.000941886,2103,-0.008673517,0.000771243,1,-0.003341775,-0.003341775,2.364808065,2.155008074,-0.003741775
234,234,234,IC1604.CCFX,2016/3/30,IH1604.CCFX,5868,5866.6,-0.000238582,6020.8,0.02628439,2124.2,2125.8,0.000753225,2154.6,0.013547841,-0.000991807,-1,0.012736549,-0.012736549,2.334688572,2.126698705,-0.013136549
235,235,235,IC1604.CCFX,2016/3/31,IH1604.CCFX,6033.2,6076.4,0.007160379,6020,-0.009281812,2168,2167.6,-0.000184502,2158.4,-0.004244326,0.007344881,1,-0.005037486,-0.005037486,2.322927611,2.11513481,-0.005437486
236,236,236,IC1604.CCFX,2016/4/1,IH1604.CCFX,6000.4,6015.8,0.002566496,6028,0.002027993,2154.8,2154.6,-9.28E-05,2164.6,0.004641233,0.002659312,1,-0.00261324,-0.00261324,2.316857244,2.108761402,-0.00301324
237,237,237,IC1604.CCFX,2016/4/5,IH1604.CCFX,6006,6052.4,0.007725608,6190.4,0.022800872,2145,2155.6,0.004941725,2173,0.008071999,0.002783883,1,0.014728874,0.014728874,2.350981942,2.138977578,0.014328874
238,238,238,IC1604.CCFX,2016/4/6,IH1604.CCFX,6190.4,6188.4,-0.000323081,6223.4,0.005655743,2160,2167.4,0.003425926,2164.2,-0.001476423,-0.003749007,-1,0.007132166,-0.007132166,2.334214348,2.122866443,-0.007532166
239,239,239,IC1604.CCFX,2016/4/7,IH1604.CCFX,6248.4,6272,0.003776967,6156,-0.018494898,2178.2,2174.6,-0.001652741,2140.8,-0.015543088,0.005429708,1,-0.00295181,-0.00295181,2.327324192,2.115750999,-0.00335181
240,240,240,IC1604.CCFX,2016/4/8,IH1604.CCFX,6138.2,6110.2,-0.004561598,6114.2,0.000654643,2125.6,2128.6,0.001411366,2124.2,-0.002067086,-0.005972964,-1,0.002721729,-0.002721729,2.320989845,2.109146197,-0.003121729
241,241,241,IC1604.CCFX,2016/4/11,IH1604.CCFX,6170,6201,0.005024311,6237,0.005805515,2141.2,2152.4,0.005230712,2145,-0.003438023,-0.000206401,-1,0.009243538,-0.009243538,2.299535687,2.088806566,-0.009643538
242,242,242,IC1604.CCFX,2016/4/12,IH1604.CCFX,6230,6236.2,0.000995185,6239.8,0.000577275,2149.4,2145.2,-0.001954034,2143.8,-0.00065262,0.002949218,1,0.001229894,0.001229894,2.302363873,2.090540055,0.000829894
243,243,243,IC1604.CCFX,2016/4/13,IH1604.CCFX,6300,6322.8,0.003619048,6306,-0.002657051,2166,2168.4,0.001108033,2169,0.000276702,0.002511014,1,-0.002933752,-0.002933752,2.295609308,2.083570712,-0.003333752
244,244,244,IC1604.CCFX,2016/4/14,IH1604.CCFX,6366,6374.6,0.001350927,6381.2,0.001035359,2188.4,2192,0.001645037,2178.2,-0.00629562,-0.000294111,-1,0.00733098,-0.00733098,2.278780243,2.067462669,-0.00773098
245,245,245,IC1605.CCFX,2016/4/15,IH1605.CCFX,6225,6188.4,-0.005879518,6214.6,0.004233728,2175,2172.8,-0.001011494,2173,9.20E-05,-0.004868024,-1,0.00414168,-0.00414168,2.269342263,2.058072914,-0.00454168
246,246,246,IC1605.CCFX,2016/4/18,IH1605.CCFX,6152,6089.6,-0.010143043,6093.2,0.000591172,2165,2146,-0.008775982,2149.8,0.001770736,-0.001367061,-1,-0.001179564,0.001179564,2.272019099,2.059677315,0.000779564
247,247,247,IC1605.CCFX,2016/4/19,IH1605.CCFX,6160.2,6147.6,-0.002045388,6102.6,-0.00731993,2164,2163.2,-0.000369686,2155,-0.00379068,-0.001675702,-1,-0.003529249,0.003529249,2.280037621,2.066122559,0.003129249
248,248,248,IC1605.CCFX,2016/4/20,IH1605.CCFX,6148.8,6144.4,-0.000715587,5791.2,-0.057483237,2158.6,2161,0.001111832,2123,-0.017584452,-0.001827419,-1,-0.039898785,0.039898785,2.371008352,2.14773189,0.039498785
249,249,249,IC1605.CCFX,2016/4/21,IH1605.CCFX,5800.4,5806.4,0.001034411,5788.4,-0.003100028,2126,2123.4,-0.001222954,2136.4,0.006122257,0.002257365,1,-0.009222284,-0.009222284,2.349142238,2.127065803,-0.009622284
250,250,250,IC1605.CCFX,2016/4/22,IH1605.CCFX,5741,5769,0.004877199,5850,0.014040562,2123.4,2132.2,0.004144297,2147.8,0.007316387,0.000732902,1,0.006724175,0.006724175,2.364938281,2.140517739,0.006324175
251,251,251,IC1605.CCFX,2016/4/25,IH1605.CCFX,5808.8,5770.2,-0.00664509,5815.4,0.007833351,2139,2125.4,-0.006358111,2136.8,0.005363696,-0.000286979,-1,0.002469654,-0.002469654,2.359097701,2.134375192,-0.002869654
252,252,252,IC1605.CCFX,2016/4/26,IH1605.CCFX,5825.6,5852.8,0.004669047,5885,0.00550164,2142.4,2153.2,0.005041075,2141.4,-0.005480215,-0.000372028,-1,0.010981856,-0.010981856,2.333190431,2.110082042,-0.011381856
253,253,253,IC1605.CCFX,2016/4/27,IH1605.CCFX,5897.6,5888.2,-0.001593869,5865.8,-0.003804219,2147.2,2141.8,-0.002514903,2131.6,-0.004762349,0.000921034,1,0.000958131,0.000958131,2.335425932,2.111259744,0.000558131
254,254,254,IC1605.CCFX,2016/4/28,IH1605.CCFX,5881.4,5842,-0.006699085,5833,-0.001540568,2140.8,2135,-0.002709268,2124.6,-0.004871194,-0.003989818,-1,0.003330626,-0.003330626,2.327647502,2.103383423,-0.003730626
255,255,255,IC1605.CCFX,2016/4/29,IH1605.CCFX,5809.8,5814,0.000722916,5844.8,0.005297558,2127.6,2125,-0.001222034,2124.6,-0.000188235,0.001944951,1,0.005485793,0.005485793,2.340416494,2.114080796,0.005085793
256,256,256,IC1605.CCFX,2016/5/3,IH1605.CCFX,5863,5848.6,-0.002456081,6085,0.04041993,2131.4,2127,-0.002064371,2155,0.013164081,-0.00039171,-1,0.027255849,-0.027255849,2.276626456,2.055614097,-0.027655849
257,257,257,IC1605.CCFX,2016/5/4,IH1605.CCFX,6060,6044.2,-0.002607261,6062.8,0.00307733,2148,2146.8,-0.000558659,2149.2,0.001117943,-0.002048602,-1,0.001959387,-0.001959387,2.272165663,2.050764107,-0.002359387
258,258,258,IC1605.CCFX,2016/5/5,IH1605.CCFX,6053.8,6060.2,0.001057187,6132.8,0.011979803,2142.8,2143.4,0.000280007,2146.2,0.001306336,0.00077718,1,0.010673467,0.010673467,2.296417548,2.071832564,0.010273467
259,259,259,IC1605.CCFX,2016/5/6,IH1605.CCFX,6111,6132,0.003436426,5887.8,-0.039823875,2145.4,2144,-0.000652559,2091.2,-0.024626866,0.004088985,1,-0.015197009,-0.015197009,2.26151887,2.039518173,-0.015597009
260,260,260,IC1605.CCFX,2016/5/9,IH1605.CCFX,5830,5812,-0.003087479,5652.8,-0.027391604,2090.8,2089.2,-0.000765257,2060.2,-0.013880911,-0.002322221,-1,-0.013510692,0.013510692,2.292073555,2.066257668,0.013110692
261,261,261,IC1605.CCFX,2016/5/10,IH1605.CCFX,5679,5692.4,0.00235957,5650,-0.007448528,2050,2067.4,0.008487805,2064.4,-0.001451098,-0.006128235,-1,-0.00599743,0.00599743,2.305820106,2.0778234,0.00559743
262,262,262,IC1605.CCFX,2016/5/11,IH1605.CCFX,5711,5695.6,-0.002696551,5640.4,-0.009691692,2072.6,2069.8,-0.00135096,2070.8,0.000483138,-0.00134559,-1,-0.01017483,0.01017483,2.329281434,2.098133771,0.00977483
263,263,263,IC1605.CCFX,2016/5/12,IH1605.CCFX,5600,5513.8,-0.015392857,5670,0.02832892,2064.4,2051.6,-0.006200349,2076,0.011893157,-0.009192508,-1,0.016435764,-0.016435764,2.290997915,2.062810087,-0.016835764
264,264,264,IC1605.CCFX,2016/5/13,IH1605.CCFX,5649,5676.2,0.004815012,5659.2,-0.002994961,2074.6,2070.4,-0.002024487,2073.2,0.001352396,0.006839498,1,-0.004347357,-0.004347357,2.281038129,2.053017191,-0.004747357
265,265,265,IC1605.CCFX,2016/5/16,IH1605.CCFX,5641,5670,0.005140932,5772.2,0.018024691,2069.8,2071.4,0.000773022,2077.8,0.003089698,0.004367911,1,0.014934994,0.014934994,2.315105419,2.082857783,0.014534994
266,266,266,IC1605.CCFX,2016/5/17,IH1605.CCFX,5784.2,5780.2,-0.000691539,5779.2,-0.000173004,2079.8,2077.4,-0.001153957,2075.6,-0.000866468,0.000462418,1,0.000693463,0.000693463,2.316710859,2.083469025,0.000293463
267,267,267,IC1605.CCFX,2016/5/18,IH1605.CCFX,5701,5704.8,0.00066655,5632.8,-0.012620951,2065.8,2068.2,0.001161778,2068.8,0.000290107,-0.000495228,-1,-0.012911058,0.012911058,2.346622048,2.109535427,0.012511058
268,268,268,IC1605.CCFX,2016/5/19,IH1605.CCFX,5630,5641.6,0.002060391,5641.2,-7.09E-05,2066.6,2068,0.000677441,2066.4,-0.000773694,0.00138295,1,0.000702793,0.000702793,2.348271236,2.110174179,0.000302793
269,269,269,IC1606.CCFX,2016/5/20,IH1606.CCFX,5431,5452,0.003866691,5562.8,0.020322817,2046.2,2048,0.000879679,2061,0.006347656,0.002987012,1,0.013975161,0.013975161,2.381088705,2.138820133,0.013575161
270,270,270,IC1606.CCFX,2016/5/23,IH1606.CCFX,5586.6,5644.8,0.010417785,5635.2,-0.00170068,2063.6,2068,0.002132196,2064.2,-0.001837524,0.008285589,1,0.000136844,0.000136844,2.381414542,2.13825729,-0.000263156
271,271,271,IC1606.CCFX,2016/5/24,IH1606.CCFX,5633.8,5624.6,-0.001633001,5598.6,-0.004622551,2062.8,2058.2,-0.002229979,2052.8,-0.002623652,0.000596978,1,-0.001998899,-0.001998899,2.376654335,2.133127826,-0.002398899
272,272,272,IC1606.CCFX,2016/5/25,IH1606.CCFX,5665,5653.4,-0.002047661,5556,-0.01722857,2069.6,2065.8,-0.001836104,2057,-0.004259851,-0.000211557,-1,-0.01296872,0.01296872,2.407476498,2.159938511,0.01256872
273,273,273,IC1606.CCFX,2016/5/26,IH1606.CCFX,5551,5570,0.003422807,5627.8,0.01037702,2059.6,2063.2,0.001747912,2057.2,-0.002908104,0.001674894,1,0.013285124,0.013285124,2.439460121,2.187769586,0.012885124
274,274,274,IC1606.CCFX,2016/5/27,IH1606.CCFX,5617.8,5584,-0.00601659,5630.6,0.008345272,2059.4,2058,-0.00067981,2062.2,0.002040816,-0.00533678,-1,0.006304456,-0.006304456,2.424080652,2.173101781,-0.006704456
275,275,275,IC1606.CCFX,2016/5/30,IH1606.CCFX,5589,5541.6,-0.008480945,5611,0.012523459,2061.8,2056.2,-0.002716073,2075,0.009143079,-0.005764871,-1,0.003380379,-0.003380379,2.41588634,2.164886632,-0.003780379
276,276,276,IC1606.CCFX,2016/5/31,IH1606.CCFX,5630,5660,0.005328597,5923.2,0.046501767,2075.4,2085.4,0.004818348,2144,0.028100125,0.000510249,1,0.018401642,0.018401642,2.460342616,2.203858146,0.018001642
277,277,277,IC1606.CCFX,2016/6/1,IH1606.CCFX,5925,5937,0.002025316,5899.8,-0.006265791,2141.4,2143.4,0.000933968,2126.4,-0.007931324,0.001091348,1,0.001665533,0.001665533,2.464440398,2.206647202,0.001265533
278,278,278,IC1606.CCFX,2016/6/2,IH1606.CCFX,5908,5918.6,0.001794177,5937.8,0.00324401,2129,2132,0.001409112,2126.6,-0.002532833,0.000385065,1,0.005776843,0.005776843,2.478677085,2.218511999,0.005376843
279,279,279,IC1606.CCFX,2016/6/3,IH1606.CCFX,5950,5935.6,-0.002420168,6003.6,0.011456298,2136.8,2133.6,-0.001497566,2142.8,0.004311961,-0.000922602,-1,0.007144337,-0.007144337,2.460968581,2.201774797,-0.007544337
280,280,280,IC1606.CCFX,2016/6/6,IH1606.CCFX,6020,6014,-0.000996678,5974,-0.006651147,2142,2141.2,-0.000373483,2129.8,-0.005324117,-0.000623195,-1,-0.00132703,0.00132703,2.46423436,2.203815909,0.00092703
281,281,281,IC1606.CCFX,2016/6/7,IH1606.CCFX,5983,5975.2,-0.001303694,6016.6,0.006928638,2135.6,2134.8,-0.000374602,2132.6,-0.001030542,-0.000929092,-1,0.00795918,-0.00795918,2.444621076,2.185393815,-0.00835918
282,282,282,IC1606.CCFX,2016/6/8,IH1606.CCFX,5998,5972.6,-0.004234745,5995.8,0.003884405,2134,2129.8,-0.001968135,2127.4,-0.001126866,-0.00226661,-1,0.005011272,-0.005011272,2.432370415,2.173568055,-0.005411272
283,283,283,IC1606.CCFX,2016/6/13,IH1606.CCFX,5910,5894.2,-0.002673435,5732,-0.027518578,2097.2,2098.4,0.000572191,2060.6,-0.018013725,-0.003245626,-1,-0.009504853,0.009504853,2.455489738,2.193358072,0.009104853
284,284,284,IC1606.CCFX,2016/6/14,IH1606.CCFX,5740,5744.8,0.000836237,5732,-0.002228102,2067.8,2074.6,0.003288519,2084,0.004530994,-0.002452282,-1,-0.006759096,0.006759096,2.472086629,2.207305847,0.006359096
285,285,285,IC1606.CCFX,2016/6/15,IH1606.CCFX,5688,5735.6,0.008368495,5920,0.03215008,2063,2073,0.00484731,2092.6,0.009454896,0.003521185,1,0.022695184,0.022695184,2.528191089,2.256518137,0.022295184
286,286,286,IC1606.CCFX,2016/6/16,IH1606.CCFX,5920.2,5933.4,0.002229654,5912.8,-0.003471871,2086.6,2092.8,0.002971341,2092.6,-9.56E-05,-0.000741687,-1,-0.003376305,0.003376305,2.536727034,2.263234224,0.002976305
287,287,287,IC1607.CCFX,2016/6/17,IH1607.CCFX,5820.4,5852.8,0.005566628,5810.6,-0.007210224,2058.2,2065.6,0.003595375,2065,-0.000290473,0.001971253,1,-0.006919752,-0.006919752,2.519173513,2.246667911,-0.007319752
288,288,288,IC1607.CCFX,2016/6/20,IH1607.CCFX,5820,5808.6,-0.001958763,5848.2,0.006817478,2074.4,2069.6,-0.002313922,2069,-0.000289911,0.000355159,1,0.007107389,0.007107389,2.537078258,2.261737186,0.006707389
289,289,289,IC1607.CCFX,2016/6/21,IH1607.CCFX,5900,5883.2,-0.002847458,5777.6,-0.017949415,2073.4,2073,-0.00019292,2068.8,-0.002026049,-0.002654538,-1,-0.015923366,0.015923366,2.577477084,2.29684696,0.015523366
290,290,290,IC1607.CCFX,2016/6/22,IH1607.CCFX,5759.8,5788,0.004896003,5922,0.023151348,2067.4,2072,0.002225017,2080,0.003861004,0.002670986,1,0.019290344,0.019290344,2.627197503,2.340235189,0.018890344
291,291,291,IC1607.CCFX,2016/6/23,IH1607.CCFX,5910,5894.8,-0.002571912,5888,-0.001153559,2083.8,2077.6,-0.002975334,2074.2,-0.001636504,0.000403422,1,0.000482945,0.000482945,2.628466294,2.340429299,8.29E-05
292,292,292,IC1607.CCFX,2016/6/24,IH1607.CCFX,5871,5876.2,0.000885709,5787,-0.015179878,2072,2071.8,-9.65E-05,2047,-0.011970267,0.000982235,1,-0.003209611,-0.003209611,2.62002994,2.33198126,-0.003609611
293,293,293,IC1607.CCFX,2016/6/27,IH1607.CCFX,5810.2,5846.4,0.006230422,5965.2,0.020320197,2055,2061,0.002919708,2072.6,0.005628336,0.003310714,1,0.014691861,0.014691861,2.658523057,2.365309613,0.014291861
294,294,294,IC1607.CCFX,2016/6/28,IH1607.CCFX,5945,5933.8,-0.001883936,6037,0.017391891,2065.8,2063.8,-0.000968148,2078.6,0.007171238,-0.000915788,-1,0.010220653,-0.010220653,2.631351215,2.34018848,-0.010620653
295,295,295,IC1607.CCFX,2016/6/29,IH1607.CCFX,6067,6045,-0.003626174,6050.4,0.0008933,2082.8,2085.2,0.001152295,2099.8,0.007001726,-0.004778469,-1,-0.006108426,0.006108426,2.64742463,2.353547273,0.005708426
296,296,296,IC1607.CCFX,2016/6/30,IH1607.CCFX,6045,6059,0.002315964,6051.6,-0.001221324,2106.4,2108.6,0.001044436,2100.8,-0.003699137,0.001271528,1,0.002477813,0.002477813,2.653984454,2.358437505,0.002077813
297,297,297,IC1607.CCFX,2016/7/1,IH1607.CCFX,6060,6092,0.005280528,6039.8,-0.008568615,2108.2,2111,0.001328147,2105,-0.002842255,0.003952381,1,-0.00572636,-0.00572636,2.638786784,2.343988868,-0.00612636
298,298,298,IC1607.CCFX,2016/7/4,IH1607.CCFX,6011,6044.4,0.00555648,6159.6,0.019058964,2106.2,2107,0.000379831,2138.8,0.015092549,0.005176649,1,0.003966415,0.003966415,2.649253307,2.352348505,0.003566415
299,299,299,IC1607.CCFX,2016/7/5,IH1607.CCFX,6163.6,6183.6,0.003244857,6202.4,0.0030403,2140.4,2138.4,-0.000934405,2145.6,0.003367003,0.004179262,1,-0.000326703,-0.000326703,2.648387788,2.350639046,-0.000726703
300,300,300,IC1607.CCFX,2016/7/6,IH1607.CCFX,6193.4,6193.6,3.23E-05,6226.6,0.005328081,2138.6,2138.2,-0.000187038,2144.2,0.002806099,0.000219331,1,0.002521982,0.002521982,2.655066974,2.35562706,0.002121982
301,301,301,IC1607.CCFX,2016/7/7,IH1607.CCFX,6237.4,6228.4,-0.001442909,6279.4,0.008188299,2144,2139.8,-0.001958955,2145.8,0.002804,0.000516046,1,0.005384298,0.005384298,2.669362647,2.367368208,0.004984298
302,302,302,IC1607.CCFX,2016/7/8,IH1607.CCFX,6261.4,6277.6,0.002587281,6265,-0.002007136,2140,2141.6,0.000747664,2137.8,-0.001774374,0.001839617,1,-0.000232762,-0.000232762,2.66874132,2.365870227,-0.000632762
303,303,303,IC1607.CCFX,2016/7/11,IH1607.CCFX,6289.6,6315.6,0.004133808,6248,-0.010703654,2148.6,2148.8,9.31E-05,2146,-0.001303053,0.004040724,1,-0.009400602,-0.009400602,2.643653547,2.342683276,-0.009800602
304,304,304,IC1607.CCFX,2016/7/12,IH1607.CCFX,6261.2,6280,0.003002619,6368.6,0.01410828,2150,2158,0.00372093,2193.4,0.016404078,-0.000718311,-1,-0.002295798,0.002295798,2.64972284,2.347124529,0.001895798
305,305,305,IC1607.CCFX,2016/7/13,IH1607.CCFX,6394.2,6426.6,0.005067092,6416.4,-0.001587153,2200,2204.4,0.002,2192,-0.005625113,0.003067092,1,0.00403796,0.00403796,2.660422315,2.355663274,0.00363796
306,306,306,IC1607.CCFX,2016/7/14,IH1607.CCFX,6409.8,6427,0.002683391,6442.2,0.002365023,2195,2196.2,0.000546697,2192.4,-0.001730261,0.002136694,1,0.004095284,0.004095284,2.6713175,2.364368119,0.003695284
307,307,307,IC1608.CCFX,2016/7/15,IH1608.CCFX,6353,6335,-0.002833307,6319,-0.002525651,2189.4,2187.4,-0.000913492,2186.8,-0.000274298,-0.001919815,-1,-0.002251353,0.002251353,2.677331578,2.368745398,0.001851353
308,308,308,IC1608.CCFX,2016/7/18,IH1608.CCFX,6298.6,6293,-0.000889086,6266,-0.004290481,2186.6,2191,0.002012256,2177.4,-0.006207211,-0.002901343,-1,0.00191673,-0.00191673,2.672199857,2.363257655,-0.00231673
309,309,309,IC1608.CCFX,2016/7/19,IH1608.CCFX,6281.6,6286.6,0.000795976,6272.8,-0.002195145,2178.2,2182.8,0.002111835,2160,-0.0104453,-0.00131586,-1,0.008250154,-0.008250154,2.650153795,2.342815112,-0.008650154
310,310,310,IC1608.CCFX,2016/7/20,IH1608.CCFX,6294,6287.2,-0.001080394,6265.4,-0.003467362,2158.8,2162,0.001482305,2153.4,-0.003977798,-0.002562699,-1,0.000510436,-0.000510436,2.648801061,2.340682128,-0.000910436
311,311,311,IC1608.CCFX,2016/7/21,IH1608.CCFX,6276.8,6288,0.001784349,6310,0.003498728,2156.8,2162,0.002410979,2167.4,0.002497687,-0.000626631,-1,0.00100104,-0.00100104,2.646149504,2.337402738,-0.00140104
312,312,312,IC1608.CCFX,2016/7/22,IH1608.CCFX,6299,6324,0.003968884,6272.6,-0.008127767,2163.2,2166.2,0.001386834,2145.4,-0.009602068,0.00258205,1,0.001474301,0.001474301,2.650050725,2.339913812,0.001074301
313,313,313,IC1608.CCFX,2016/7/25,IH1608.CCFX,6256,6259.6,0.000575448,6290.4,0.004920442,2152.2,2148.4,-0.001765635,2148.4,0,0.002341083,1,0.004920442,0.004920442,2.663090146,2.350491257,0.004520442
314,314,314,IC1608.CCFX,2016/7/26,IH1608.CCFX,6286.2,6307.4,0.003372467,6393.4,0.013634778,2141.8,2147.4,0.002614623,2175.6,0.01313216,0.000757843,1,0.000502618,0.000502618,2.664428664,2.350732461,0.000102618
315,315,315,IC1608.CCFX,2016/7/27,IH1608.CCFX,6395.2,6406.4,0.001751313,6104.2,-0.047171578,2175.8,2179.6,0.001746484,2153,-0.012204074,4.83E-06,1,-0.034967504,-0.034967504,2.571260244,2.26759292,-0.035367504
316,316,316,IC1608.CCFX,2016/7/28,IH1608.CCFX,6120.2,6114,-0.001013039,6125.6,0.001897285,2151,2145,-0.0027894,2159.8,0.006899767,0.001776361,1,-0.005002482,-0.005002482,2.558397561,2.25534229,-0.005402482
317,317,317,IC1608.CCFX,2016/7/29,IH1608.CCFX,6142,6145.4,0.000553566,6103,-0.00689947,2158.8,2160.4,0.000741152,2152,-0.003888169,-0.000187587,-1,-0.003011301,0.003011301,2.566101665,2.261231667,0.002611301
318,318,318,IC1608.CCFX,2016/8/1,IH1608.CCFX,6088,6066,-0.003613666,6028.2,-0.006231454,2151,2150,-0.0004649,2137.8,-0.005674419,-0.003148766,-1,-0.000557035,0.000557035,2.567531074,2.261586761,0.000157035
319,319,319,IC1608.CCFX,2016/8/2,IH1608.CCFX,6055.6,6053.2,-0.000396327,6083,0.004923016,2142.4,2145,0.001213592,2139,-0.002797203,-0.00160992,-1,0.007720219,-0.007720219,2.547709173,2.243222182,-0.008120219
320,320,320,IC1608.CCFX,2016/8/3,IH1608.CCFX,6072.8,6071.2,-0.00026347,6102.6,0.005171959,2131.2,2131,-9.38E-05,2136.8,0.002721727,-0.000169626,-1,0.002450233,-0.002450233,2.541466693,2.236828477,-0.002850233
321,321,321,IC1608.CCFX,2016/8/4,IH1608.CCFX,6109.8,6119.6,0.00160398,6164.8,0.007386104,2136.4,2138.4,0.000936154,2136.6,-0.000841751,0.000667826,1,0.008227855,0.008227855,2.562377511,2.254338045,0.007827855
322,322,322,IC1608.CCFX,2016/8/5,IH1608.CCFX,6155.8,6153,-0.000454856,6147.2,-0.00094263,2135.4,2135,-0.000187319,2142.6,0.003559719,-0.000267537,-1,-0.004502349,0.004502349,2.573914228,2.263586125,0.004102349
323,323,323,IC1608.CCFX,2016/8/8,IH1608.CCFX,6144.4,6117,-0.004459345,6248.2,0.021448422,2142.6,2137.8,-0.002240269,2152,0.006642343,-0.002219076,-1,0.01480608,-0.01480608,2.535804648,2.229165854,-0.01520608
324,324,324,IC1608.CCFX,2016/8/9,IH1608.CCFX,6247.8,6247,-0.000128045,6297.2,0.008035857,2154,2154.6,0.000278552,2166.2,0.00538383,-0.000406597,-1,0.002652027,-0.002652027,2.529079625,2.222362379,-0.003052027
325,325,325,IC1608.CCFX,2016/8/10,IH1608.CCFX,6295.8,6298,0.000349439,6286.2,-0.001873611,2167.8,2168.8,0.000461297,2167,-0.000829952,-0.000111858,-1,-0.001043659,0.001043659,2.531719121,2.223792821,0.000643659
326,326,326,IC1608.CCFX,2016/8/11,IH1608.CCFX,6279.6,6277,-0.000414039,6196,-0.012904254,2168.2,2167.8,-0.000184485,2172.8,0.002306486,-0.000229554,-1,-0.015210739,0.015210739,2.570228441,2.256728838,0.014810739
327,327,327,IC1608.CCFX,2016/8/12,IH1608.CCFX,6200,6192.4,-0.001225806,6260.4,0.010981203,2172.8,2175.4,0.001196613,2214.8,0.018111612,-0.002422419,-1,-0.007130409,0.007130409,2.588555221,2.271917545,0.006730409
328,328,328,IC1608.CCFX,2016/8/15,IH1608.CCFX,6285.2,6288,0.000445491,6405.2,0.018638677,2222,2225.6,0.001620162,2280.2,0.02453271,-0.001174671,-1,-0.005894033,0.005894033,2.603812252,2.284399536,0.005494033
329,329,329,IC1608.CCFX,2016/8/16,IH1608.CCFX,6425,6436.6,0.001805447,6458.2,0.003355809,2294.6,2297.6,0.001307417,2258.6,-0.016974234,0.00049803,1,0.020330043,0.020330043,2.656747867,2.329927717,0.019930043
330,330,330,IC1608.CCFX,2016/8/17,IH1608.CCFX,6448,6448,0,6470.8,0.00353598,2264,2255.2,-0.003886926,2251.8,-0.001507627,0.003886926,1,0.005043607,0.005043607,2.670147459,2.340746986,0.004643607
331,331,331,IC1608.CCFX,2016/8/18,IH1608.CCFX,6475.6,6482.8,0.001111866,6484.6,0.000277658,2253.2,2262,0.003905557,2245.8,-0.007161804,-0.00279369,-1,0.007439462,-0.007439462,2.650282999,2.32239679,-0.007839462
332,332,332,IC1609.CCFX,2016/8/19,IH1609.CCFX,6386.2,6392.6,0.001002161,6385.6,-0.001095016,2237.2,2245.4,0.003665296,2243.8,-0.000712568,-0.002663135,-1,-0.000382448,0.000382448,2.651296595,2.322356028,-1.76E-05
333,333,333,IC1609.CCFX,2016/8/22,IH1609.CCFX,6391.2,6420,0.004506196,6320.6,-0.015482866,2244,2248.2,0.001871658,2233,-0.006760964,0.002634538,1,-0.008721902,-0.008721902,2.628172247,2.301171724,-0.009121902
334,334,334,IC1609.CCFX,2016/8/23,IH1609.CCFX,6334.8,6326.4,-0.001326009,6308.6,-0.002813606,2231.2,2236.8,0.00250986,2235,-0.000804721,-0.003835869,-1,-0.002008885,0.002008885,2.633451944,2.304874046,0.001608885
335,335,335,IC1609.CCFX,2016/8/24,IH1609.CCFX,6336.8,6327,-0.001546522,6314.2,-0.002023076,2238,2232,-0.002680965,2225.2,-0.003046595,0.001134443,1,0.001023519,0.001023519,2.636147333,2.306311179,0.000623519
336,336,336,IC1609.CCFX,2016/8/25,IH1609.CCFX,6279.8,6236.8,-0.006847352,6280,0.006926629,2219,2212.2,-0.003064443,2212.2,0,-0.003782908,-1,0.006926629,-0.006926629,2.617887718,2.289413693,-0.007326629
337,337,337,IC1609.CCFX,2016/8/26,IH1609.CCFX,6305.8,6305.4,-6.34E-05,6279.2,-0.004155169,2214,2216.4,0.001084011,2211,-0.002436383,-0.001147445,-1,-0.001718785,0.001718785,2.622387305,2.292432938,0.001318785
338,338,338,IC1609.CCFX,2016/8/29,IH1609.CCFX,6279.2,6313,0.005382851,6327.2,0.002249327,2212.6,2209.6,-0.001355871,2205.2,-0.001991311,0.006738722,1,0.004240637,0.004240637,2.633507899,2.301237342,0.003840637
