,Unnamed: 0,Unnamed: 0.1,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee_cum,fee_ret
0,0,0,IC1505.CCFX,2015/4/16,IH1505.CCFX,7527.4,7529.4,0.000265696,7707.8,0.023693787,3112.8,3100.2,-0.004047803,3283.8,0.059221986,0.004313499,1,-0.035528199,-0.035528199,1,1,-0.035928199
1,1,1,IC1505.CCFX,2015/4/17,IH1505.CCFX,7663,7723.2,0.007855931,7758.2,0.0045318,3340.4,3320,-0.006107053,3254,-0.019879518,0.013962984,1,0.024411318,0.024411318,1.024411318,1.024011318,0.024011318
2,2,2,IC1505.CCFX,2015/4/20,IH1505.CCFX,7677.4,7712,0.004506734,7622.2,-0.011644191,3273,3263.8,-0.002810877,3146.8,-0.035847785,0.007317611,1,0.024203594,0.024203594,1.049205754,1.048386468,0.023803594
3,3,3,IC1505.CCFX,2015/4/21,IH1505.CCFX,7655,7679.4,0.003187459,8140.4,0.060030732,3191.2,3202,0.003384307,3234,0.009993754,-0.000196848,-1,0.050036978,-0.050036978,0.996706669,0.995509023,-0.050436978
4,4,4,IC1505.CCFX,2015/4/22,IH1505.CCFX,8127.6,8130.6,0.000369113,8189.8,0.007281135,3267.4,3254.8,-0.003856277,3308,0.01634509,0.00422539,1,-0.009063955,-0.009063955,0.987672565,0.986087571,-0.009463955
5,5,5,IC1505.CCFX,2015/4/23,IH1505.CCFX,8196,8228,0.003904344,8265.6,0.004569762,3339.2,3339.6,0.000119789,3267.8,-0.021499581,0.003784554,1,0.026069343,0.026069343,1.013420539,1.01139979,0.025669343
6,6,6,IC1505.CCFX,2015/4/24,IH1505.CCFX,8169,8181.8,0.001566899,8327.2,0.017771151,3253,3259.2,0.001905933,3233,-0.008038783,-0.000339034,-1,0.025809933,-0.025809933,0.987264223,0.984891069,-0.026209933
7,7,7,IC1505.CCFX,2015/4/27,IH1505.CCFX,8460.2,8460,-2.36E-05,8347.2,-0.013333333,3274.4,3277.4,0.000916198,3357.6,0.024470617,-0.000939838,-1,-0.03780395,0.03780395,1.02458671,1.021729886,0.03740395
8,8,8,IC1505.CCFX,2015/4/28,IH1505.CCFX,8409,8399,-0.001189202,8147,-0.030003572,3324.8,3334.4,0.002887392,3286.8,-0.014275432,-0.004076594,-1,-0.01572814,0.01572814,1.040701554,1.037391105,0.01532814
9,9,9,IC1505.CCFX,2015/4/29,IH1505.CCFX,8120,8126.4,0.000788177,8302.2,0.021633196,3291.2,3291.8,0.000182304,3295.2,0.00103287,0.000605873,1,0.020600326,0.020600326,1.062140345,1.058346743,0.020200326
10,10,10,IC1505.CCFX,2015/4/30,IH1505.CCFX,8369.6,8394,0.002915313,8338.8,-0.006576126,3319.2,3319.4,6.03E-05,3269.4,-0.015062963,0.002855057,1,0.008486837,0.008486837,1.071154557,1.066905421,0.008086837
11,11,11,IC1505.CCFX,2015/5/4,IH1505.CCFX,8338,8358.8,0.002494603,8347.2,-0.001387759,3276.4,3278.6,0.000671469,3273.2,-0.001647044,0.001823134,1,0.000259285,0.000259285,1.071432292,1.066755292,-0.000140715
12,12,12,IC1505.CCFX,2015/5/5,IH1505.CCFX,8317.8,8332.6,0.001779317,8145,-0.022513981,3269.6,3269.8,6.12E-05,3163,-0.032662548,0.001718147,1,0.010148567,0.010148567,1.082305794,1.077154627,0.009748567
13,13,13,IC1505.CCFX,2015/5/6,IH1505.CCFX,8200.2,8231,0.003756006,8040.8,-0.023107763,3186.6,3187.8,0.000376577,3153,-0.01091662,0.003379429,1,-0.012191144,-0.012191144,1.069111249,1.063592019,-0.012591144
14,14,14,IC1505.CCFX,2015/5/7,IH1505.CCFX,8013.6,8016.2,0.000324448,7911.4,-0.013073526,3139.2,3146.6,0.002357288,3111.2,-0.011250238,-0.00203284,-1,-0.001823288,0.001823288,1.071060546,1.065105816,0.001423288
15,15,15,IC1505.CCFX,2015/5/8,IH1505.CCFX,7991.4,7999,0.000951022,8171.2,0.021527691,3138.2,3140.6,0.00076477,3099.8,-0.012991148,0.000186253,1,0.034518839,0.034518839,1.108032313,1.10144599,0.034118839
16,16,16,IC1505.CCFX,2015/5/11,IH1505.CCFX,8194.4,8217,0.002757981,8489.8,0.033199465,3097.2,3104.4,0.00232468,3160,0.017910063,0.000433301,1,0.015289401,0.015289401,1.124973464,1.117845862,0.014889401
17,17,17,IC1505.CCFX,2015/5/12,IH1505.CCFX,8496.6,8498.4,0.000211849,8647.8,0.01757978,3152.4,3152.2,-6.34E-05,3175,0.007233044,0.000275293,1,0.010346736,0.010346736,1.136613268,1.12896478,0.009946736
18,18,18,IC1505.CCFX,2015/5/13,IH1505.CCFX,8521.8,8535,0.001548969,8695.8,0.01884007,3191.2,3191.2,0,3125.4,-0.020619203,0.001548969,1,0.039459273,0.039459273,1.181463201,1.173061323,0.039059273
19,19,19,IC1505.CCFX,2015/5/14,IH1505.CCFX,8737.8,8777.2,0.004509144,8760.4,-0.00191405,3123.6,3133.6,0.003201434,3129.4,-0.001340311,0.00130771,1,-0.000573739,-0.000573739,1.18078535,1.171919068,-0.000973739
20,20,20,IC1505.CCFX,2015/5/15,IH1505.CCFX,8744.2,8721,-0.002653187,8755.2,0.003921569,3124,3128,0.00128041,3073.2,-0.017519182,-0.003933597,-1,0.02144075,-0.02144075,1.155468426,1.146323477,-0.02184075
21,21,21,IC1506.CCFX,2015/5/18,IH1506.CCFX,8611.6,8661.2,0.005759673,8798.4,0.015840761,3020.2,3028.2,0.002648831,2969.4,-0.019417476,0.003110842,1,0.035258237,0.035258237,1.196208206,1.186282292,0.034858237
22,22,22,IC1506.CCFX,2015/5/19,IH1506.CCFX,8870.8,8872.4,0.000180367,9120.8,0.027996934,2976,2998.2,0.007459677,3143,0.048295644,-0.00727931,-1,-0.02029871,0.02029871,1.220489689,1.209887779,0.01989871
23,23,23,IC1506.CCFX,2015/5/20,IH1506.CCFX,9194.6,9233.6,0.00424162,9286.8,0.005761566,3151.4,3133,-0.005838675,3145.2,0.003894031,0.010080295,1,0.001867535,0.001867535,1.222768996,1.211663332,0.001467535
24,24,24,IC1506.CCFX,2015/5/21,IH1506.CCFX,9375.6,9382,0.000682623,9734.6,0.037582605,3170.6,3166.2,-0.00138775,3191.4,0.007959068,0.002070373,1,0.029623537,0.029623537,1.258991739,1.24707242,0.029223537
25,25,25,IC1506.CCFX,2015/5/22,IH1506.CCFX,9812.4,9777.8,-0.003526151,9741.2,-0.003743173,3210.8,3206,-0.001494955,3303,0.03025577,-0.002031196,-1,-0.033998944,0.033998944,1.301796128,1.288972736,0.033598944
26,26,26,IC1506.CCFX,2015/5/25,IH1506.CCFX,9541.6,9565.8,0.002536262,9966.6,0.041899266,3338,3339,0.000299581,3413.6,0.022342019,0.002236682,1,0.019557248,0.019557248,1.327255678,1.313665906,0.019157248
27,27,27,IC1506.CCFX,2015/5/26,IH1506.CCFX,10102,10184.4,0.008156801,10532.2,0.034150269,3451.4,3433.4,-0.005215275,3417.8,-0.004543601,0.013372076,1,0.03869387,0.03869387,1.378612336,1.363971258,0.03829387
28,28,28,IC1506.CCFX,2015/5/27,IH1506.CCFX,10662.6,10559.6,-0.009659933,10552,-0.000719724,3453.6,3459.8,0.001795228,3396.8,-0.018209145,-0.011455161,-1,0.017489421,-0.017489421,1.354501205,1.339570602,-0.017889421
29,29,29,IC1506.CCFX,2015/5/28,IH1506.CCFX,10603.6,10600,-0.000339507,9977.2,-0.058754717,3371.4,3369.8,-0.00047458,3164.6,-0.060893822,0.000135073,1,0.002139105,0.002139105,1.357398625,1.341900255,0.001739105
30,30,30,IC1506.CCFX,2015/5/29,IH1506.CCFX,10237.6,10250,0.001211221,10121,-0.012585366,3157.6,3155.8,-0.000570053,3118.6,-0.011787819,0.001781275,1,-0.000797547,-0.000797547,1.356316036,1.340293267,-0.001197547
31,31,31,IC1506.CCFX,2015/6/1,IH1506.CCFX,10210.4,10218.8,0.000822691,11025.6,0.078952519,3110.2,3096.6,-0.004372709,3336,0.077310599,0.0051954,1,0.00164192,0.00164192,1.358542999,1.341957804,0.00124192
32,32,32,IC1506.CCFX,2015/6/2,IH1506.CCFX,11098.6,11096,-0.000234264,11250.4,0.013914924,3293.6,3299,0.001639543,3295.6,-0.001030615,-0.001873807,-1,0.01494554,-0.01494554,1.338238841,1.321364738,-0.01534554
33,33,33,IC1506.CCFX,2015/6/3,IH1506.CCFX,11415.2,11385.6,-0.002593034,11103.2,-0.02480326,3295,3300.6,0.001699545,3244.8,-0.016906017,-0.004292579,-1,-0.007897243,0.007897243,1.348807238,1.331271331,0.007497243
34,34,34,IC1506.CCFX,2015/6/4,IH1506.CCFX,11117.8,11031.6,-0.007753332,10869.2,-0.014721346,3279.4,3248.2,-0.009513935,3373.2,0.038482852,0.001760603,1,-0.053204198,-0.053204198,1.277045031,1.259909599,-0.053604198
35,35,35,IC1506.CCFX,2015/6/5,IH1506.CCFX,11033.4,11066.4,0.002990918,10949,-0.010608689,3409.8,3386.2,-0.006921227,3304.8,-0.024038745,0.009912146,1,0.013430056,0.013430056,1.294195817,1.276326291,0.013030056
36,36,36,IC1506.CCFX,2015/6/8,IH1506.CCFX,10826,10781.2,-0.004138186,10602.6,-0.016565874,3333.8,3326.4,-0.002219689,3535,0.062710438,-0.001918497,-1,-0.079276312,0.079276312,1.396794888,1.376998202,0.078876312
37,37,37,IC1506.CCFX,2015/6/9,IH1506.CCFX,10777.6,10808.2,0.002839222,10700.4,-0.009973909,3541,3524.4,-0.004687941,3415.8,-0.030813756,0.007527163,1,0.020839847,0.020839847,1.42590388,1.405143834,0.020439847
38,38,38,IC1506.CCFX,2015/6/10,IH1506.CCFX,10720.4,10756.4,0.003358084,10987.8,0.021512774,3365.6,3383.2,0.00522938,3365,-0.005379522,-0.001871296,-1,0.026892296,-0.026892296,1.38755805,1.366794232,-0.027292296
39,39,39,IC1506.CCFX,2015/6/11,IH1506.CCFX,11021,11067,0.00417385,11258.8,0.017330803,3408.4,3390.4,-0.00528107,3361,-0.008671543,0.00945492,1,0.026002346,0.026002346,1.423637816,1.401787372,0.025602346
40,40,40,IC1506.CCFX,2015/6/12,IH1506.CCFX,11356.8,11360.4,0.000316991,11427.8,0.00593289,3390.8,3403.4,0.003715937,3405.2,0.000528883,-0.003398947,-1,0.005404007,-0.005404007,1.415944467,1.393651388,-0.005804007
41,41,41,IC1506.CCFX,2015/6/15,IH1506.CCFX,11494.6,11500.2,0.000487185,11228.6,-0.023616981,3411,3379.4,-0.009264145,3263.8,-0.034207256,0.009751331,1,0.010590275,0.010590275,1.430939709,1.40785308,0.010190275
42,42,42,IC1506.CCFX,2015/6/16,IH1506.CCFX,11095.2,11071.2,-0.002163098,10839,-0.020973336,3237,3255.8,0.005807847,3193.4,-0.019165796,-0.007970944,-1,-0.00180754,0.00180754,1.433526189,1.409834689,0.00140754
43,43,43,IC1506.CCFX,2015/6/17,IH1506.CCFX,10763.8,10811.2,0.004403649,11033.4,0.02055276,3216.2,3215,-0.000373111,3205.4,-0.002986003,0.00477676,1,0.023538763,0.023538763,1.467269623,1.44245652,0.023138763
44,44,44,IC1506.CCFX,2015/6/18,IH1506.CCFX,10981.4,11014.2,0.002986869,10672.6,-0.031014509,3183.6,3175.2,-0.002638522,3085.4,-0.028281683,0.005625391,1,-0.002732825,-0.002732825,1.463259831,1.437937555,-0.003132825
45,45,45,IC1507.CCFX,2015/6/19,IH1507.CCFX,10500,10563.4,0.006038095,9990,-0.054281765,3076.2,3081.2,0.001625382,2860,-0.071790212,0.004412713,1,0.017508446,0.017508446,1.488879237,1.462538433,0.017108446
46,46,46,IC1507.CCFX,2015/6/23,IH1507.CCFX,10000,10008.8,0.00088,9862.6,-0.014607146,2922.2,2918.2,-0.001368832,2982.6,0.022068398,0.002248832,1,-0.036675544,-0.036675544,1.434273781,1.408314025,-0.037075544
47,47,47,IC1507.CCFX,2015/6/24,IH1507.CCFX,10003,10093.8,0.009077277,10058,-0.003546732,2989.8,3006.4,0.005552211,3044.2,0.012573177,0.003525066,1,-0.016119909,-0.016119909,1.411153418,1.385048805,-0.016519909
48,48,48,IC1507.CCFX,2015/6/25,IH1507.CCFX,10003.8,9985,-0.001879286,9381.6,-0.060430646,3090,3079.4,-0.003430421,2919.2,-0.052023121,0.001551135,1,-0.008407525,-0.008407525,1.399289111,1.372849954,-0.008807525
49,49,49,IC1507.CCFX,2015/6/26,IH1507.CCFX,9267.6,9332,0.00694894,8629,-0.07533219,2872,2882.2,0.003551532,2690,-0.066685171,0.003397408,1,-0.008647019,-0.008647019,1.387189431,1.360429754,-0.009047019
50,50,50,IC1507.CCFX,2015/6/29,IH1507.CCFX,8624.6,8554.8,-0.008093129,7768.4,-0.091925001,2786.8,2783.6,-0.00114827,2654.8,-0.046271016,-0.006944859,-1,-0.045653985,0.045653985,1.450520157,1.421994622,0.045253985
51,51,51,IC1507.CCFX,2015/6/30,IH1507.CCFX,7798.2,7948.6,0.019286502,8346,0.049996226,2709.8,2747,0.01372795,2847.8,0.036694576,0.005558552,1,0.01330165,0.01330165,1.469814468,1.440340698,0.01290165
52,52,52,IC1507.CCFX,2015/7/1,IH1507.CCFX,8426.6,8519.2,0.010989011,7509.4,-0.118532257,2826.6,2836.6,0.003537819,2696.2,-0.049495875,0.007451192,1,-0.069036381,-0.069036381,1.368343796,1.340328653,-0.069436381
53,53,53,IC1507.CCFX,2015/7/2,IH1507.CCFX,7796.8,7664,-0.017032629,7667.8,0.000495825,2780,2742.2,-0.013597122,2740.4,-0.000656407,-0.003435506,-1,0.001152232,-0.001152232,1.366767147,1.338248152,-0.001552232
54,54,54,IC1507.CCFX,2015/7/3,IH1507.CCFX,7569,7518,-0.00673801,7404.8,-0.015057196,2706.4,2723.4,0.006281407,2596,-0.046779761,-0.013019417,-1,0.031722565,-0.031722565,1.323409788,1.295260189,-0.032122565
55,55,55,IC1507.CCFX,2015/7/6,IH1507.CCFX,7925.2,7800.8,-0.015696765,7440,-0.046251666,2803.8,2795.2,-0.003067266,2756.8,-0.013737836,-0.012629499,-1,-0.03251383,0.03251383,1.366438909,1.336855955,0.03211383
56,56,56,IC1507.CCFX,2015/7/7,IH1507.CCFX,7120.2,7194.2,0.010392966,6516.2,-0.094242584,2706.2,2739.2,0.012194221,2747,0.002847547,-0.001801254,-1,-0.097090131,0.097090131,1.499106642,1.466116732,0.096690131
57,57,57,IC1507.CCFX,2015/7/8,IH1507.CCFX,6700,6668.8,-0.004656716,5956.6,-0.106795825,2689,2618.8,-0.026106359,2500.2,-0.045287918,0.021449643,1,-0.061507907,-0.061507907,1.40689973,1.375352514,-0.061907907
58,58,58,IC1507.CCFX,2015/7/9,IH1507.CCFX,6278,6275.4,-0.000414145,6552.2,0.044108742,2450.4,2505,0.022282076,2751.4,0.098363273,-0.022696221,-1,-0.054254531,0.054254531,1.483230415,1.449421479,0.053854531
59,59,59,IC1507.CCFX,2015/7/10,IH1507.CCFX,7117.6,7206.2,0.012448016,7207.4,0.000166523,2723.2,2770.4,0.01733255,2853,0.029815189,-0.004884534,-1,-0.029648666,0.029648666,1.527206218,1.491815123,0.029248666
60,60,60,IC1507.CCFX,2015/7/13,IH1507.CCFX,7660,7703.4,0.005665796,7569.6,-0.017368954,2840.6,2863.4,0.008026473,2799,-0.022490745,-0.002360677,-1,0.005121791,-0.005121791,1.519384187,1.483577632,-0.005521791
61,61,61,IC1507.CCFX,2015/7/14,IH1507.CCFX,7634,7672,0.004977731,7645,-0.003519291,2797.2,2801.8,0.001644502,2712.6,-0.031836676,0.00333323,1,0.028317385,0.028317385,1.562409174,1.52499524,0.027917385
62,62,62,IC1507.CCFX,2015/7/15,IH1507.CCFX,7576.6,7565.2,-0.001504633,7136,-0.056733464,2702.2,2695.8,-0.002368441,2708,0.004525558,0.000863808,1,-0.061259022,-0.061259022,1.466697516,1.430965525,-0.061659022
63,63,63,IC1507.CCFX,2015/7/16,IH1507.CCFX,7067.8,7006.2,-0.008715583,7531.8,0.075019269,2676.4,2688,0.00433418,2760.6,0.027008929,-0.013049764,-1,0.04801034,-0.04801034,1.39628087,1.361691998,-0.04841034
64,64,64,IC1508.CCFX,2015/7/17,IH1508.CCFX,7320,7340.8,0.00284153,7857.6,0.070401046,2724,2716,-0.002936858,2742,0.009572901,0.005778388,1,0.060828145,0.060828145,1.481214045,1.443976519,0.060428145
65,65,65,IC1508.CCFX,2015/7/20,IH1508.CCFX,7861,7918.8,0.007352754,7589,-0.041647724,2748.2,2745.2,-0.001091624,2690.4,-0.019962116,0.008444378,1,-0.021685609,-0.021685609,1.449093017,1.412085418,-0.022085609
66,66,66,IC1508.CCFX,2015/7/21,IH1508.CCFX,7487.8,7450.2,-0.005021502,7715,0.03554267,2647.8,2647.4,-0.000151069,2666,0.007025761,-0.004870433,-1,0.028516909,-0.028516909,1.407769363,1.371252273,-0.028916909
67,67,67,IC1508.CCFX,2015/7/22,IH1508.CCFX,7760.4,7849,0.011416937,7773,-0.009682762,2644.8,2645.4,0.00022686,2632.6,-0.004838588,0.011190077,1,-0.004844174,-0.004844174,1.400949883,1.364061187,-0.005244174
68,68,68,IC1508.CCFX,2015/7/23,IH1508.CCFX,7782.2,7802.2,0.002569967,8386,0.074825049,2646.2,2646.4,7.56E-05,2745.8,0.037560459,0.002494387,1,0.03726459,0.03726459,1.453155706,1.414346743,0.03686459
69,69,69,IC1508.CCFX,2015/7/24,IH1508.CCFX,8470.6,8463.6,-0.000826388,7980,-0.057138806,2750.4,2737,-0.004872019,2666.2,-0.025867738,0.004045631,1,-0.031271068,-0.031271068,1.407713975,1.369552872,-0.031671068
70,70,70,IC1508.CCFX,2015/7/27,IH1508.CCFX,7883,7949,0.008372447,7341.4,-0.076437288,2637.4,2635.4,-0.000758323,2435,-0.076041588,0.00913077,1,-0.0003957,-0.0003957,1.407156942,1.368463118,-0.0007957
71,71,71,IC1508.CCFX,2015/7/28,IH1508.CCFX,7284,7250,-0.004667765,7221,-0.004,2391.8,2401.6,0.004097333,2422.4,0.008660893,-0.008765098,-1,-0.012660893,0.012660893,1.424972806,1.385241698,0.012260893
72,72,72,IC1508.CCFX,2015/7/29,IH1508.CCFX,7495.8,7569.8,0.009872195,7702.8,0.017569817,2469.2,2467.6,-0.000647983,2478.4,0.004376722,0.010520178,1,0.013193095,0.013193095,1.443772607,1.402963226,0.012793095
73,73,73,IC1508.CCFX,2015/7/30,IH1508.CCFX,7507.6,7511.2,0.000479514,7232,-0.037171158,2463.6,2454.4,-0.003734372,2410.4,-0.017926988,0.004213887,1,-0.019244169,-0.019244169,1.415988402,1.375403178,-0.019644169
74,74,74,IC1508.CCFX,2015/7/31,IH1508.CCFX,7335,7350,0.00204499,7399,0.006666667,2415,2409.6,-0.002236025,2412.2,0.001079017,0.004281015,1,0.005587649,0.005587649,1.423900449,1.382538288,0.005187649
75,75,75,IC1508.CCFX,2015/8/3,IH1508.CCFX,7188,7204.2,0.002253756,7065.2,-0.019294301,2373,2366.8,-0.002612727,2405.2,0.016224438,0.004866483,1,-0.035518739,-0.035518739,1.373325301,1.332879257,-0.035918739
76,76,76,IC1508.CCFX,2015/8/4,IH1508.CCFX,7223.4,7218,-0.00074757,7657.6,0.060903297,2418.4,2412.2,-0.002563678,2483.6,0.029599536,0.001816108,1,0.031303762,0.031303762,1.416315549,1.374070239,0.030903762
77,77,77,IC1508.CCFX,2015/8/5,IH1508.CCFX,7645,7664.2,0.002511445,7486.4,-0.023198768,2479.6,2479.2,-0.000161316,2448.8,-0.01226202,0.002672762,1,-0.010936748,-0.010936748,1.400825662,1.358492751,-0.011336748
78,78,78,IC1508.CCFX,2015/8/6,IH1508.CCFX,7366.4,7406,0.00537576,7545.4,0.018822576,2414.2,2415.2,0.000414216,2439.6,0.010102683,0.004961544,1,0.008719893,0.008719893,1.413040712,1.369795266,0.008319893
79,79,79,IC1508.CCFX,2015/8/7,IH1508.CCFX,7738,7773.4,0.004574826,7851.2,0.01000849,2461.8,2465.2,0.001381103,2464.8,-0.000162259,0.003193722,1,0.010170749,0.010170749,1.427412395,1.383179192,0.009770749
80,80,80,IC1508.CCFX,2015/8/10,IH1508.CCFX,8024.6,7969.2,-0.006903771,8330,0.045274306,2487.8,2490.2,0.000964708,2575.4,0.034214119,-0.007868479,-1,0.011060187,-0.011060187,1.411624947,1.3673277,-0.011460187
81,81,81,IC1508.CCFX,2015/8/11,IH1508.CCFX,8299.6,8331.4,0.00383151,8200.6,-0.015699642,2588,2592.4,0.001700155,2562.4,-0.011572288,0.002131355,1,-0.004127354,-0.004127354,1.405798671,1.361137323,-0.004527354
82,82,82,IC1508.CCFX,2015/8/12,IH1508.CCFX,8194.6,8219.6,0.00305079,8082.2,-0.016716142,2543.6,2545.8,0.000864916,2548,0.000864168,0.002185874,1,-0.01758031,-0.01758031,1.381084294,1.336663652,-0.01798031
83,83,83,IC1508.CCFX,2015/8/13,IH1508.CCFX,8073.6,8144.4,0.008769322,8345.8,0.024728648,2554.2,2562.6,0.003288701,2553.2,-0.00366815,0.005480621,1,0.028396797,0.028396797,1.420302665,1.374085953,0.027996797
84,84,84,IC1508.CCFX,2015/8/14,IH1508.CCFX,8456.2,8460,0.000449374,8397,-0.007446809,2568.2,2568.8,0.000233627,2549.2,-0.007630022,0.000215748,1,0.000183213,0.000183213,1.420562884,1.37378807,-0.000216787
85,85,85,IC1508.CCFX,2015/8/17,IH1508.CCFX,8307.4,8350.6,0.005200183,8659,0.036931478,2523.2,2522.6,-0.000237793,2502.6,-0.007928328,0.005437976,1,0.044859806,0.044859806,1.484289059,1.43486642,0.044459806
86,86,86,IC1508.CCFX,2015/8/18,IH1508.CCFX,8736.2,8667.4,-0.007875278,7802,-0.099845398,2517,2506.8,-0.004052443,2402.6,-0.041566938,-0.003822834,-1,-0.05827846,0.05827846,1.570791139,1.517914279,0.05787846
87,87,87,IC1508.CCFX,2015/8/19,IH1508.CCFX,7835,7822.8,-0.001557116,8151.2,0.041979854,2382.4,2377.2,-0.002182673,2391,0.005805149,0.000625557,1,0.036174705,0.036174705,1.627614045,1.572217214,0.035774705
88,88,88,IC1508.CCFX,2015/8/20,IH1508.CCFX,8146.6,8102.8,-0.005376476,8003,-0.01231673,2378.6,2376.6,-0.000840831,2357,-0.008247076,-0.004535645,-1,-0.004069654,0.004069654,1.634237871,1.577986708,0.003669654
89,89,89,IC1509.CCFX,2015/8/21,IH1509.CCFX,7592.4,7540,-0.006901638,7207.4,-0.044111406,2272.2,2279,0.002992694,2224.4,-0.023957876,-0.009894333,-1,-0.02015353,0.02015353,1.667173533,1.609157515,0.01975353
90,90,90,IC1509.CCFX,2015/8/24,IH1509.CCFX,6977.6,6939.8,-0.005417335,6523.6,-0.05997291,2151.4,2134.8,-0.007715906,2005.2,-0.060708263,0.00229857,1,0.000735353,0.000735353,1.668399494,1.609697151,0.000335353
91,91,91,IC1509.CCFX,2015/8/25,IH1509.CCFX,6206.4,6201.8,-0.00074117,5871.4,-0.053274856,1935,1935.6,0.000310078,1809.8,-0.064992767,-0.001051248,-1,0.011717911,-0.011717911,1.648849337,1.590190984,-0.012117911
92,92,92,IC1509.CCFX,2015/8/26,IH1509.CCFX,5714.8,5702,-0.002239798,5400.2,-0.052928797,1849.8,1844.4,-0.002919235,1829.6,-0.00802429,0.000679436,1,-0.044904507,-0.044904507,1.57480857,1.518148165,-0.045304507
93,93,93,IC1509.CCFX,2015/8/27,IH1509.CCFX,5876.2,5995,0.020217147,5928.2,-0.011142619,1919.4,1939.8,0.010628321,2034.2,0.048664811,0.009588826,1,-0.05980743,-0.05980743,1.480623317,1.426744366,-0.06020743
94,94,94,IC1509.CCFX,2015/8/28,IH1509.CCFX,6070,6072.2,0.000362438,6402.6,0.05441191,2035.6,2044.6,0.004421301,2073,0.013890247,-0.004058863,-1,0.040521663,-0.040521663,1.420625999,1.368359615,-0.040921663
95,95,95,IC1509.CCFX,2015/8/31,IH1509.CCFX,6236.4,6227.8,-0.001379001,5961.4,-0.04277594,2054,2052,-0.00097371,2052.8,0.000389864,-0.000405291,-1,-0.043165804,0.043165804,1.481948461,1.426878613,0.042765804
96,96,96,IC1509.CCFX,2015/9/1,IH1509.CCFX,5825.6,5789,-0.006282615,5373,-0.071860425,2047.4,2036.4,-0.005372668,2036,-0.000196425,-0.000909947,-1,-0.071664,0.071664,1.588150816,1.52856369,0.071264
97,97,97,IC1509.CCFX,2015/9/2,IH1509.CCFX,5153,5198.4,0.008810402,5377,0.034356725,2017.6,2021.4,0.001883426,2007.8,-0.00672801,0.006926976,1,0.041084735,0.041084735,1.653399572,1.5907529,0.040684735
98,98,98,IC1509.CCFX,2015/9/7,IH1509.CCFX,5720.2,5820,0.017446942,5795,-0.004295533,2089,2119.8,0.014743897,2052.4,-0.031795452,0.002703046,1,0.02749992,0.02749992,1.698867928,1.633862176,0.02709992
99,99,99,IC1509.CCFX,2015/9/8,IH1509.CCFX,5782.2,5859.4,0.01335132,6383,0.089360685,2062,2084.6,0.010960233,2170.4,0.041158975,0.002391087,1,0.04820171,0.04820171,1.780756267,1.711963582,0.04780171
100,100,100,IC1509.CCFX,2015/9/9,IH1509.CCFX,6399.8,6370.4,-0.004593894,6369,-0.000219766,2176.2,2167.8,-0.003859939,2177.8,0.004612972,-0.000733954,-1,-0.004832738,0.004832738,1.789362195,1.719552268,0.004432738
101,101,101,IC1509.CCFX,2015/9/10,IH1509.CCFX,6241.2,6281.4,0.006441069,6319,0.005985927,2153,2154,0.000464468,2181.6,0.01281337,0.005976601,1,-0.006827444,-0.006827444,1.777145426,1.707124301,-0.007227444
102,102,102,IC1509.CCFX,2015/9/11,IH1509.CCFX,6407.4,6412,0.00071792,6420,0.001247661,2194.6,2197.8,0.001458124,2176.2,-0.00982801,-0.000740205,-1,0.01107567,-0.01107567,1.757462349,1.687533905,-0.01147567
103,103,103,IC1509.CCFX,2015/9/14,IH1509.CCFX,6481.2,6479,-0.000339443,5758.2,-0.111251736,2192.2,2191.4,-0.00036493,2134,-0.026193301,2.55E-05,1,-0.085058435,-0.085058435,1.607975351,1.543319898,-0.085458435
104,104,104,IC1509.CCFX,2015/9/15,IH1509.CCFX,5773.6,5804.2,0.005299986,5663.6,-0.024223838,2146.6,2147.4,0.000372682,2160,0.005867561,0.004927304,1,-0.030091399,-0.030091399,1.559589124,1.496261915,-0.030491399
105,105,105,IC1509.CCFX,2015/9/16,IH1509.CCFX,5802.2,5769.4,-0.005653028,6050.8,0.048774569,2166,2156.2,-0.004524469,2243.6,0.040534273,-0.001128559,-1,0.008240296,-0.008240296,1.546737648,1.48333377,-0.008640296
106,106,106,IC1509.CCFX,2015/9/17,IH1509.CCFX,6029.6,6046,0.002719915,5955,-0.015051274,2224.2,2224.2,0,2195.2,-0.013038396,0.002719915,1,-0.002012878,-0.002012878,1.543624254,1.479754666,-0.002412878
107,107,107,IC1510.CCFX,2015/9/18,IH1510.CCFX,5822.6,5808.8,-0.002370075,5830,0.003649635,2177.8,2170,-0.003581596,2151,-0.00875576,0.001211521,1,0.012405395,0.012405395,1.562773523,1.497519706,0.012005395
108,108,108,IC1510.CCFX,2015/9/21,IH1510.CCFX,5721,5756.8,0.006257647,6170.2,0.071810728,2135.8,2136.2,0.000187283,2185.6,0.023125176,0.006070364,1,0.048685553,0.048685553,1.638858016,1.569828273,0.048285553
109,109,109,IC1510.CCFX,2015/9/22,IH1510.CCFX,6164.2,6155.8,-0.001362707,6077.8,-0.012670977,2177.6,2176.2,-0.00064291,2194.2,0.008271299,-0.000719798,-1,-0.020942276,0.020942276,1.673179432,1.602076118,0.020542276
