,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee,fee_cum,fee_ret
0,IC1505.CCFX,2015-04-16,IH1505.CCFX,7527.4,7530.2,0.000371974386906615,7707.8,0.023585030942073315,3112.8,3101.0,-0.003790799280390722,3283.8,0.05894872621734937,0.004162773667297337,1.0,-0.03536369527527605,-0.03536369527527605,1.0,0.0,1.0,-0.03536369527527605
1,IC1505.CCFX,2015-04-17,IH1505.CCFX,7663.0,7694.8,0.004149810779068286,7758.2,0.008239330456931926,3340.4,3323.8,-0.00496946473476223,3254.0,-0.021000060172092216,0.009119275513830516,1.0,0.029239390629024142,0.029239390629024142,1.0292393906290243,0.0,1.0292393906290243,0.029239390629024142
2,IC1505.CCFX,2015-04-20,IH1505.CCFX,7677.4,7702.6,0.0032823612160368665,7622.2,-0.010438033910627698,3273.0,3246.4,-0.008127100519401131,3146.8,-0.030680137999014256,0.011409461735437998,1.0,0.02024210408838656,0.02024210408838656,1.0500733615060045,0.0,1.0500733615060045,0.02024210408838656
3,IC1505.CCFX,2015-04-21,IH1505.CCFX,7655.0,7673.0,0.0023514043109078564,8140.4,0.06091489638993863,3191.2,3205.6,0.004512409125094097,3234.0,0.008859495882206136,-0.0021610048141862404,-1.0,0.0520554005077325,-0.0520554005077325,0.9954113721103085,0.0004,0.9949913427657061,-0.052455400507732494
4,IC1505.CCFX,2015-04-22,IH1505.CCFX,8127.6,8131.4,0.00046754269403015414,8189.8,0.0071820350739111305,3267.4,3252.8,-0.004468384648344204,3308.0,0.016969995081160816,0.004935927342374358,1.0,-0.009787960007249685,-0.009787960007249685,0.9856683254093312,0.0004,0.9848544107580495,-0.010187960007249685
5,IC1505.CCFX,2015-04-23,IH1505.CCFX,8196.0,8225.6,0.0036115178135676107,8265.6,0.004862867146469663,3339.2,3338.0,-0.0003593675131767782,3267.8,-0.02103055721989211,0.003970885326744389,1.0,0.025893424366361772,0.025893424366361772,1.0111906536436361,0.0,1.0103556639548907,0.025893424366361772
6,IC1505.CCFX,2015-04-24,IH1505.CCFX,8169.0,8180.0,0.0013465540457828773,8327.2,0.01799511002444998,3253.0,3260.6,0.002336304949277501,3233.0,-0.008464699748512494,-0.000989750903494624,-1.0,0.026459809772962473,-0.026459809772962473,0.984434741304028,0.0004,0.9832177030180272,-0.026859809772962474
7,IC1505.CCFX,2015-04-27,IH1505.CCFX,8460.2,8458.4,-0.00021276092763777843,8347.2,-0.01314669441029026,3274.4,3276.8,0.0007329587099926815,3357.6,0.024658203125,-0.00094571963763046,-1.0,-0.03780489753529026,0.03780489753529026,1.0216511958292067,0.0,1.0203881475355072,0.03780489753529026
8,IC1505.CCFX,2015-04-28,IH1505.CCFX,8409.0,8406.6,-0.00028540849090252784,8147.0,-0.0308804986558181,3324.8,3335.2,0.0031280076997111106,3286.8,-0.01451187335092341,-0.0034134161906136384,-1.0,-0.01636862530489469,0.01636862530489469,1.0383742214460325,0.0,1.0370904987880716,0.01636862530489469
9,IC1505.CCFX,2015-04-29,IH1505.CCFX,8120.0,8133.0,0.0016009852216749554,8302.2,0.020804131316857433,3291.2,3297.0,0.0017622751579970952,3295.2,-0.0005459508644222177,-0.00016128993632213984,-1.0,0.02135008218127965,-0.02135008218127965,1.0162048464832374,0.0,1.014948531409522,-0.02135008218127965
