,Unnamed: 0,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee,fee_cum,fee_ret
891,891,IC1812.CCFX,2018-12-06,IH1812.CCFX,4429.0,4415.0,-0.003160984420862545,4388.2,-0.006070215175537963,2460.2,2457.6,-0.00105682464840251,2443.8,-0.005615234374999889,-0.0021041597724600347,-1.0,-0.00045498080053807405,0.00045498080053807405,2.459519908259216,0.0004,2.0633649450918248,5.498080053807403e-05
892,892,IC1812.CCFX,2018-12-07,IH1812.CCFX,4408.6,4406.8,-0.00040829288209409675,4386.0,-0.004719978215485199,2452.4,2450.6,-0.0007339748817485336,2433.4,-0.007018689300579362,0.00032568199965443684,1.0,0.0022987110850941628,0.0022987110850941628,2.465173633936341,0.0004,2.067282678985665,0.0018987110850941628
893,893,IC1812.CCFX,2018-12-10,IH1812.CCFX,4362.2,4358.0,-0.0009628169272385412,4336.6,-0.004910509407985209,2419.8,2425.6,0.0023968923051491675,2416.8,-0.0036279683377307133,-0.003359709232387709,-1.0,-0.0012825410702544948,0.0012825410702544948,2.468335320367173,0.0004,2.0691071408536956,0.0008825410702544949
894,894,IC1812.CCFX,2018-12-11,IH1812.CCFX,4356.4,4363.8,0.0016986502616840315,4387.2,0.0053622989137906965,2418.0,2423.8,0.0023986765922250357,2423.2,-0.0002475451769949899,-0.0007000263305410037,-1.0,0.005609844090785686,-0.005609844090785686,2.4544883440561334,0.0,2.0574997723863753,-0.005609844090785686
895,895,IC1812.CCFX,2018-12-12,IH1812.CCFX,4401.0,4386.6,-0.003271983640081744,4371.8,-0.003373911457621004,2439.4,2429.4,-0.004099368697220607,2427.0,-0.0009878982464806008,0.000827385057138863,1.0,-0.002386013211140403,-0.002386013211140403,2.448631902440625,0.0004,2.0517675508385884,-0.0027860132111404033
896,896,IC1812.CCFX,2018-12-13,IH1812.CCFX,4384.8,4366.4,-0.004196314541142221,4430.2,0.014611579333088988,2429.8,2430.8,0.00041155650670843263,2460.2,0.012094783610334005,-0.0046078710478506535,-1.0,0.0025167957227549827,-0.0025167957227549827,2.4424691961419613,0.0004,2.045782964022215,-0.002916795722754983
897,897,IC1812.CCFX,2018-12-14,IH1812.CCFX,4420.2,4424.0,0.0008596896068051585,4329.6,-0.02133815551537066,2449.0,2450.6,0.0006533278889342409,2429.6,-0.008569329960009808,0.00020636171787091762,1.0,-0.012768825555360852,-0.012768825555360852,2.4112817330520824,0.0004,2.0188424050448774,-0.013168825555360851
898,898,IC1812.CCFX,2018-12-17,IH1812.CCFX,4320.0,4326.4,0.001481481481481417,4321.2,-0.0012019230769230171,2429.2,2434.0,0.0019759591635106766,2430.6,-0.0013968775677897227,-0.0004944776820292597,-1.0,0.0001949544908667056,-0.0001949544908667056,2.4108116428494792,0.0004,2.0176412856896437,-0.0005949544908667056
899,899,IC1812.CCFX,2018-12-18,IH1812.CCFX,4305.0,4310.4,0.0012543554006967386,4295.2,-0.0035263548626577328,2418.6,2427.0,0.0034730836020839817,2398.2,-0.011866501854140954,-0.0022187282013872434,-1.0,0.008340146991483222,-0.008340146991483222,2.3907051193793354,0.0,2.000813860790907,-0.008340146991483222
900,900,IC1812.CCFX,2018-12-19,IH1812.CCFX,4301.0,4293.2,-0.0018135317368054293,4236.2,-0.013276809838814851,2403.6,2403.0,-0.00024962556165752936,2372.6,-0.012650853100291348,-0.0015639061751479,-1.0,-0.0006259567385235032,0.0006259567385235032,2.3922015973586332,0.0,2.0020662837096,0.0006259567385235032
