,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee,fee_cum,fee_ret
0,IC1505.CCFX,2015-04-16,IH1505.CCFX,7705.46,7609.52,-0.012450911431634126,7707.8,0.02391136852732534,3045.85,3055.54,0.0031813779404763487,3283.8,0.061344537815126055,-0.015632289372110475,-1.0,-0.037433169287800716,0.037433169287800716,1.0,0.0,1.0,0.037433169287800716
1,IC1505.CCFX,2015-04-17,IH1505.CCFX,7979.35,8013.18,0.004239693709387371,7758.2,0.011024812343619628,3251.98,3246.09,-0.001811204250948606,3254.0,-0.01780863265922128,0.006050897960335977,1.0,0.028833445002840907,0.028833445002840907,1.028833445002841,0.0004,1.028433445002841,0.028433445002840906
2,IC1505.CCFX,2015-04-20,IH1505.CCFX,7960.26,7870.04,-0.011333800654752535,7622.2,-0.011567289986254115,3267.85,3226.64,-0.012610737946968209,3146.8,-0.03234932349323483,0.001276937292215674,1.0,0.020782033506980713,0.020782033506980713,1.0502146961299925,0.0,1.0498063833165898,0.020782033506980713
3,IC1505.CCFX,2015-04-21,IH1505.CCFX,7850.03,7917.02,0.008533725348820465,8140.4,0.05956161816004579,3163.29,3179.44,0.0051054440155660075,3234.0,0.008293321693583655,0.003428281333254457,1.0,0.05126829646646214,0.05126829646646214,1.1040574145246205,0.0,1.1036281682088491,0.05126829646646214
4,IC1505.CCFX,2015-04-22,IH1505.CCFX,8180.12,8210.74,0.0037432213708357143,8189.8,0.008025010462053395,3219.7,3216.84,-0.0008882815169114489,3308.0,0.017533066748692816,0.004631502887747163,1.0,-0.009508056286639421,-0.009508056286639421,1.0935599744836388,0.0,1.0931348094659987,-0.009508056286639421
5,IC1505.CCFX,2015-04-23,IH1505.CCFX,8371.07,8364.62,-0.0007705108188079679,8265.6,0.006404480701327264,3311.07,3300.6,-0.003162119798131746,3267.8,-0.019503120499279936,0.0023916089793237783,1.0,0.0259076012006072,0.0259076012006072,1.1218914901915071,0.0,1.1214553101681455,0.0259076012006072
6,IC1505.CCFX,2015-04-24,IH1505.CCFX,8321.33,8287.3799,-0.004079888671642662,8327.2,0.019041558568701378,3226.38,3237.15,0.003338106484666925,3233.0,-0.006819857458835066,-0.007417995156309587,-1.0,0.025861416027536444,-0.025861416027536444,1.0928777876259117,0.0004,1.0920043057115298,-0.026261416027536445
7,IC1505.CCFX,2015-04-27,IH1505.CCFX,8509.05,8548.44,0.004629188922382843,8347.2,-0.01314669441029026,3257.9699,3266.15,0.002510796677403393,3357.6,0.02528398680835453,0.00211839224497945,1.0,-0.03843068121864479,-0.03843068121864479,1.0508777497587225,0.0004,1.049601034627058,-0.03883068121864479
8,IC1505.CCFX,2015-04-28,IH1505.CCFX,8533.67,8513.93,-0.002313189987426245,8147.0,-0.0312722948870392,3309.53,3312.14,0.0007886316183867148,3286.8,-0.014570966001079322,-0.00310182160581296,-1.0,-0.016701328885959876,0.016701328885959876,1.0684288046763804,0.0004,1.0667109262915573,0.016301328885959875
9,IC1505.CCFX,2015-04-29,IH1505.CCFX,8242.11,8221.07,-0.002552744382203209,8302.2,0.020553165334972423,3268.52,3270.89,0.0007250988214848597,3295.2,0.0017023346303501885,-0.003277843203688069,-1.0,0.018850830704622235,-0.018850830704622235,1.048288034159484,0.0,1.0466025392092644,-0.018850830704622235
10,IC1505.CCFX,2015-04-30,IH1505.CCFX,8460.39,8482.51,0.0026145366821153093,8338.8,-0.005841817878347144,3290.58,3294.45,0.001176084459274529,3269.4,-0.015240963855421619,0.0014384522228407803,1.0,0.009399145977074475,0.009399145977074475,1.0581410464185697,0.0004,1.0560210682395852,0.008999145977074475
11,IC1505.CCFX,2015-05-04,IH1505.CCFX,8495.22,8501.26,0.0007109880615217001,8347.2,2.396070444476983e-05,3250.12,3253.7,0.0011014977908507806,3273.2,-0.0013424456919697292,-0.00039050972932908046,-1.0,0.001366406396414499,-0.001366406396414499,1.0566951957244346,0.0004,1.0541557058698983,-0.001766406396414499
12,IC1505.CCFX,2015-05-05,IH1505.CCFX,8501.12,8474.44,-0.003138409997741509,8145.0,-0.02037429038776095,3266.81,3254.25,-0.003844729261879287,3163.0,-0.03195201077309173,0.000706319264137778,1.0,0.01157772038533078,0.01157772038533078,1.0689293172330545,0.0004,1.065938763592713,0.011177720385330782
13,IC1505.CCFX,2015-05-06,IH1505.CCFX,8220.6,8271.17,0.006151619103228478,8040.8,-0.019940519721125205,3175.89,3170.38,-0.0017349467393391604,3153.0,-0.009300571859485962,0.007886565842567639,1.0,-0.010639947861639243,-0.010639947861639243,1.0575559650299171,0.0,1.0545972307243863,-0.010639947861639243
14,IC1505.CCFX,2015-05-07,IH1505.CCFX,8043.01,8044.48,0.00018276739678291243,7911.4,-0.012704038336744383,3116.79,3134.02,0.005528123486022496,3111.2,-0.012317460317460394,-0.0053453560892395835,-1.0,-0.0003865780192839896,0.0003865780192839896,1.0579647929201603,0.0004,1.0545830759406924,-1.3421980716010415e-05
15,IC1505.CCFX,2015-05-08,IH1505.CCFX,7989.34,8038.81,0.006192000841120926,8171.2,0.022627152583099663,3126.0,3126.59,0.00018873960332688178,3099.8,-0.01292828938988666,0.006003261237794044,1.0,0.035555441972986324,0.035555441972986324,1.0955811987242954,0.0004,1.0916574100726189,0.035155441972986326
16,IC1505.CCFX,2015-05-11,IH1505.CCFX,8291.62,8274.87,-0.002020111871986363,8489.8,0.03529096141651622,3112.2399,3097.58,-0.004710401662802455,3160.0,0.018566271273852575,0.0026902897908160917,1.0,0.016724690142663645,0.016724690142663645,1.1139044547990873,0.0,1.1099150419980262,0.016724690142663645
