,instrumentID_IC,tradedate,instrumentID_IH,ICopen,ICopen2,ICopen_ret,ICclose,IC_rest_of_the_day,IHopen,IHopen2,IHopen_ret,IHclose,IH_rest_of_the_day,dopen,signal,drest,ret,cum,fee,fee_cum,fee_ret
0,IC1505.CCFX,2015-04-16,IH1505.CCFX,7527.4,7610.8,0.011079522810000908,7707.8,0.012745046512850244,3112.8,3112.4,-0.0001285016705216968,3283.8,0.05507004241100111,0.011208024480522605,1.0,-0.04232499589815086,-0.04232499589815086,1.0,0.0,1.0,-0.04232499589815086
1,IC1505.CCFX,2015-04-17,IH1505.CCFX,7663.0,7844.0,0.023619992170168302,7758.2,-0.010938296787353363,3340.4,3299.0,-0.012393725302359049,3254.0,-0.013640497120339545,0.03601371747252735,1.0,0.002702200332986182,0.002702200332986182,1.0027022003329862,0.0,1.0027022003329862,0.002702200332986182
2,IC1505.CCFX,2015-04-20,IH1505.CCFX,7677.4,7732.2,0.0071378331205878,7622.2,-0.014226222808515043,3273.0,3281.0,0.002444240757714544,3146.8,-0.04090216397439794,0.004693592362873256,1.0,0.0266759411658829,0.0266759411658829,1.0294502252359703,0.0,1.0294502252359703,0.0266759411658829
3,IC1505.CCFX,2015-04-21,IH1505.CCFX,7655.0,7743.4,0.011548007838014351,8140.4,0.051269468192266965,3191.2,3179.6,-0.0036349962396590163,3234.0,0.017109070323311215,0.015183004077673368,1.0,0.03416039786895575,0.03416039786895575,1.0646166545163172,0.0,1.0646166545163172,0.03416039786895575
4,IC1505.CCFX,2015-04-22,IH1505.CCFX,8127.6,8120.0,-0.0009350853880605303,8189.8,0.008596059113300525,3267.4,3256.6,-0.003305380424802662,3308.0,0.015783332309770914,0.0023702950367421316,1.0,-0.0071872731964703895,-0.0071872731964703895,1.056964963770796,0.0,1.056964963770796,-0.0071872731964703895
5,IC1505.CCFX,2015-04-23,IH1505.CCFX,8196.0,8242.4,0.0056612981942409935,8265.6,0.002814714160924048,3339.2,3322.8,-0.0049113560134163015,3267.8,-0.016552305284699642,0.010572654207657295,1.0,0.01936701944562369,0.01936701944562369,1.077435224777488,0.0,1.077435224777488,0.01936701944562369
6,IC1505.CCFX,2015-04-24,IH1505.CCFX,8169.0,8236.4,0.008250703880523957,8327.2,0.011024233888592194,3253.0,3260.8,0.0023977866584692364,3233.0,-0.008525515210991208,0.005852917222054721,1.0,0.019549749099583402,0.019549749099583402,1.0984988130929412,0.0,1.0984988130929412,0.019549749099583402
7,IC1505.CCFX,2015-04-27,IH1505.CCFX,8460.2,8543.4,0.009834282877473122,8347.2,-0.022965095863473395,3274.4,3298.2,0.007268507207427222,3357.6,0.018009823540112713,0.0025657756700459,1.0,-0.04097491940358611,-0.04097491940358611,1.0534879127615229,0.0,1.0534879127615229,-0.04097491940358611
8,IC1505.CCFX,2015-04-28,IH1505.CCFX,8409.0,8285.6,-0.014674753240575544,8147.0,-0.016727816935406037,3324.8,3313.4,-0.0034287776708373796,3286.8,-0.008028007484758848,-0.011245975569738165,-1.0,-0.008699809450647189,0.008699809450647189,1.0626530568611081,0.0004,1.0622316616960037,0.00829980945064719
9,IC1505.CCFX,2015-04-29,IH1505.CCFX,8120.0,8203.4,0.010270935960591032,8302.2,0.012043786722578664,3291.2,3284.6,-0.00200534759358284,3295.2,0.003227181391950218,0.012276283554173872,1.0,0.008816605330628446,0.008816605330628446,1.0720220494668384,0.0004,1.0711720463621965,0.008416605330628447
10,IC1505.CCFX,2015-04-30,IH1505.CCFX,8369.6,8369.6,0.0,8338.8,-0.003679984706557171,3319.2,3311.6,-0.002289708363461096,3269.4,-0.012743084913636848,0.002289708363461096,1.0,0.009063100207079677,0.009063100207079677,1.0817378927253554,0.0,1.0808801859573998,0.009063100207079677
11,IC1505.CCFX,2015-05-04,IH1505.CCFX,8338.0,8253.6,-0.010122331494363146,8347.2,0.011340505961035197,3276.4,3240.4,-0.010987669393236477,3273.2,0.010122207134921624,0.0008653378988733307,1.0,0.001218298826113573,0.001218298826113573,1.0830557727302252,0.0,1.0821970210191212,0.001218298826113573
12,IC1505.CCFX,2015-05-05,IH1505.CCFX,8317.8,8281.6,-0.004352112337396741,8145.0,-0.01649439721792889,3269.6,3270.6,0.0003058478101296558,3163.0,-0.03289916223322931,-0.0046579601475263965,-1.0,0.016404765015300415,-0.016404765015300415,1.0652884972801213,0.0004,1.0640109543806369,-0.016804765015300416
13,IC1505.CCFX,2015-05-06,IH1505.CCFX,8200.2,8202.4,0.00026828613936236145,8040.8,-0.019701550765629516,3186.6,3198.4,0.0037030063390448564,3153.0,-0.014194597298649358,-0.003434720199682495,-1.0,-0.005506953466980158,0.005506953466980158,1.071154991463552,0.0,1.069870413194768,0.005506953466980158
