,instrumentID,tradedate
850,IC1810                        ,2018-10-10
851,IC1810                        ,2018-10-11
852,IC1810                        ,2018-10-12
853,IC1810                        ,2018-10-15
854,IC1810                        ,2018-10-16
855,IC1810                        ,2018-10-17
856,IC1810                        ,2018-10-18
857,IC1811                        ,2018-10-19
858,IC1811                        ,2018-10-22
859,IC1811                        ,2018-10-23
860,IC1811                        ,2018-10-24
861,IC1811                        ,2018-10-25
862,IC1811                        ,2018-10-26
863,IC1811                        ,2018-10-29
864,IC1811                        ,2018-10-30
865,IC1811                        ,2018-10-31
866,IC1811                        ,2018-11-01
867,IC1811                        ,2018-11-02
868,IC1811                        ,2018-11-05
869,IC1811                        ,2018-11-06
870,IC1811                        ,2018-11-07
871,IC1811                        ,2018-11-08
872,IC1811                        ,2018-11-09
873,IC1811                        ,2018-11-12
874,IC1811                        ,2018-11-13
875,IC1811                        ,2018-11-14
876,IC1811                        ,2018-11-15
877,IC1812                        ,2018-11-16
878,IC1812                        ,2018-11-19
879,IC1812                        ,2018-11-20
880,IC1812                        ,2018-11-21
881,IC1812                        ,2018-11-22
882,IC1812                        ,2018-11-23
883,IC1812                        ,2018-11-26
884,IC1812                        ,2018-11-27
885,IC1812                        ,2018-11-28
886,IC1812                        ,2018-11-29
887,IC1812                        ,2018-11-30
888,IC1812                        ,2018-12-03
889,IC1812                        ,2018-12-04
890,IC1812                        ,2018-12-05
891,IC1812                        ,2018-12-06
892,IC1812                        ,2018-12-07
893,IC1812                        ,2018-12-10
894,IC1812                        ,2018-12-11
895,IC1812                        ,2018-12-12
896,IC1812                        ,2018-12-13
897,IC1812                        ,2018-12-14
898,IC1812                        ,2018-12-17
899,IC1812                        ,2018-12-18
900,IC1812                        ,2018-12-19
901,IC1812                        ,2018-12-20
902,IC1901                        ,2018-12-21
903,IC1901                        ,2018-12-24
904,IC1901                        ,2018-12-25
905,IC1901                        ,2018-12-26
906,IC1901                        ,2018-12-27
907,IC1901                        ,2018-12-28
908,IC1901                        ,2019-01-02
909,IC1901                        ,2019-01-03
910,IC1901                        ,2019-01-04
911,IC1901                        ,2019-01-07
912,IC1901                        ,2019-01-08
913,IC1901                        ,2019-01-09
914,IC1901                        ,2019-01-10
915,IC1901                        ,2019-01-11
916,IC1901                        ,2019-01-14
917,IC1901                        ,2019-01-15
918,IC1901                        ,2019-01-16
919,IC1901                        ,2019-01-17
920,IC1902                        ,2019-01-18
921,IC1902                        ,2019-01-21
922,IC1902                        ,2019-01-22
923,IC1902                        ,2019-01-23
924,IC1902                        ,2019-01-24
925,IC1902                        ,2019-01-25
926,IC1902                        ,2019-01-28
927,IC1902                        ,2019-01-29
928,IC1902                        ,2019-01-30
929,IC1902                        ,2019-01-31
930,IC1902                        ,2019-02-01
931,IC1902                        ,2019-02-11
932,IC1902                        ,2019-02-12
933,IC1902                        ,2019-02-13
934,IC1902                        ,2019-02-14
935,IC1903                        ,2019-02-15
936,IC1903                        ,2019-02-18
937,IC1903                        ,2019-02-19
938,IC1903                        ,2019-02-20
939,IC1903                        ,2019-02-21
940,IC1903                        ,2019-02-22
941,IC1903                        ,2019-02-25
942,IC1903                        ,2019-02-26
943,IC1903                        ,2019-02-27
944,IC1903                        ,2019-02-28
945,IC1903                        ,2019-03-01
946,IC1903                        ,2019-03-04
947,IC1903                        ,2019-03-05
948,IC1903                        ,2019-03-06
949,IC1903                        ,2019-03-07
950,IC1903                        ,2019-03-08
951,IC1903                        ,2019-03-11
952,IC1903                        ,2019-03-12
953,IC1903                        ,2019-03-13
954,IC1903                        ,2019-03-14
955,IC1904                        ,2019-03-15
956,IC1904                        ,2019-03-18
957,IC1904                        ,2019-03-19
958,IC1904                        ,2019-03-20
959,IC1904                        ,2019-03-21
960,IC1904                        ,2019-03-22
961,IC1904                        ,2019-03-25
962,IC1904                        ,2019-03-26
963,IC1904                        ,2019-03-27
964,IC1904                        ,2019-03-28
965,IC1904                        ,2019-03-29
966,IC1904                        ,2019-04-01
967,IC1904                        ,2019-04-02
968,IC1904                        ,2019-04-03
969,IC1904                        ,2019-04-04
970,IC1904                        ,2019-04-08
971,IC1904                        ,2019-04-09
972,IC1904                        ,2019-04-10
973,IC1904                        ,2019-04-11
974,IC1904                        ,2019-04-12
975,IC1904                        ,2019-04-15
976,IC1904                        ,2019-04-16
977,IC1904                        ,2019-04-17
978,IC1904                        ,2019-04-18
979,IC1905                        ,2019-04-19
980,IC1905                        ,2019-04-22
981,IC1905                        ,2019-04-23
982,IC1905                        ,2019-04-24
983,IC1905                        ,2019-04-25
984,IC1905                        ,2019-04-26
985,IC1905                        ,2019-04-29
986,IC1905                        ,2019-04-30
987,IC1905                        ,2019-05-06
988,IC1905                        ,2019-05-07
989,IC1905                        ,2019-05-08
990,IC1905                        ,2019-05-09
991,IC1905                        ,2019-05-10
992,IC1905                        ,2019-05-13
993,IC1905                        ,2019-05-14
994,IC1905                        ,2019-05-15
995,IC1905                        ,2019-05-16
996,IC1906                        ,2019-05-17
997,IC1906                        ,2019-05-20
998,IC1906                        ,2019-05-21
999,IC1906                        ,2019-05-22
1000,IC1906                        ,2019-05-23
1001,IC1906                        ,2019-05-24
1002,IC1906                        ,2019-05-27
1003,IC1906                        ,2019-05-28
1004,IC1906                        ,2019-05-29
1005,IC1906                        ,2019-05-30
1006,IC1906                        ,2019-05-31
1007,IC1906                        ,2019-06-03
1008,IC1906                        ,2019-06-04
1009,IC1906                        ,2019-06-05
1010,IC1906                        ,2019-06-06
1011,IC1906                        ,2019-06-10
1012,IC1906                        ,2019-06-11
1013,IC1906                        ,2019-06-12
1014,IC1906                        ,2019-06-13
1015,IC1906                        ,2019-06-14
1016,IC1906                        ,2019-06-17
1017,IC1906                        ,2019-06-18
1018,IC1906                        ,2019-06-19
1019,IC1906                        ,2019-06-20
1020,IC1907                        ,2019-06-21
1021,IC1907                        ,2019-06-24
1022,IC1907                        ,2019-06-25
1023,IC1907                        ,2019-06-26
1024,IC1907                        ,2019-06-27
1025,IC1907                        ,2019-06-28
1026,IC1907                        ,2019-07-01
1027,IC1907                        ,2019-07-02
1028,IC1907                        ,2019-07-03
1029,IC1907                        ,2019-07-04
1030,IC1907                        ,2019-07-05
1031,IC1907                        ,2019-07-08
1032,IC1907                        ,2019-07-09
1033,IC1907                        ,2019-07-10
1034,IC1907                        ,2019-07-11
1035,IC1907                        ,2019-07-12
1036,IC1907                        ,2019-07-15
1037,IC1907                        ,2019-07-16
1038,IC1907                        ,2019-07-17
1039,IC1907                        ,2019-07-18
1040,IC1908                        ,2019-07-19
1041,IC1908                        ,2019-07-22
1042,IC1908                        ,2019-07-23
1043,IC1908                        ,2019-07-24
1044,IC1908                        ,2019-07-25
1045,IC1908                        ,2019-07-26
1046,IC1908                        ,2019-07-29
1047,IC1908                        ,2019-07-30
1048,IC1908                        ,2019-07-31
1049,IC1908                        ,2019-08-01
1050,IC1908                        ,2019-08-02
1051,IC1908                        ,2019-08-05
1052,IC1908                        ,2019-08-06
1053,IC1908                        ,2019-08-07
1054,IC1908                        ,2019-08-08
1055,IC1908                        ,2019-08-09
1056,IC1908                        ,2019-08-12
1057,IC1908                        ,2019-08-13
1058,IC1908                        ,2019-08-14
1059,IC1908                        ,2019-08-15
1060,IC1909                        ,2019-08-16
1061,IC1909                        ,2019-08-19
1062,IC1909                        ,2019-08-20
1063,IC1909                        ,2019-08-21
1064,IC1909                        ,2019-08-22
1065,IC1909                        ,2019-08-23
1066,IC1909                        ,2019-08-26
1067,IC1909                        ,2019-08-27
1068,IC1909                        ,2019-08-28
