,tradedate,ICmIH_f,dbasis,signal,ret,cum
580,2017-08-30,0.012605566637703841,26.629999999999654,1.0,0.012605566637703841,2.002334753623081
581,2017-08-31,0.007245663532454498,23.229999999999563,1.0,0.007245663532454498,2.016842997527174
582,2017-09-01,0.012751759039509928,16.400000000000546,1.0,0.012751759039509928,2.0425612934521635
583,2017-09-04,0.0029162339236589816,4.979999999999563,1.0,0.0029162339236589816,2.0485178799872816
584,2017-09-05,-0.002300271466450937,22.329999999999927,1.0,-0.002300271466450937,2.043805732759432
585,2017-09-06,0.009789548111490123,5.210000000000036,1.0,0.009789548111490123,2.0638136673108196
586,2017-09-07,0.00117634396845419,14.989999999999782,1.0,0.00117634396845419,2.066241422070374
587,2017-09-08,0.002658590820380541,11.770000000000891,1.0,0.002658590820380541,2.07173471254778
588,2017-09-11,0.01820847439992676,23.0900000000006,1.0,0.01820847439992676,2.109457841024646
589,2017-09-12,-0.007944010615899597,-2.519999999999982,-1.0,0.007944010615899597,2.1262153965075385
590,2017-09-13,0.009118273209129396,4.4699999999998,1.0,0.009118273209129396,2.1456028093943518
591,2017-09-14,0.0062172780498082865,4.309999999999491,1.0,0.0062172780498082865,2.158942618644806
592,2017-09-15,-0.006540468858173382,-9.6599999999994,-1.0,0.006540468858173382,2.173063115608636
593,2017-09-18,0.010812556639951312,46.659999999999854,1.0,0.010812556639951312,2.1965594836283433
594,2017-09-19,-0.0073353048854814485,5.6700000000005275,1.0,-0.0073353048854814485,2.180447050116834
595,2017-09-20,0.01104914274905322,41.929999999999836,1.0,0.01104914274905322,2.204539120830327
596,2017-09-21,-0.015208623933239376,36.4399999999996,1.0,-0.015208623933239376,2.1710111143955046
597,2017-09-22,-0.00871774132599408,28.099999999999454,1.0,-0.00871774132599408,2.1520848010843463
598,2017-09-25,-0.013247122140748885,44.960000000000036,1.0,-0.013247122140748885,2.123575870867133
599,2017-09-26,0.00589314755260204,50.58999999999969,1.0,0.00589314755260204,2.1360904168132984
600,2017-09-27,0.017897093346954492,41.530000000000655,1.0,0.017897093346954492,2.174320226400541
601,2017-09-28,-0.0027938431951219523,29.390000000000327,1.0,-0.0027938431951219523,2.1682455166319956
602,2017-09-29,0.003009366051282027,26.509999999999764,1.0,0.003009366051282027,2.1747705610805923
603,2017-10-09,0.006175351718771856,15.530000000000655,1.0,0.006175351718771856,2.188200534202896
604,2017-10-10,0.005869629341880968,3.2899999999999636,1.0,0.005869629341880968,2.201044460264373
605,2017-10-11,-0.013184143430251549,-8.460000000000491,-1.0,0.013184143430251549,2.230063346124859
606,2017-10-12,-0.004984231432380596,9.75,1.0,-0.004984231432380596,2.2189481942989038
607,2017-10-13,0.010429128769390478,11.350000000000819,1.0,0.010429128769390478,2.2420898907498534
608,2017-10-16,-0.01973933666974112,-3.7600000000002183,-1.0,0.01973933666974112,2.2863472579471877
609,2017-10-17,-0.0015072610583659015,14.769999999999982,1.0,-0.0015072610583659015,2.2829011357593822
610,2017-10-18,-0.015281504957462297,24.4099999999994,1.0,-0.015281504957462297,2.248014970735879
611,2017-10-19,-0.0074367101359051205,15.829999999999018,1.0,-0.0074367101359051205,2.2312971350173414
612,2017-10-20,0.011123217820070707,-2.2400000000002365,-1.0,-0.011123217820070707,2.206477930963244
613,2017-10-23,0.00641829528483924,44.58000000000038,1.0,0.00641829528483924,2.220639757863647
614,2017-10-24,-0.006498417926462064,44.79000000000042,1.0,-0.006498417926462064,2.2062091126529317
615,2017-10-25,0.0061622620247530225,42.54999999999973,1.0,0.0061622620247530225,2.219804351286497
616,2017-10-26,-0.006787232859086605,49.350000000000364,1.0,-0.006787232859086605,2.204738022252702
617,2017-10-27,-0.01750947166538836,59.88999999999987,1.0,-0.01750947166538836,2.166134224322464
618,2017-10-30,-0.01294708509797917,36.54000000000087,1.0,-0.01294708509797917,2.1380891001865163
619,2017-10-31,0.007233788167001664,35.45000000000027,1.0,0.007233788167001664,2.1535555838194407
620,2017-11-01,-0.001871501428299292,56.69999999999982,1.0,-0.001871501428299292,2.1495252014684008
621,2017-11-02,-0.008475489230828536,74.14999999999964,1.0,-0.008475489230828536,2.1313069237719606
622,2017-11-03,-0.011182433242235987,48.43000000000029,1.0,-0.011182433242235987,2.1074737263781653
623,2017-11-06,0.017761710154039708,59.50999999999976,1.0,0.017761710154039708,2.144906063863348
624,2017-11-07,-0.0052209609150579645,38.880000000000564,1.0,-0.0052209609150579645,2.133707593137447
625,2017-11-08,0.005356876697163332,42.179999999999836,1.0,0.005356876697163332,2.145137601621685
626,2017-11-09,0.004476150247668463,23.729999999999563,1.0,0.004476150247668463,2.154739559828467
627,2017-11-10,-0.007739886388764231,13.990000000000691,1.0,-0.007739886388764231,2.138062120438019
628,2017-11-13,0.001568190621668999,25.479999999999563,1.0,0.001568190621668999,2.1414150094038353
629,2017-11-14,-0.004640602070934796,20.299999999999727,1.0,-0.004640602070934796,2.131477554476465
630,2017-11-15,-0.004570495740259715,24.69000000000051,1.0,-0.004570495740259715,2.121735645393271
631,2017-11-16,-0.006652423419947897,8.609999999999673,1.0,-0.006652423419947897,2.1076209614949186
632,2017-11-17,-0.02785992590237955,2.5100000000002183,1.0,-0.02785992590237955,2.048902797677368
633,2017-11-20,0.007645318795243296,36.73999999999887,1.0,0.007645318795243296,2.0645673127460773
634,2017-11-21,-0.014160560325654187,47.81999999999971,1.0,-0.014160560325654187,2.035331882767563
635,2017-11-22,-0.013068317157058315,51.38000000000011,1.0,-0.013068317157058315,2.0087335202036836
636,2017-11-23,-3.111761940014293e-05,71.27999999999975,1.0,-3.111761940014293e-05,2.0086710131985255
637,2017-11-24,0.003164288955768141,65.98000000000047,1.0,0.003164288955768141,2.015027028701361
638,2017-11-27,-0.006042349705636736,54.19999999999982,1.0,-0.006042349705636736,2.0028515307276376
639,2017-11-28,0.02595173624380709,56.04000000000042,1.0,0.02595173624380709,2.0548290053885867
640,2017-11-29,0.003794114436382185,39.000000000000455,1.0,0.003794114436382185,2.0626252617822285
641,2017-11-30,0.0006360291618312878,45.08999999999969,1.0,0.0006360291618312878,2.063937151598652
642,2017-12-01,0.018760972483870927,57.570000000000164,1.0,0.018760972483870927,2.102658619708233
643,2017-12-04,-0.01367655950294635,35.63000000000011,1.0,-0.01367655950294635,2.0739014839814103
644,2017-12-05,-0.038294889334146126,43.25999999999976,1.0,-0.038294889334146126,1.9944816561624208
645,2017-12-06,0.018858461556903933,30.429999999999836,1.0,0.018858461556903933,2.03209451180111
646,2017-12-07,0.0012215866386171802,32.470000000000255,1.0,0.0012215866386171802,2.034576891305133
647,2017-12-08,0.005800459386748899,43.179999999999836,1.0,0.005800459386748899,2.0463783719323665
648,2017-12-11,0.0036476535034014,30.800000000000182,1.0,0.0036476535034014,2.0538428511700304
649,2017-12-12,0.010868472485886469,17.86999999999989,1.0,0.010868472485886469,2.0761649856883064
650,2017-12-13,-0.0005232897562793574,5.809999999999945,1.0,-0.0005232897562793574,2.07507854981895
651,2017-12-14,0.008588142919633932,3.2999999999992724,1.0,0.008588142919633932,2.092899620974262
652,2017-12-15,0.00018267380840234632,2.6299999999996544,1.0,0.00018267380840234632,2.093281938918629
653,2017-12-18,-0.011670548853874595,34.190000000000055,1.0,-0.011670548853874595,2.0688521897855456
654,2017-12-19,-0.003927464681748979,47.129999999999654,1.0,-0.003927464681748979,2.060726845878404
655,2017-12-20,-0.012820911235803768,26.609999999999673,1.0,-0.012820911235803768,2.0343064499061594
656,2017-12-21,0.00330400494985718,45.720000000000255,1.0,0.00330400494985718,2.0410278084861755
657,2017-12-22,0.008243128791552791,23.13000000000011,1.0,0.008243128791552791,2.057852263578668
658,2017-12-25,-0.012037493691952771,9.510000000000218,1.0,-0.012037493691952771,2.033080879936869
659,2017-12-26,0.001973928416423192,31.29000000000042,1.0,0.001973928416423192,2.0370940360586633
660,2017-12-27,0.012663961062514077,15.409999999999854,1.0,0.012663961062514077,2.06289171561199
661,2017-12-28,-0.00035356919771931984,19.919999999999618,1.0,-0.00035356919771931984,2.0621623406431193
662,2017-12-29,0.011145854078633605,5.820000000000164,1.0,0.011145854078633605,2.0851469011783808
663,2018-01-02,-0.006926009181887578,-21.22000000000071,-1.0,0.006926009181887578,2.099588647761527
664,2018-01-03,0.005232304638297793,-3.100000000000364,-1.0,-0.005232304638297793,2.0886029603413268
