,instrumentID_IC,tradedate,instrumentID_IH,dbasis_premins,ICmIH,cum,ret,signal
0,IC1505.CCFX,2015-04-17,IH1505.CCFX,42.33999999999969,0.015613683100035525,1.0,0.015613683100035525,1.0
1,IC1505.CCFX,2015-04-20,IH1505.CCFX,45.64000000000078,0.01541422944261661,1.0154142294426165,0.01541422944261661,1.0
2,IC1505.CCFX,2015-04-21,IH1505.CCFX,-21.639999999999873,0.04027493072434174,0.9745184916953042,-0.04027493072434174,-1.0
3,IC1505.CCFX,2015-04-22,IH1505.CCFX,-117.61000000000058,-0.01681338216222428,0.9909034435203318,0.01681338216222428,-1.0
4,IC1505.CCFX,2015-04-23,IH1505.CCFX,40.14000000000033,0.0214077731928497,1.0121164796952289,0.0214077731928497,1.0
5,IC1505.CCFX,2015-04-24,IH1505.CCFX,50.089999999999236,0.018101941072045543,1.030437752568718,0.018101941072045543,1.0
6,IC1505.CCFX,2015-04-27,IH1505.CCFX,-36.48000000000002,-0.036138287974814894,1.0676760088111674,0.036138287974814894,-1.0
7,IC1505.CCFX,2015-04-28,IH1505.CCFX,86.10989999999947,-0.0028976001232021713,1.0645823106764962,-0.0028976001232021713,1.0
8,IC1505.CCFX,2015-04-29,IH1505.CCFX,-41.45000000000118,0.01649427978492879,1.047022792190112,-0.01649427978492879,-1.0
9,IC1505.CCFX,2015-04-30,IH1505.CCFX,-32.349999999999454,0.012238040328133916,1.0342092850348141,-0.012238040328133916,-1.0
10,IC1505.CCFX,2015-05-04,IH1505.CCFX,10.9900000000016,-0.0001549535899381116,1.0340490305933507,-0.0001549535899381116,1.0
11,IC1505.CCFX,2015-05-05,IH1505.CCFX,-36.95000000000209,0.009443667382349141,1.0242838154913865,-0.009443667382349141,-1.0
12,IC1505.CCFX,2015-05-06,IH1505.CCFX,-40.960000000000946,-0.009631569131030249,1.0341492758700872,0.009631569131030249,-1.0
13,IC1505.CCFX,2015-05-07,IH1505.CCFX,-30.039999999999964,-0.0028357107265473123,1.0370818240645232,0.0028357107265473123,-1.0
14,IC1505.CCFX,2015-05-08,IH1505.CCFX,-32.31999999999971,0.03650286949825821,0.9992253615816803,-0.03650286949825821,-1.0
15,IC1505.CCFX,2015-05-11,IH1505.CCFX,3.0100000000011278,0.019569993354548787,1.0187801952675304,0.019569993354548787,1.0
16,IC1505.CCFX,2015-05-12,IH1505.CCFX,-81.61000000000013,0.013863732532650495,1.0046560991307798,-0.013863732532650495,-1.0
17,IC1505.CCFX,2015-05-13,IH1505.CCFX,-77.25999999999976,0.02117259189128795,0.9833849255527904,-0.02117259189128795,-1.0
18,IC1505.CCFX,2015-05-14,IH1505.CCFX,-13.029999999998381,0.00614903752817808,0.9773380547409217,-0.00614903752817808,-1.0
19,IC1505.CCFX,2015-05-15,IH1505.CCFX,0.9598999999993794,0.017365133928687215,0.9943096609551003,0.017365133928687215,1.0
20,IC1506.CCFX,2015-05-18,IH1506.CCFX,55.03999999999951,0.0491517577259456,1.0431817285149327,0.0491517577259456,1.0
21,IC1506.CCFX,2015-05-19,IH1506.CCFX,-13.509999999999309,-0.021819963151330283,1.0659439153912695,0.021819963151330283,-1.0
22,IC1506.CCFX,2015-05-20,IH1506.CCFX,19.850100000000566,0.01750018969762346,1.0845981361176442,0.01750018969762346,1.0
23,IC1506.CCFX,2015-05-21,IH1506.CCFX,-19.560000000000855,0.03352992749247985,1.0482316392551407,-0.03352992749247985,-1.0
24,IC1506.CCFX,2015-05-22,IH1506.CCFX,-107.57000000000244,-0.03429098517172546,1.0841765348533723,0.03429098517172546,-1.0
25,IC1506.CCFX,2015-05-25,IH1506.CCFX,32.389900000000125,-0.010345877870919118,1.072959776833263,-0.010345877870919118,1.0
26,IC1506.CCFX,2015-05-26,IH1506.CCFX,35.91989999999987,0.055519170848068684,1.1325296139963745,0.055519170848068684,1.0
27,IC1506.CCFX,2015-05-27,IH1506.CCFX,-191.0000000000009,0.008024252461482306,1.1234419104535625,-0.008024252461482306,-1.0
28,IC1506.CCFX,2015-05-28,IH1506.CCFX,96.42000000000053,0.013885369345523424,1.1390413163184505,0.013885369345523424,1.0
29,IC1506.CCFX,2015-05-29,IH1506.CCFX,-45.530000000000655,0.02894866363690673,1.1060675923838081,-0.02894866363690673,-1.0
30,IC1506.CCFX,2015-06-01,IH1506.CCFX,97.6200000000008,0.01966775225694839,1.1278214557702522,0.01966775225694839,1.0
31,IC1506.CCFX,2015-06-02,IH1506.CCFX,-220.74000000000115,0.03249922482562495,1.0911681327160112,-0.03249922482562495,-1.0
32,IC1506.CCFX,2015-06-03,IH1506.CCFX,-10.209900000000289,0.002330512813712323,1.088625151400802,-0.002330512813712323,-1.0
33,IC1506.CCFX,2015-06-04,IH1506.CCFX,88.32999999999947,-0.06064601132100723,1.022604378144616,-0.06064601132100723,1.0
34,IC1506.CCFX,2015-06-05,IH1506.CCFX,52.95999999999913,0.027619328009421008,1.050848023888462,0.027619328009421008,1.0
35,IC1506.CCFX,2015-06-08,IH1506.CCFX,85.98000000000138,-0.10129385003895264,0.9444035817429745,-0.10129385003895264,1.0
36,IC1506.CCFX,2015-06-09,IH1506.CCFX,79.45999999999913,0.04294409598926529,0.9849601398099507,0.04294409598926529,1.0
37,IC1506.CCFX,2015-06-10,IH1506.CCFX,-64.41989999999987,0.04173087412568388,0.9438568921967256,-0.04173087412568388,-1.0
38,IC1506.CCFX,2015-06-11,IH1506.CCFX,179.7800000000002,0.02585242522254938,0.9682578819230293,0.02585242522254938,1.0
39,IC1506.CCFX,2015-06-12,IH1506.CCFX,-65.33999999999787,0.0018596327287436745,0.9664572778759412,-0.0018596327287436745,-1.0
40,IC1506.CCFX,2015-06-15,IH1506.CCFX,110.89999999999964,0.024093550283867605,0.9897426648976548,0.024093550283867605,1.0
41,IC1506.CCFX,2015-06-16,IH1506.CCFX,15.470099999998638,-0.01312716359095267,0.9767501510225979,-0.01312716359095267,1.0
42,IC1506.CCFX,2015-06-17,IH1506.CCFX,-112.71010000000115,0.01417748351754611,0.9629022918557143,-0.01417748351754611,-1.0
43,IC1506.CCFX,2015-06-18,IH1506.CCFX,14.159999999999854,0.004736116600163043,0.9674627093845073,0.004736116600163043,1.0
44,IC1507.CCFX,2015-06-19,IH1507.CCFX,-50.67000000000007,0.02227787585179243,0.9459096952536005,-0.02227787585179243,-1.0
45,IC1507.CCFX,2015-06-23,IH1507.CCFX,-97.90999999999849,-0.05561988561988551,0.9985210843103465,0.05561988561988551,-1.0
46,IC1507.CCFX,2015-06-24,IH1507.CCFX,202.84000000000015,-0.00084090153622585,0.997681426396596,-0.00084090153622585,1.0
