,open_IC,close_IC,high_IC,low_IC,preclose_IC,pre2close_IC,tradedate,ret_IC,preret_IC,open_IH,close_IH,high_IH,low_IH,preclose_IH,pre2close_IH,ret_IH,preret_IH,dpreret,signal,cum,ICmIH,ret,ICpre_last_vol,ICpre_last_ret,IHpre_last_vol,IHpre_last_ret,IClastmean,IClaststd,IHlastmean,IHlaststd
10,4830.42,4651.07,4831.7,4635.67,4830.02,4829.06,2010-01-20,-0.03704953602676608,0.00019879645314002656,2436.65,2359.49,2439.47,2356.16,2432.71,2421.19,-0.03009812102552312,0.004757990905298604,-0.004559194452158577,-1.0,1.0783148571831875,-0.006951415001242967,0.006951415001242967,66234800.0,0.0003520732975184071,22984000.0,0.0005757407521642666,,,,
11,4646.62,4667.21,4696.16,4611.76,4651.07,4830.02,2010-01-21,0.003470169229876197,-0.03704953602676608,2362.6,2377.75,2391.51,2346.15,2359.49,2432.71,0.00773896053808243,-0.03009812102552312,-0.006951415001242967,-1.0,1.0829179582730408,-0.004268791308206232,0.004268791308206232,75386400.0,0.00044517852303971317,28960800.0,0.0002881331514139607,,,,
12,4613.19,4537.88,4633.39,4453.69,4667.21,4651.07,2010-01-22,-0.027710345152671456,0.003470169229876197,2344.97,2380.05,2398.99,2317.48,2377.75,2359.49,0.000967301019871858,0.00773896053808243,-0.004268791308206232,-1.0,1.1139734963142882,-0.028677646172543318,0.028677646172543318,52927200.0,0.0003150180010287329,18327000.0,0.0003658731493945133,,,,
13,4515.13,4481.16,4542.79,4477.19,4537.88,4667.21,2010-01-25,-0.012499228714730304,-0.027710345152671456,2355.36,2353.47,2389.63,2350.01,2380.05,2377.75,-0.011167832608558805,0.000967301019871858,-0.028677646172543318,-1.0,1.1154566362896592,-0.0013313961061715007,0.0013313961061715007,52040000.0,0.0005180741749946094,24287200.0,0.00024791061771778367,,,,
14,4467.52,4294.38,4492.65,4254.32,4481.16,4537.88,2010-01-26,-0.041681171839434435,-0.012499228714730304,2354.91,2311.45,2363.41,2296.88,2353.47,2380.05,-0.017854487204000846,-0.011167832608558805,-0.0013313961061715007,-1.0,1.1420342697870345,-0.02382668463543358,0.02382668463543358,3157400000.0,0.00011827743422787584,17731000.0,-0.00016997395800133486,,,,
15,4290.74,4267.11,4344.13,4229.52,4294.38,4481.16,2010-01-27,-0.0063501599765275465,-0.041681171839434435,2313.01,2264.61,2319.99,2260.56,2311.45,2353.47,-0.02026433623915713,-0.017854487204000846,-0.02382668463543358,-1.0,1.1261438036592542,0.013914176262629585,-0.013914176262629585,42239200.0,0.00034469346735988005,17558000.0,0.00022933100252253702,,,,
16,4266.06,4336.38,4340.41,4249.77,4267.11,4294.38,2010-01-28,0.01623346949106086,-0.0063501599765275465,2263.06,2252.61,2267.85,2235.6,2264.61,2311.45,-0.005298925642825969,-0.02026433623915713,0.013914176262629585,1.0,1.1503923770172235,0.021532395133886828,0.021532395133886828,39048000.0,0.00012186547925963076,20990000.0,9.710752925595756e-05,,,,
17,4316.24,4374.65,4418.4,4298.65,4336.38,4267.11,2010-01-29,0.008825333573164507,0.01623346949106086,2241.12,2243.99,2276.77,2231.65,2252.61,2264.61,-0.003826672171392431,-0.005298925642825969,0.021532395133886828,1.0,1.16494714797974,0.012652005744556938,0.012652005744556938,47085000.0,0.000805239513704592,18728000.0,0.0002485729250818469,,,,
18,4366.49,4331.37,4372.57,4269.33,4374.65,4336.38,2010-02-01,-0.009893362897603229,0.008825333573164507,2238.62,2208.94,2238.9,2182.95,2243.99,2252.61,-0.015619499195629103,-0.003826672171392431,0.012652005744556938,1.0,1.1716177941290684,0.0057261362980258745,0.0057261362980258745,46422800.0,0.00047563513297199655,19486000.0,0.0006062875586227978,,,,
19,4344.04,4301.77,4388.35,4296.88,4331.37,4374.65,2010-02-02,-0.0068338654975214075,-0.009893362897603229,2223.6,2214.03,2261.63,2210.7,2208.94,2243.99,0.002304272637554839,-0.015619499195629103,0.0057261362980258745,1.0,1.1609113888848035,-0.009138138135076246,-0.009138138135076246,46987200.0,0.00047112837555407516,14939000.0,0.0004936124734513658,,,,
20,4299.97,4363.08,4363.67,4160.35,4301.77,4331.37,2010-02-03,0.014252272901619456,-0.0068338654975214075,2226.8,2277.8,2278.47,2190.43,2214.03,2208.94,0.028802681083815562,0.002304272637554839,-0.009138138135076246,-1.0,1.1778031234564381,-0.014550408182196106,0.014550408182196106,48482000.0,0.0005744239481297875,15913000.0,9.486080306442268e-05,,,,
21,4342.68,4408.44,4445.75,4316.81,4363.08,4301.77,2010-02-04,0.010396325531505156,0.014252272901619456,2258.08,2261.36,2276.47,2247.64,2277.8,2214.03,-0.0072174905610676845,0.028802681083815562,-0.014550408182196106,-1.0,1.1570575158466183,0.017613816092572843,-0.017613816092572843,58486000.0,0.0005686750764968274,27353000.0,0.0004391338523894728,,,,
22,4312.55,4311.29,4382.34,4270.71,4408.44,4363.08,2010-02-05,-0.022037273956320047,0.010396325531505156,2212.31,2219.6,2233.32,2204.93,2261.36,2277.8,-0.018466763363639727,-0.0072174905610676845,0.017613816092572843,1.0,1.1529262297299476,-0.0035705105926803204,-0.0035705105926803204,57108000.0,0.0005332958135142452,12935000.0,0.0003184290831896863,,,,
23,4299.25,4310.89,4330.2,4279.66,4311.29,4408.44,2010-02-08,-9.277965527709764e-05,-0.022037273956320047,2220.84,2211.14,2233.14,2201.8,2219.6,2261.36,-0.0038114975671291744,-0.018466763363639727,-0.0035705105926803204,-1.0,1.1486388223084067,0.003718717911852076,-0.003718717911852076,52036800.0,0.0003039407895499835,14770400.0,0.0003921038399135046,,,,
24,4300.32,4311.89,4334.34,4284.52,4310.89,4311.29,2010-02-09,0.0002319706603508553,-9.277965527709764e-05,2210.33,2229.04,2234.53,2207.85,2211.14,2219.6,0.00809537161826035,-0.0038114975671291744,0.003718717911852076,1.0,1.1396066146927748,-0.007863400957909494,-0.007863400957909494,33659000.0,0.00021576074221707486,11185000.0,0.00016279795417251108,,,,
25,4333.85,4366.25,4366.49,4326.02,4311.89,4310.89,2010-02-10,0.012607000642409716,0.0002319706603508553,2246.77,2259.99,2260.48,2239.18,2229.04,2211.14,0.0138849011233535,0.00809537161826035,-0.007863400957909494,-1.0,1.1410629185337775,-0.0012779004809437833,0.0012779004809437833,41549000.0,0.0007332143793548074,13828000.0,0.0002692091979807909,,,,
26,4367.72,4356.52,4385.2,4352.11,4366.25,4311.89,2010-02-11,-0.002228456913827559,0.012607000642409716,2261.82,2265.14,2275.76,2254.97,2259.99,2229.04,0.0022787711450051873,0.0138849011233535,-0.0012779004809437833,-1.0,1.1462059493370866,-0.004507228058832746,0.004507228058832746,44975000.0,0.00044219705492176686,17482000.0,0.0001770021151752399,,,,
27,4365.62,4416.22,4418.54,4365.48,4356.52,4366.25,2010-02-12,0.013703598284869443,-0.002228456913827559,2275.59,2284.39,2286.68,2270.76,2265.14,2259.99,0.008498370961618207,0.0022787711450051873,-0.004507228058832746,-1.0,1.140239686811524,0.005205227323251238,-0.005205227323251238,37296000.0,0.0002800991826612531,11978000.0,3.5323051381652704e-05,,,,
28,4412.55,4419.55,4457.22,4401.06,4416.22,4356.52,2010-02-22,0.0007540385216315838,0.013703598284869443,2282.09,2269.05,2291.78,2268.09,2284.39,2265.14,-0.006715140584576007,0.008498370961618207,0.005205227323251238,1.0,1.1487563412563255,0.007469179106207591,0.007469179106207591,47453000.0,0.0002649996602568372,18919000.0,-6.5665055684061e-05,,,,
29,4414.06,4459.15,4459.73,4352.44,4419.55,4416.22,2010-02-23,0.0089601882544601,0.0007540385216315838,2261.99,2227.95,2261.99,2202.21,2269.05,2284.39,-0.018113307331262152,-0.006715140584576007,0.007469179106207591,1.0,1.1798571909903992,0.02707349558572225,0.02707349558572225,41109000.0,0.00025799735213261066,12963700.0,0.0004099155485814965,,,,
30,4438.4,4556.28,4556.72,4419.45,4459.15,4419.55,2010-02-24,0.0217821782178218,0.0089601882544601,2211.39,2251.7,2252.64,2204.68,2227.95,2269.05,0.010660023788684692,-0.018113307331262152,0.02707349558572225,1.0,1.1929797448729222,0.01112215442913711,0.01112215442913711,56748000.0,0.0005765779105979529,14139000.0,-0.00014363237294134912,157766613.33333334,566650728.7012671,20283530.0,6035858.93622726
31,4565.74,4629.97,4632.97,4564.02,4556.28,4459.15,2010-02-25,0.016173281712274168,0.0217821782178218,2254.8,2282.64,2286.92,2251.96,2251.7,2227.95,0.013740729226806359,0.010660023788684692,0.01112215442913711,1.0,1.1958817307164256,0.002432552485467809,0.002432552485467809,67878800.0,0.00044571640321766637,25937000.0,0.00026206265518324834,157548346.66666666,566689632.1389238,19850496.666666668,5993593.59497394
32,4618.64,4634.67,4656.93,4602.02,4629.97,4556.28,2010-02-26,0.001015125367982872,0.016173281712274168,2278.43,2274.32,2288.6,2270.77,2282.64,2251.7,-0.0036449023937193963,0.013740729226806359,0.002432552485467809,1.0,1.2014545727812764,0.004660027761702268,0.004660027761702268,68770800.0,0.00024195238290691812,22626000.0,0.0001621171625114659,157765373.33333334,566652773.0677567,20007330.0,6091743.512959952
33,4635.95,4686.27,4692.83,4635.95,4634.67,4629.97,2010-03-01,0.011133478759005609,0.001015125367982872,2282.34,2311.07,2316.38,2281.7,2274.32,2282.64,0.016158675999859318,-0.0036449023937193963,0.004660027761702268,1.0,1.1954170265771251,-0.005025197240853707,-0.005025197240853707,66230000.0,0.00023090202848496943,12235000.0,0.00040898356589713636,157954826.66666666,566620976.2885671,19981030.0,6078212.3586910665
34,4692.61,4690.29,4705.16,4660.17,4686.27,4634.67,2010-03-02,0.000857825093304454,0.011133478759005609,2312.49,2302.18,2320.31,2293.92,2311.07,2274.32,-0.003846703042313826,0.016158675999859318,-0.005025197240853707,-1.0,1.1897931535417956,0.00470452813561828,-0.00470452813561828,65364000.0,0.0004354786814924072,18909000.0,0.00041984798905780885,158197373.33333334,566578692.4805166,19753796.666666668,6239430.050312858
35,4690.44,4758.43,4761.58,4680.31,4690.29,4686.27,2010-03-03,0.014527886335386597,0.000857825093304454,2304.06,2311.84,2312.42,2287.04,2302.18,2311.07,0.004196022900033958,-0.003846703042313826,0.00470452813561828,1.0,1.2020859339205072,0.010331863435352641,0.010331863435352641,67202000.0,0.00044786719244838125,13155000.0,0.0001867957149930266,158415613.33333334,566540351.8027422,19619346.666666668,6211745.497414046
36,4763.64,4586.52,4780.02,4572.07,4758.43,4690.29,2010-03-04,-0.03612746220917396,0.014527886335386597,2312.3,2261.93,2312.78,2259.18,2311.84,2302.18,-0.021588864281265274,0.004196022900033958,0.010331863435352641,1.0,1.184609289852442,-0.01453859792790868,-0.01453859792790868,71132000.0,0.00036996552593970833,15405000.0,0.00041965000324473145,158317093.33333334,566556485.650799,18758980.0,5133646.751841195
37,4590.89,4604.59,4632.04,4550.1,4586.52,4758.43,2010-03-05,0.0039398062147335535,-0.03612746220917396,2264.68,2267.94,2276.76,2258.96,2261.93,2311.84,0.002657022984796198,-0.021588864281265274,-0.01453859792790868,-1.0,1.1830896929213914,0.0012827832299373565,-0.0012827832299373565,66040000.0,5.4504586015857726e-05,17076000.0,0.00011935759092174258,158580293.33333334,566512623.9430826,18429470.0,5015868.872725772
38,4618.86,4654.58,4665.06,4612.22,4604.59,4586.52,2010-03-08,0.01085655834721444,0.0039398062147335535,2272.61,2284.68,2290.09,2265.2,2267.94,2261.93,0.007381147649408559,0.002657022984796198,0.0012827832299373565,1.0,1.1872014154966344,0.0034754106978058807,0.0034754106978058807,57284000.0,0.000332363828415172,11030000.0,0.0003043117951930796,158408453.33333334,566540825.5978342,18326636.666666668,5010766.7524272045
39,4653.06,4660.13,4674.51,4607.86,4654.58,4604.59,2010-03-09,0.0011923739628494356,0.01085655834721444,2284.02,2302.39,2315.36,2266.82,2284.68,2267.94,0.007751632613757664,0.007381147649408559,0.0034754106978058807,1.0,1.1794142543416677,-0.006559258650908229,-0.006559258650908229,52335200.0,0.0006104245029554534,11409000.0,0.00018826042984665392,158185960.0,566580506.4368191,17988136.666666668,5152029.791389778
40,4659.5,4598.99,4674.06,4564.43,4660.13,4654.58,2010-03-10,-0.013119805670657292,0.0011923739628494356,2301.7,2292.5,2318.31,2286.18,2302.39,2284.68,-0.00429553637741642,0.007751632613757664,-0.006559258650908229,-1.0,1.1898217233302653,-0.008824269293240872,0.008824269293240872,47521200.0,0.0004164305462537321,14183000.0,4.772803272778958e-05,157563640.0,566689808.9729462,17441303.333333332,4939375.802982797
41,4594.5,4562.87,4608.64,4519.03,4598.99,4660.13,2010-03-11,-0.0078538983559433,-0.013119805670657292,2296.93,2300.04,2316.38,2282.89,2292.5,2302.39,0.003288985823336921,-0.00429553637741642,-0.008824269293240872,-1.0,1.2030797689873258,-0.01114288417928022,0.01114288417928022,49856800.0,0.0005046102044412581,10334000.0,0.00044496017170225777,156939853.33333334,566804094.2503939,17147936.666666668,4859539.855503798
42,4561.61,4492.86,4576.0,4489.53,4562.87,4598.99,2010-03-12,-0.01534341324648747,-0.0078538983559433,2300.61,2274.53,2306.99,2273.86,2300.04,2292.5,-0.011091111458931048,0.003288985823336921,-0.01114288417928022,-1.0,1.2081956272395638,-0.004252301787556423,0.004252301787556423,41916000.0,0.00040772395772825654,13721900.0,0.0005349081958372359,156088866.66666666,566949904.9123229,16527043.333333334,4472750.5902453605
43,4485.88,4454.76,4498.1,4426.19,4492.86,4562.87,2010-03-15,-0.008480121793245199,-0.01534341324648747,2274.71,2240.73,2276.45,2232.95,2274.53,2300.04,-0.014860212879144297,-0.011091111458931048,-0.004252301787556423,-1.0,1.2004872290881905,0.006380091085899098,-0.006380091085899098,48820800.0,5.5639137904961444e-05,22574000.0,5.274539796396027e-05,155721826.66666666,567022553.7746685,16373540.0,4487843.827389103
44,4453.81,4491.47,4492.04,4426.61,4454.76,4492.86,2010-03-16,0.008240623512826728,-0.008480121793245199,2239.43,2261.51,2262.01,2234.67,2240.73,2274.53,0.00927376346101494,-0.014860212879144297,0.006380091085899098,1.0,1.1992469577745295,-0.0010331399481882106,-0.0010331399481882106,35023000.0,0.0005300012127147369,8125000.0,0.0002768316053567421,155614520.0,567043155.9646782,16316433.333333334,4393582.227195302
45,4500.43,4616.05,4616.11,4500.26,4491.47,4454.76,2010-03-17,0.02773702150966173,0.008240623512826728,2266.96,2307.08,2307.4,2260.1,2261.51,2240.73,0.0201502535916267,0.00927376346101494,-0.0010331399481882106,-1.0,1.1901485494294846,0.007586767918035031,-0.007586767918035031,48615000.0,0.0006816916244154481,15732000.0,0.00018130762597579064,51535286.666666664,10910171.597839462,15996233.333333334,4630580.952703475
46,4628.0,4630.95,4653.68,4605.91,4616.05,4491.47,2010-03-18,0.003227867982365851,0.02773702150966173,2307.26,2294.95,2318.05,2288.89,2307.08,2261.51,-0.005257728383931236,0.0201502535916267,0.007586767918035031,1.0,1.200247669635877,0.008485596366297088,0.008485596366297088,61732000.0,0.00036192908266063917,18142000.0,0.00029486619357133037,51747813.333333336,10784214.68359607,15935366.666666666,4621336.1272384785
47,4632.05,4663.9,4665.91,4609.01,4630.95,4616.05,2010-03-19,0.0071151707533010375,0.003227867982365851,2296.78,2310.55,2313.03,2282.38,2294.95,2307.08,0.00679753371533165,-0.005257728383931236,0.008485596366297088,1.0,1.20062891275049,0.00031763703796938714,0.00031763703796938714,55433200.0,0.000529257117428017,17325000.0,3.916989451568931e-05,52503946.666666664,10657563.123280885,15840433.333333334,4542501.296478158
48,4669.41,4690.2,4695.08,4649.53,4663.9,4630.95,2010-03-22,0.005639057441197304,0.0071151707533010375,2314.44,2316.63,2330.67,2310.07,2310.55,2294.95,0.00263140810629503,0.00679753371533165,0.00031763703796938714,1.0,1.2042399835013884,0.0030076493349022733,0.0030076493349022733,60700000.0,0.00033029844824072896,17308000.0,-9.955632507308021e-05,52782220.0,10620114.878182678,15793666.666666666,4518908.573319777
49,4690.27,4658.63,4697.73,4642.98,4690.2,4663.9,2010-03-23,-0.006731056244936196,0.005639057441197304,2319.2,2292.0,2321.26,2290.43,2316.63,2310.55,-0.010631822949715763,0.00263140810629503,0.0030076493349022733,1.0,1.2089374427335948,0.003900766704779568,0.003900766704779568,59574000.0,0.0004073658571959182,12401000.0,0.0002331596150275672,53258126.666666664,10645174.985165134,15721066.666666666,4474823.299638601
50,4662.99,4683.06,4692.32,4662.54,4658.63,4690.2,2010-03-24,0.005244030970478431,-0.006731056244936196,2298.88,2291.83,2313.43,2289.11,2292.0,2316.63,-7.417102966844613e-05,-0.010631822949715763,0.003900766704779568,1.0,1.215366816259593,0.0053182020001468775,0.0053182020001468775,53555200.0,0.00022970837770053265,10840000.0,0.00011343408607045191,53677686.666666664,10637535.332207264,15636466.666666666,4513939.18849947
51,4675.22,4620.75,4675.22,4609.16,4683.06,4658.63,2010-03-25,-0.013305402877605732,0.005244030970478431,2286.61,2259.14,2286.61,2253.61,2291.83,2292.0,-0.01426371065916754,-7.417102966844613e-05,0.0053182020001468775,1.0,1.2165315117370663,0.0009583077815618068,0.0009583077815618068,49526800.0,0.0006024271527445002,12084000.0,2.1814437667577735e-05,53846793.333333336,10592319.129149716,15467366.666666666,4597471.345569576
52,4609.75,4686.93,4693.76,4601.69,4620.75,4683.06,2010-03-26,0.014322350267813809,-0.013305402877605732,2257.4,2292.67,2302.51,2253.84,2259.14,2291.83,0.014841931000292297,-0.01426371065916754,0.0009583077815618068,1.0,1.215899425403115,-0.0005195807324784862,-0.0005195807324784862,54564800.0,0.00025756850997682434,14444000.0,0.0006023936288015452,53548153.333333336,10583305.06993294,14958400.0,4048724.868059248
53,4701.79,4723.61,4723.74,4682.41,4686.93,4620.75,2010-03-29,0.007826018310493009,0.014322350267813809,2309.92,2363.98,2368.7,2306.28,2292.67,2259.14,0.031103473242987345,0.014841931000292297,-0.0005195807324784862,-1.0,1.2442024694803815,-0.02327745493249433,0.02327745493249433,57188000.0,0.00035855986989408173,16729000.0,-7.855469823392358e-05,53463380.0,10563975.065756967,15008700.0,4032059.3513009935
54,4720.58,4744.42,4748.91,4708.43,4723.61,4686.93,2010-03-30,0.004405528822235549,0.007826018310493009,2364.79,2368.51,2372.79,2355.32,2363.98,2292.67,0.0019162598668347466,0.031103473242987345,-0.02327745493249433,-1.0,1.2411053148988709,0.002489268955400803,-0.002489268955400803,54947200.0,0.00037486394213570584,34250000.0,-0.00019453771917210538,53635086.666666664,10581836.54416407,15073986.666666666,4043907.083479551
55,4744.34,4756.16,4757.32,4726.52,4744.42,4723.61,2010-03-31,0.00247448581702292,0.004405528822235549,2370.83,2350.82,2372.56,2345.85,2368.51,2363.98,-0.0074688306150280095,0.0019162598668347466,0.002489268955400803,1.0,1.253446017770411,0.00994331643205093,0.00994331643205093,58714000.0,0.00042169182761231383,17265000.0,0.00027450766284276007,54344693.333333336,9887041.377861433,15842820.0,5282059.680974771
56,4756.3,4827.21,4828.1,4755.93,4756.16,4744.42,2010-04-01,0.014938521832739138,0.00247448581702292,2353.0,2376.6,2381.39,2353.0,2350.82,2368.51,0.01096638619715673,-0.0074688306150280095,0.00994331643205093,1.0,1.2584248753648757,0.003972135635582408,0.003972135635582408,52387200.0,0.00036803442278543486,15261000.0,0.0002850784816805785,54916860.0,9613915.670476744,15957386.666666666,5274119.669685256
57,4833.81,4843.18,4851.94,4820.06,4827.21,4756.16,2010-04-02,0.003308329241943131,0.014938521832739138,2382.55,2379.19,2386.14,2370.66,2376.6,2350.82,0.0010897921400321307,0.01096638619715673,0.003972135635582408,1.0,1.2612167376408403,0.002218537101911,0.002218537101911,76570800.0,0.00048489771559312445,24436000.0,0.00021037573105564533,55163933.333333336,9443335.733599389,15883353.333333334,5267564.676311666
58,4853.33,4852.9,4862.17,4814.25,4843.18,4827.21,2010-04-06,0.002006945849627684,0.003308329241943131,2391.25,2378.57,2403.82,2367.1,2379.19,2376.6,-0.0002605928908577804,0.0010897921400321307,0.002218537101911,1.0,1.2640765954535895,0.002267538740485464,0.002267538740485464,67880000.0,0.00027053315683289725,20253000.0,-2.5219090851735793e-05,56473093.333333336,9601894.578242458,16298620.0,5437394.403787978
59,4851.83,4863.64,4865.75,4829.02,4852.9,4843.18,2010-04-07,0.00221310968699151,0.002006945849627684,2376.78,2362.28,2377.11,2349.51,2378.57,2379.19,-0.0068486527619535656,-0.0002605928908577804,0.002267538740485464,1.0,1.2755313572788611,0.009061762448945077,0.009061762448945077,67362800.0,0.000546275739379265,16337000.0,0.0003153884323934264,57153993.333333336,9664263.52853249,16343086.666666666,5464947.519938151
60,4856.41,4864.92,4881.91,4845.6,4863.64,4852.9,2010-04-08,0.00026317737332526287,0.00221310968699151,2358.18,2325.67,2358.18,2316.71,2362.28,2378.57,-0.015497739472035588,-0.0068486527619535656,0.009061762448945077,1.0,1.2956349009345831,0.01576091684536085,0.01576091684536085,65756000.0,0.0004936506928026052,11282000.0,0.00036404581897597765,58029120.0,9344635.597271666,16455530.0,5427593.510632052
61,4866.52,4939.18,4939.41,4866.24,4864.92,4863.64,2010-04-09,0.015264382559220024,0.00026317737332526287,2327.26,2345.75,2346.39,2322.47,2325.67,2362.28,0.008634071041893288,-0.015497739472035588,0.01576091684536085,1.0,1.3042253639405004,0.006630311517326737,0.006630311517326737,62888000.0,0.0003248508872746303,17227000.0,-0.0006361350497517959,58329386.666666664,9446223.151252992,16360296.666666666,5494296.064131721
62,4948.1,4976.38,4976.83,4932.63,4939.18,4864.92,2010-04-12,0.007531614559501688,0.015264382559220024,2350.12,2317.38,2353.79,2301.65,2345.75,2325.67,-0.012094212938292605,0.008634071041893288,0.006630311517326737,1.0,1.3298218659514447,0.01962582749779429,0.01962582749779429,71461200.0,0.00028554070473862936,17639000.0,0.00039658679493892457,58163026.666666664,9315286.313364591,16069963.333333334,5192635.742152357
63,4977.76,4919.87,4993.37,4793.28,4976.38,4939.18,2010-04-13,-0.01135564406255152,0.007531614559501688,2316.99,2364.84,2368.91,2315.28,2317.38,2345.75,0.02048002485565603,-0.012094212938292605,0.01962582749779429,1.0,1.2874860973068216,-0.03183566891820755,-0.03183566891820755,77472000.0,0.0003778932451583561,20800000.0,0.0005006473888649055,58252706.666666664,9433135.833123816,15903730.0,5053478.713830496
64,4910.7,4977.51,4978.27,4896.57,4919.87,4976.38,2010-04-14,0.011715756717149084,-0.01135564406255152,2367.0,2366.61,2371.07,2352.84,2364.84,2317.38,0.000748465012432087,0.02048002485565603,-0.03183566891820755,-1.0,1.27336586171189,0.010967291704716995,-0.010967291704716995,61150400.0,0.0002927781392323414,33449000.0,0.00028339395990184535,58627440.0,9969036.15323745,16189230.0,5080932.370393964
65,4975.08,4914.75,4984.36,4879.91,4977.51,4919.87,2010-04-15,-0.012608713995552079,0.011715756717149084,2370.2,2366.57,2374.56,2343.24,2366.61,2364.84,-1.6901813141956268e-05,0.000748465012432087,0.010967291704716995,1.0,1.2573318779417213,-0.012591812182410124,-0.012591812182410124,68912000.0,0.00045018248468564614,17764000.0,0.00038450650069510317,58486986.666666664,9900297.88000963,16673896.666666666,5965752.249267788
66,4900.6,4898.67,4936.88,4852.41,4914.75,4977.51,2010-04-16,-0.003271783915763771,-0.012608713995552079,2361.34,2329.12,2361.34,2328.23,2366.57,2366.61,-0.0158245900184657,-1.6901813141956268e-05,-0.012591812182410124,-1.0,1.2415488346711727,0.01255280610270193,-0.01255280610270193,56187200.0,0.00023400107446369667,22289000.0,0.0002070857123537273,58543986.666666664,9956964.329094196,16827530.0,5931253.843668679
