,open_IC,close_IC,high_IC,low_IC,preclose_IC,pre2close_IC,tradedate,ret_IC,preret_IC,open_IH,close_IH,high_IH,low_IH,preclose_IH,pre2close_IH,ret_IH,preret_IH,dpreret,signal,cum,ICmIH,ICpre_last_money,ICpre_last_ret,IHpre_last_money,IHpre_last_ret,IClastmean,IClaststd,IHlastmean,IHlaststd
25,4333.85,4366.25,4366.49,4326.02,4311.89,4310.89,2010-02-10,0.012607001000000001,0.00023197099999999998,2246.77,2259.99,2260.48,2239.18,2229.04,2211.14,0.013884901000000002,0.008095372,-0.007863400999999999,0,1,-0.0012779000000000002,461290000.0,0.0007332143793548074,172750000.0,0.0002692091979807909,,,,
26,4367.72,4356.52,4385.2,4352.11,4366.25,4311.89,2010-02-11,-0.002228457,0.012607001000000001,2261.82,2265.14,2275.76,2254.97,2259.99,2229.04,0.002278771,0.013884901000000002,-0.0012779000000000002,0,1,-0.004507228,523020000.0,0.00044219705492176686,243000000.0,0.0001770021151752399,,,,
27,4365.62,4416.22,4418.54,4365.48,4356.52,4366.25,2010-02-12,0.013703598,-0.002228457,2275.59,2284.39,2286.68,2270.76,2265.14,2259.99,0.008498371,0.002278771,-0.004507228,0,1,0.005205227,427640000.0,0.0002800991826612531,156200000.0,3.5323051381652704e-05,,,,
28,4412.55,4419.55,4457.22,4401.06,4416.22,4356.52,2010-02-22,0.000754039,0.013703598,2282.09,2269.05,2291.78,2268.09,2284.39,2265.14,-0.006715141,0.008498371,0.005205227,0,1,0.007469179,568360000.0,0.0002649996602568372,238190000.0,-6.5665055684061e-05,,,,
29,4414.06,4459.15,4459.73,4352.44,4419.55,4416.22,2010-02-23,0.008960188000000001,0.000754039,2261.99,2227.95,2261.99,2202.21,2269.05,2284.39,-0.018113307,-0.006715141,0.007469179,0,1,0.027073496000000002,485670000.0,0.00025799735213261066,181501400.0,0.0004099155485814965,,,,
30,4438.4,4556.28,4556.72,4419.45,4459.15,4419.55,2010-02-24,0.021782178,0.008960188000000001,2211.39,2251.7,2252.64,2204.68,2227.95,2269.05,0.010660023999999999,-0.018113307,0.027073496000000002,0,1,0.011122153999999999,655510000.0,0.0005765779105979529,204150000.0,-0.00014363237294134912,472253990720.0,2583119052939.3145,264125496.66666666,80524032.6091469
31,4565.74,4629.97,4632.97,4564.02,4556.28,4459.15,2010-02-25,0.016173282,0.021782178,2254.8,2282.64,2286.92,2251.96,2251.7,2227.95,0.013740728999999998,0.010660023999999999,0.011122153999999999,0,1,0.002432552,791210000.0,0.00044571640321766637,327560000.0,0.00026206265518324834,472251147053.3333,2583119589957.857,258922496.66666666,79130272.59350057
32,4618.64,4634.67,4656.93,4602.02,4629.97,4556.28,2010-02-26,0.001015125,0.016173282,2278.43,2274.32,2288.6,2270.77,2282.64,2251.7,-0.003644902,0.013740728999999998,0.002432552,0,1,0.004660028,815280000.0,0.00024195238290691812,298730000.0,0.0001621171625114659,472253004386.6667,2583119239254.4873,259821830.0,79770769.95721982
33,4635.95,4686.27,4692.83,4635.95,4634.67,4629.97,2010-03-01,0.011133478999999998,0.001015125,2282.34,2311.07,2316.38,2281.7,2274.32,2282.64,0.016158676,-0.003644902,0.004660028,0,1,-0.005025197,765090000.0,0.00023090202848496943,153710000.0,0.00040898356589713636,472255408053.3333,2583118785405.1206,259461163.33333334,79562369.55680822
34,4692.61,4690.29,4705.16,4660.17,4686.27,4634.67,2010-03-02,0.000857825,0.011133478999999998,2312.49,2302.18,2320.31,2293.92,2311.07,2274.32,-0.003846703,0.016158676,-0.005025197,0,1,0.0047045279999999995,767030000.0,0.0004354786814924072,232290000.0,0.00041984798905780885,472257858386.6667,2583118322691.965,255110163.33333334,81700953.99036354
35,4690.44,4758.43,4761.58,4680.31,4690.29,4686.27,2010-03-03,0.014527886,0.000857825,2304.06,2311.84,2312.42,2287.04,2302.18,2311.07,0.004196023,-0.003846703,0.0047045279999999995,0,1,0.010331863,801950000.0,0.00044786719244838125,162680000.0,0.0001867957149930266,472259894386.6667,2583117938224.9556,251753263.33333334,80449741.81940302
36,4763.64,4586.52,4780.02,4572.07,4758.43,4690.29,2010-03-04,-0.036127462,0.014527886,2312.3,2261.93,2312.78,2259.18,2311.84,2302.18,-0.021588864,0.004196023,0.010331863,0,1,-0.014538598,866620000.0,0.00036996552593970833,203120000.0,0.00041965000324473145,472258437720.0,2583118213243.095,240764596.66666666,68006645.80431408
37,4590.89,4604.59,4632.04,4550.1,4586.52,4758.43,2010-03-05,0.003939806,-0.036127462,2264.68,2267.94,2276.76,2258.96,2261.93,2311.84,0.0026570229999999997,-0.021588864,-0.014538598,0,1,0.001282783,787690000.0,5.4504586015857726e-05,230480000.0,0.00011935759092174258,472262038720.0,2583117533357.8545,235488676.66666666,64367465.15465431
38,4618.86,4654.58,4665.06,4612.22,4604.59,4586.52,2010-03-08,0.010856558,0.003939806,2272.61,2284.68,2290.09,2265.2,2267.94,2261.93,0.007381148000000001,0.0026570229999999997,0.001282783,0,1,0.003475411,659650000.0,0.000332363828415172,128900000.0,0.0003043117951930796,472259298720.0,2583118050665.093,234568343.33333334,64230405.07982489
39,4653.06,4660.13,4674.51,4607.86,4654.58,4604.59,2010-03-09,0.001192374,0.010856558,2284.02,2302.39,2315.36,2266.82,2284.68,2267.94,0.007751633000000001,0.007381148000000001,0.003475411,0,1,-0.0065592590000000004,611820000.0,0.0006104245029554534,139450000.0,0.00018826042984665392,472255220386.6667,2583118820817.9165,229709010.0,66563234.99416558
40,4659.5,4598.99,4674.06,4564.43,4660.13,4654.58,2010-03-10,-0.013119806000000001,0.001192374,2301.7,2292.5,2318.31,2286.18,2302.39,2284.68,-0.004295536,0.007751633000000001,-0.0065592590000000004,0,1,-0.008824269000000001,556540000.0,0.0004164305462537321,180860000.0,4.772803272778958e-05,472246511386.6667,2583120465327.7305,221847010.0,62582902.97841535
41,4594.5,4562.87,4608.64,4519.03,4598.99,4660.13,2010-03-11,-0.007853898,-0.013119806000000001,2296.93,2300.04,2316.38,2282.89,2292.5,2302.39,0.003288986,-0.004295536,-0.008824269000000001,0,1,-0.011142883999999999,560860000.0,0.0005046102044412581,138360000.0,0.00044496017170225777,472237845053.3333,2583122101943.739,218777010.0,62247177.71000482
42,4561.61,4492.86,4576.0,4489.53,4562.87,4598.99,2010-03-12,-0.015343413,-0.007853898,2300.61,2274.53,2306.99,2273.86,2300.04,2292.5,-0.011091111,0.003288986,-0.011142883999999999,0,1,-0.004252302,480390000.0,0.00040772395772825654,172768500.0,0.0005349081958372359,472226394053.3333,2583124264178.2056,211223343.33333334,57460448.65273472
43,4485.88,4454.76,4498.1,4426.19,4492.86,4562.87,2010-03-15,-0.008480122,-0.015343413,2274.71,2240.73,2276.45,2232.95,2274.53,2300.04,-0.014860213,-0.011091111,-0.004252302,0,1,0.006380091,551900000.0,5.5639137904961444e-05,251840000.0,5.274539796396027e-05,472220899720.0,2583125301999.784,208240293.33333334,57040961.88639756
44,4453.81,4491.47,4492.04,4426.61,4454.76,4492.86,2010-03-16,0.008240624,-0.008480122,2239.43,2261.51,2262.01,2234.67,2240.73,2274.53,0.009273763,-0.014860213,0.006380091,0,1,-0.00103314,423480000.0,0.0005300012127147369,114260000.0,0.0002768316053567421,472218542720.0,2583125747185.296,206682293.33333334,55093437.7328998
45,4500.43,4616.05,4616.11,4500.26,4491.47,4454.76,2010-03-17,0.027737022000000004,0.008240624,2266.96,2307.08,2307.4,2260.1,2261.51,2240.73,0.020150254,0.009273763,-0.00103314,0,1,0.007586768000000001,555220000.0,0.0006816916244154481,220850000.0,0.00018130762597579064,600363666.6666666,132967007.83526465,203530293.33333334,57614227.45469491
46,4628.0,4630.95,4653.68,4605.91,4616.05,4491.47,2010-03-18,0.003227868,0.027737022000000004,2307.26,2294.95,2318.05,2288.89,2307.08,2261.51,-0.005257728000000001,0.020150254,0.007586768000000001,0,1,0.008485596,745370000.0,0.00036192908266063917,253160000.0,0.00029486619357133037,603324000.0,130853694.1134018,203284293.33333334,57520808.28901842
47,4632.05,4663.9,4665.91,4609.01,4630.95,4616.05,2010-03-19,0.007115171,0.003227868,2296.78,2310.55,2313.03,2282.38,2294.95,2307.08,0.006797534,-0.005257728000000001,0.008485596,0,1,0.000317637,635770000.0,0.000529257117428017,224790000.0,3.916989451568931e-05,612823000.0,130463478.16873635,203222960.0,57464716.95492258
48,4669.41,4690.2,4695.08,4649.53,4663.9,4630.95,2010-03-22,0.005639056999999999,0.007115171,2314.44,2316.63,2330.67,2310.07,2310.55,2294.95,0.002631408,0.006797534,0.000317637,0,1,0.0030076490000000003,710270000.0,0.00033029844824072896,243100000.0,-9.955632507308021e-05,615659000.0,129990135.3260771,203381960.0,57519368.66535559
49,4690.27,4658.63,4697.73,4642.98,4690.2,4663.9,2010-03-23,-0.006731056,0.005639056999999999,2319.2,2292.0,2321.26,2290.43,2316.63,2310.55,-0.010631823,0.002631408,0.0030076490000000003,0,1,0.0039007670000000003,693610000.0,0.0004073658571959182,152600000.0,0.0002331596150275672,621350666.6666666,130279257.76330398,204340960.0,57946446.16450239
50,4662.99,4683.06,4692.32,4662.54,4658.63,4690.2,2010-03-24,0.005244031,-0.006731056,2298.88,2291.83,2313.43,2289.11,2292.0,2316.63,-7.42e-05,-0.010631823,0.0039007670000000003,0,1,0.005318201999999999,645040000.0,0.00022970837770053265,143480000.0,0.00011343408607045191,625825000.0,130382503.99084058,202236626.66666666,58660477.858793564
51,4675.22,4620.75,4675.22,4609.16,4683.06,4658.63,2010-03-25,-0.013305403,0.005244031,2286.61,2259.14,2286.61,2253.61,2291.83,2292.0,-0.014263711,-7.42e-05,0.005318201999999999,0,1,0.0009583080000000001,603710000.0,0.0006024271527445002,140620000.0,2.1814437667577735e-05,628771333.3333334,129762639.04388978,200248293.33333334,59632043.33995165
52,4609.75,4686.93,4693.76,4601.69,4620.75,4683.06,2010-03-26,0.01432235,-0.013305403,2257.4,2292.67,2302.51,2253.84,2259.14,2291.83,0.014841931000000001,-0.014263711,0.0009583080000000001,0,1,-0.000519581,659740000.0,0.00025756850997682434,175470000.0,0.0006023936288015452,626370333.3333334,129529786.61661057,193156293.33333334,53084434.06279128
53,4701.79,4723.61,4723.74,4682.41,4686.93,4620.75,2010-03-29,0.007826018,0.01432235,2309.92,2363.98,2368.7,2306.28,2292.67,2259.14,0.031103473,0.014841931000000001,-0.000519581,0,1,-0.023277455,684520000.0,0.00035855986989408173,191850000.0,-7.855469823392358e-05,626465666.6666666,129554066.09988607,193099960.0,53102888.232825756
54,4720.58,4744.42,4748.91,4708.43,4723.61,4686.93,2010-03-30,0.004405529,0.007826018,2364.79,2368.51,2372.79,2355.32,2363.98,2292.67,0.00191626,0.031103473,-0.023277455,0,1,0.002489269,653630000.0,0.00037486394213570584,367030000.0,-0.00019453771917210538,629427333.3333334,129841045.22087288,193265996.66666666,53090519.53403188
55,4744.34,4756.16,4757.32,4726.52,4744.42,4723.61,2010-03-31,0.002474486,0.004405529,2370.83,2350.82,2372.56,2345.85,2368.51,2363.98,-0.0074688309999999996,0.00191626,0.002489269,0,1,0.009943315999999999,716280000.0,0.00042169182761231383,200420000.0,0.00027450766284276007,638262666.6666666,121645873.02514876,201458330.0,60096224.62252333
56,4756.3,4827.21,4828.1,4755.93,4756.16,4744.42,2010-04-01,0.014938522,0.002474486,2353.0,2376.6,2381.39,2353.0,2350.82,2368.51,0.010966386000000002,-0.0074688309999999996,0.009943315999999999,0,1,0.003972135999999999,672590000.0,0.00036803442278543486,202440000.0,0.0002850784816805785,646762333.3333334,117698311.57015888,202380663.33333334,59852266.15621837
57,4833.81,4843.18,4851.94,4820.06,4827.21,4756.16,2010-04-02,0.003308329,0.014938522,2382.55,2379.19,2386.14,2370.66,2376.6,2350.82,0.001089792,0.010966386000000002,0.003972135999999999,0,1,0.002218537,938000000.0,0.00048489771559312445,345080000.0,0.00021037573105564533,651748000.0,115421727.61911938,201028663.33333334,59359150.89277023
58,4853.33,4852.9,4862.17,4814.25,4843.18,4827.21,2010-04-06,0.002006946,0.003308329,2391.25,2378.57,2403.82,2367.1,2379.19,2376.6,-0.000260593,0.001089792,0.002218537,0,1,0.002267539,818630000.0,0.00027053315683289725,245680000.0,-2.5219090851735793e-05,668760000.0,118812609.413106,207324663.33333334,64255348.658573195
59,4851.83,4863.64,4865.75,4829.02,4852.9,4843.18,2010-04-07,0.00221311,0.002006946,2376.78,2362.28,2377.11,2349.51,2378.57,2379.19,-0.0068486530000000006,-0.000260593,0.002267539,0,1,0.009061762,849310000.0,0.000546275739379265,213270000.0,0.0003153884323934264,677102333.3333334,120296998.79417762,207574330.0,64393814.74520206
60,4856.41,4864.92,4881.91,4845.6,4863.64,4852.9,2010-04-08,0.000263177,0.00221311,2358.18,2325.67,2358.18,2316.71,2362.28,2378.57,-0.015497738999999998,-0.0068486530000000006,0.009061762,0,1,0.015760917,827310000.0,0.0004936506928026052,169980000.0,0.00036404581897597765,689223666.6666666,118652057.28018354,208633283.33333334,64211219.19878588
61,4866.52,4939.18,4939.41,4866.24,4864.92,4863.64,2010-04-09,0.015264383000000001,0.000263177,2327.26,2345.75,2346.39,2322.47,2325.67,2362.28,0.008634071,-0.015497738999999998,0.015760917,0,1,0.006630311999999999,782140000.0,0.0003248508872746303,215450000.0,-0.0006361350497517959,694950333.3333334,121089649.46338719,207494283.33333334,64595397.59196079
62,4948.1,4976.38,4976.83,4932.63,4939.18,4864.92,2010-04-12,0.007531615,0.015264383000000001,2350.12,2317.38,2353.79,2301.65,2345.75,2325.67,-0.012094213000000001,0.008634071,0.006630311999999999,0,1,0.019625827,928420000.0,0.00028554070473862936,239290000.0,0.00039658679493892457,694648000.0,120852113.30113277,203757283.33333334,60524420.363798924
63,4977.76,4919.87,4993.37,4793.28,4976.38,4939.18,2010-04-13,-0.011355644,0.007531615,2316.99,2364.84,2368.91,2315.28,2317.38,2345.75,0.020480025,-0.012094213000000001,0.019625827,0,1,-0.031835669,983930000.0,0.0003778932451583561,272650000.0,0.0005006473888649055,698419333.3333334,126385063.67690365,201775950.0,58237902.38151719
64,4910.7,4977.51,4978.27,4896.57,4919.87,4976.38,2010-04-14,0.011715757,-0.011355644,2367.0,2366.61,2371.07,2352.84,2364.84,2317.38,0.000748465,0.020480025,-0.031835669,0,1,0.010967292,810990000.0,0.0002927781392323414,495630000.0,0.00028339395990184535,705714000.0,136292958.23022282,205740616.66666666,58897685.36545661
65,4975.08,4914.75,4984.36,4879.91,4977.51,4919.87,2010-04-15,-0.012608713999999998,0.011715757,2370.2,2366.57,2374.56,2343.24,2366.61,2364.84,-1.6899999999999997e-05,0.000748465,0.010967292,0,1,-0.012591811999999999,887860000.0,0.00045018248468564614,254070000.0,0.00038450650069510317,707179333.3333334,137208161.97923607,214518616.66666666,79137281.24329732
66,4900.6,4898.67,4936.88,4852.41,4914.75,4977.51,2010-04-16,-0.0032717840000000002,-0.012608713999999998,2361.34,2329.12,2361.34,2328.23,2366.57,2366.61,-0.01582459,-1.6899999999999997e-05,-0.012591811999999999,0,1,0.012552806000000001,724230000.0,0.00023400107446369667,294430000.0,0.0002070857123537273,710043000.0,140119938.54296434,217564950.0,78831385.86777231
67,4850.86,4688.84,4880.53,4688.12,4898.67,4914.75,2010-04-19,-0.042834075,-0.0032717840000000002,2296.88,2210.82,2296.88,2208.77,2329.12,2366.57,-0.050791715,-0.01582459,0.012552806000000001,0,1,0.00795764,726280000.0,8.166131785047881e-05,219960000.0,0.0001716795315411801,705296666.6666666,137010369.8287704,220608616.66666666,80008382.46274497
68,4680.2,4749.93,4750.49,4607.2,4688.84,4898.67,2010-04-20,0.013028808999999999,-0.042834075,2214.31,2204.81,2224.73,2180.4,2210.82,2329.12,-0.002718448,-0.050791715,0.00795764,0,1,0.015747257,829150000.0,-2.13257356851404e-06,310360000.0,0.0007375231889961142,703249666.6666666,136193236.75646383,220257950.0,79986676.50823863
69,4753.12,4893.98,4896.66,4747.39,4749.93,4688.84,2010-04-21,0.030326763,0.013028808999999999,2207.5,2238.5,2239.29,2189.97,2204.81,2210.82,0.015280228,-0.002718448,0.015747257,0,1,0.015046533999999999,732040000.0,0.0005960831230542585,196150000.0,-1.8093433675314685e-05,708899666.6666666,137828181.69459352,226306616.66666666,79700451.5798312
70,4881.26,4902.4,4950.49,4849.56,4893.98,4749.93,2010-04-22,0.001720481,0.030326763,2224.32,2196.22,2224.32,2186.29,2238.5,2204.81,-0.018887648,0.015280228,0.015046533999999999,0,1,0.020608129,851300000.0,0.00040471596297875223,263380000.0,-0.00019652332374542336,712907000.0,136650936.3987822,228196616.66666666,78228419.77379371
71,4892.04,4864.16,4936.73,4840.17,4902.4,4893.98,2010-04-23,-0.007800261,0.001720481,2195.41,2185.16,2208.8,2169.47,2196.22,2238.5,-0.005035925,-0.018887648,0.020608129,0,1,-0.0027643359999999996,845300000.0,0.00027338402498822134,221740000.0,0.0005510294231496626,722732333.3333334,135613134.1731887,230947283.33333334,77956887.80275343
72,4868.73,4866.55,4904.97,4847.91,4864.16,4902.4,2010-04-26,0.000491349,-0.007800261,2190.09,2170.32,2197.59,2168.39,2185.16,2196.22,-0.006791265,-0.005035925,-0.0027643359999999996,0,1,0.007282614000000001,799620000.0,0.0003721982315443295,175340000.0,0.00021054462401770557,732213666.6666666,133837272.8879006,233726616.66666666,76004002.2854608
73,4852.19,4739.27,4852.19,4645.16,4866.55,4864.16,2010-04-27,-0.026154052,0.000491349,2165.94,2131.84,2165.94,2103.42,2170.32,2185.16,-0.017730104,-0.006791265,0.007282614000000001,0,1,-0.008423947,694880000.0,0.0004255030494384471,211120000.0,0.0004931148266262841,742854666.6666666,125559654.87782343,233812333.33333334,75934301.71619697
74,4682.33,4714.43,4767.8,4652.87,4739.27,4866.55,2010-04-28,-0.005241314,-0.026154052,2115.68,2126.53,2137.43,2103.72,2131.84,2170.32,-0.002490806,-0.017730104,-0.008423947,0,1,-0.002750507,744910000.0,0.0007072285086977548,218170000.0,0.0006664382629428811,747620666.6666666,120680258.97731674,232455000.0,75964874.31247643
75,4730.49,4561.4,4758.76,4560.13,4714.43,4739.27,2010-04-29,-0.032459916,-0.005241314,2139.99,2124.39,2156.08,2123.86,2126.53,2131.84,-0.001006334,-0.002490806,-0.002750507,0,1,-0.031453581,636320000.0,0.00016547124300725358,176740000.0,6.583247515989932e-05,758335000.0,104029884.64221986,235918666.66666666,72688113.94241664
76,4540.65,4438.68,4547.48,4350.15,4561.4,4714.43,2010-04-30,-0.026904021,-0.032459916,2133.07,2149.45,2150.03,2114.12,2124.39,2126.53,0.011796326999999999,-0.001006334,-0.031453581,0,1,-0.038700347999999996,910770000.0,0.0002565277643777897,188730000.0,6.589506681287105e-05,761038333.3333334,99525946.49191193,234448333.33333334,73445614.13084833
77,4353.45,4434.13,4484.46,4324.5,4438.68,4561.4,2010-05-04,-0.00102508,-0.026904021,2103.67,2109.81,2130.76,2096.12,2149.45,2124.39,-0.018441927,0.011796326999999999,-0.038700347999999996,0,1,0.017416847,578800000.0,0.0008995869871939455,272530000.0,0.0007401752213542778,766551666.6666666,103143551.91176103,232300666.66666666,73820648.0288699
78,4388.5,4564.81,4565.24,4377.38,4434.13,4438.68,2010-05-05,0.029471396,-0.00102508,2078.19,2110.05,2110.78,2051.19,2109.81,2149.45,0.000113754,-0.018441927,0.017416847,0,1,0.029357641,484940000.0,0.0003677175568213009,143240000.0,0.00011375108419020563,764652666.6666666,106116044.92061713,233892000.0,74166907.08265306
